feature_name1	feature_name2	evidence	is_enabled
203-1128	LOC_Os10g41960	blast:1.00E-165	1
ABC10400	LOC_Os10g41970	blast:1.00E-143	1
ABC05122	LOC_Os10g42420	blast:0	1
3689-1101	LOC_Os10g42610	blast:3.00E-58	1
ABC09281	LOC_Os10g42720	blast:3.00E-72	1
ABC13652	LOC_Os10g42820	blast:0	1
ABC04725	LOC_Os10g05750	blast:8.00E-74	1
5347-1010	LOC_Os10g09850	blast:1.00E-164	1
7848-441	LOC_Os10g11340	blast:4.00E-55	1
ABC01865	LOC_Os10g02040	blast:1.00E-136	1
3190-644	LOC_Os10g14020	blast:6.00E-32	1
ABC13569	LOC_Os10g16440	blast:2.00E-28	1
4015-1153	LOC_Os10g17454	blast:5.00E-95	1
2838-663	LOC_Os10g18340	blast:9.00E-43	1
ConsensusGBS0291-4	LOC_Os11g20090	blast:1.00E-166	1
2297-1250	LOC_Os11g03290	blast:0	1
8444-948	LOC_Os11g24540	blast:1.00E-142	1
ConsensusGBS0697-1	LOC_Os11g24570	blast:0	1
2811-81	LOC_Os11g03770	blast:4.00E-10	1
ABC13753	LOC_Os11g26790	blast:1.00E-34	1
1207-1186	LOC_Os11g26850	blast:0	1
3984-1920	LOC_Os11g29200	blast:0	1
3675-2615	LOC_Os11g29380	blast:0	1
6136-531	LOC_Os11g30360	blast:9.00E-28	1
4535-1140	LOC_Os11g33120	blast:0	1
ABC07305	LOC_Os11g33300	blast:1.00E-99	1
ABC05953	LOC_Os11g04720	blast:3.00E-74	1
1300-1364	LOC_Os11g37890	blast:0	1
1421-1173	LOC_Os11g05050	blast:1.00E-114	1
ConsensusGBS0194-1	LOC_Os11g38010	blast:1.00E-111	1
1215-862	LOC_Os11g38949	blast:1.00E-101	1
ConsensusGBS0031-1	LOC_Os11g39320	blast:5.00E-07	1
3643-2637	LOC_Os11g01380	blast:0	1
4684-775	LOC_Os11g43360	blast:3.00E-91	1
1180-70	LOC_Os11g44810	blast:2.00E-48	1
4233-63	LOC_Os11g47580	blast:3.00E-96	1
578-2106	LOC_Os11g47760	blast:0	1
2283-2886	LOC_Os11g01510	blast:0	1
929-454	LOC_Os11g06390	blast:0	1
1385-827	LOC_Os11g06720	blast:7.00E-53	1
1468-439	LOC_Os11g06890	blast:4.00E-86	1
788-842	LOC_Os11g07020	blast:0	1
3046-206	LOC_Os11g07670	blast:2.00E-66	1
454-1502	LOC_Os11g09280	blast:0	1
421-528	LOC_Os11g10480	blast:0	1
ConsensusGBS0042-1	LOC_Os11g10760	blast:2.00E-30	1
ConsensusGBS0527-5	LOC_Os11g02150	blast:2.00E-77	1
5298-828	LOC_Os11g11890	blast:3.00E-94	1
3485-472	LOC_Os11g11980	blast:8.00E-13	1
447-88	LOC_Os11g14220	blast:0	1
ABC24906	LOC_Os11g14980	blast:1.00E-166	1
ABC09891	LOC_Os11g17610	blast:1.00E-178	1
ABC08641	LOC_Os12g02820	blast:0	1
ABC01004	LOC_Os12g19394	blast:2.00E-85	1
1486-908	LOC_Os12g22030	blast:0	1
ABC06005	LOC_Os12g24330	blast:0	1
1394-1222	LOC_Os12g25690	blast:0	1
1290-729	LOC_Os12g03880	blast:1.00E-161	1
ABC12239	LOC_Os12g27440	blast:6.00E-43	1
1473-1115	LOC_Os12g29220	blast:1.00E-112	1
8118-1005	LOC_Os12g29760	blast:1.00E-170	1
ABC20253	LOC_Os12g30040	blast:1.00E-137	1
2529-2364	LOC_Os12g30540	blast:0	1
ConsensusGBS0264-1	LOC_Os12g31000	blast:1.00E-133	1
1745-823	LOC_Os12g32240	blast:2.00E-83	1
4517-217	LOC_Os12g05000	blast:1.00E-111	1
40-368	LOC_Os12g36210	blast:7.00E-24	1
3118-547	LOC_Os12g36830	blast:3.00E-40	1
6023-567	LOC_Os12g36930	blast:5.00E-33	1
1582-3081	LOC_Os12g37260	blast:0	1
2695-153	LOC_Os12g37360	blast:1.00E-106	1
152-329	LOC_Os12g38000	blast:1.00E-150	1
3724-274	LOC_Os12g38310	blast:2.00E-44	1
7679-530	LOC_Os12g39620	blast:1.00E-122	1
ABC08327	LOC_Os12g39630	blast:1.00E-179	1
ABC12923	LOC_Os12g40760	blast:1.00E-36	1
ConsensusGBS0019-1	LOC_Os12g40880	blast:1.00E-125	1
2267-1173	LOC_Os12g41390	blast:1.00E-168	1
3726-1989	LOC_Os12g42310	blast:0	1
2352-1340	LOC_Os12g42550	blast:8.00E-41	1
ConsensusGBS0637-1	LOC_Os12g42700	blast:0	1
ABC01741	LOC_Os12g42860	blast:2.00E-91	1
847-1396	LOC_Os12g42980	blast:1.00E-171	1
2828-328	LOC_Os12g43380	blast:3.00E-59	1
ABC17471	LOC_Os12g43720	blast:1.00E-134	1
ConsensusGBS0286-1	LOC_Os12g07290	blast:0	1
3500-1474	LOC_Os12g08260	blast:0	1
2168-111	LOC_Os12g08730	blast:5.00E-66	1
1944-1844	LOC_Os12g08810	blast:0	1
3573-556	LOC_Os12g02150	blast:2.00E-33	1
ABC05926	LOC_Os12g02200	blast:0	1
2225-2611	LOC_Os12g12850	blast:0	1
1381-547	LOC_Os12g02300	blast:3.00E-42	1
1861-2382	LOC_Os12g14070	blast:0	1
ABC06897	LOC_Os12g15470	blast:0	1
