BOPA_C	U35 Rice Locus	U35 Rice E-Score	U35_Rice Description
11_11500	Os03g06620	1.00E-112	"protein 1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase 2, putative, expressed"
11_20670	Os03g07150	0	"protein OsPP2Ac-5 - Phosphatase 2A isoform 5 belonging to family 2, expressed"
12_11526	Os03g06700	9.00E-61	"protein fatty acid elongase, putative, expressed"
11_20197	Os03g07300	1.00E-131	"protein ribulose-phosphate 3-epimerase, chloroplast precursor, putative, expressed"
11_20718	Os03g07180	1.00E-54	"protein embryonic protein DC-8, putative, expressed"
11_10724	Os08g37180	0	"protein patatin T5 precursor, putative, expressed"
12_31246	Os03g07800	1.00E-129	"protein RNA-binding post-transcriptional regulator csx1, putative, expressed"
11_10723	Os03g07840	0	"protein adenylosuccinate synthetase, chloroplast precursor, putative, expressed"
11_20689	Os03g07870	1.00E-24	protein expressed protein
12_30390	Os03g58204	0	"protein 60S ribosomal protein L4, putative, expressed"
12_10670	Os02g03740	5.00E-67	"protein glutamine amidotransferase subunit pdxT, putative, expressed"
11_21151	Os10g13800	1.00E-106	"protein ufm1-conjugating enzyme 1, putative, expressed"
11_11213	Os03g07990	1.00E-133	"protein N-acetyltransferase, putative, expressed"
11_20178	Os03g08140	9.00E-76	"protein tubulin--tyrosine ligase-like protein 12, putative, expressed"
11_20765	Os03g08270	0	"protein ataxin-2 C-terminal region family protein, expressed"
11_11398	Os03g37260	3.00E-71	"protein ATP binding protein, putative, expressed"
11_20358	Os03g08280	1.00E-131	"protein proteasome subunit alpha type 6, putative, expressed"
11_10588	Os03g08570	0	"protein phytoene dehydrogenase, chloroplast precursor, putative, expressed"
12_30138	Os03g08960	1.00E-100	"protein homeodomain-leucine zipper transcription factor TaHDZipI-1, putative, expressed"
11_20384	Os10g31660	3.00E-10	"protein glycine-rich cell wall structural protein 2 precursor, putative, expressed"
11_20732	Os03g04960	0	"protein cysteinyl-tRNA synthetase, putative, expressed"
12_30232	Os03g05110	0	"protein xyloglucan galactosyltransferase KATAMARI 1, putative, expressed"
12_30142	Os03g05260	3.00E-85	"protein tankyrase 1, putative, expressed"
11_10785	Os03g05320	1.00E-110	protein expressed protein
12_30718	Os03g04440	1.00E-120	protein expressed protein
12_30584	Os01g16180	0	"protein MT-A70 family protein, expressed"
12_30046	Os01g32660	0	"protein OsMKK6 - putative MAPKK based on amino acid sequence homology, expressed"
11_11292	Os03g04020	4.00E-90	"protein expansin-like 3 precursor, putative, expressed"
12_30117	Os03g04169	0	"protein ATP phosphoribosyltransferase, putative, expressed"
12_30114	Os03g04250	1.00E-109	"protein glutathione S-transferase 6, putative, expressed"
12_30554	Os03g04260	1.00E-110	"protein glutathione S-transferase, putative, expressed"
11_20838	Os03g04340	0	"protein 24-methylenesterol C-methyltransferase 2, putative, expressed"
12_10271	Os03g04410	0	"protein aconitate hydratase, cytoplasmic, putative, expressed"
12_10824	Os11g30360	6.00E-29	protein expressed protein
11_21243	Os03g04240	1.00E-113	"protein glutathione S-transferase, putative, expressed"
11_20762	Os11g33120	0	"protein respiratory burst oxidase protein D, putative, expressed"
12_10666	Os11g33120	0	"protein respiratory burst oxidase protein D, putative, expressed"
11_20119	Os03g03910	0	"protein catalase-1, putative, expressed"
12_30987	Os03g03700	0	"protein MLO protein homolog 1, putative, expressed"
12_30988	Os03g03700	0	"protein MLO protein homolog 1, putative, expressed"
12_30539	Os03g03810	2.00E-32	"protein flower-specific gamma-thionin precursor, putative, expressed"
12_11183	Os03g03820	1.00E-138	"protein adenylate kinase, chloroplast precursor, putative, expressed"
11_11470	Os03g03830	2.00E-97	"protein calcium ion binding protein, putative, expressed"
12_30158	Os03g04000	0	"protein 4-coumarate--CoA ligase 1, putative, expressed"
11_10614	Os05g23600	0	"protein dolichyl-diphosphooligosaccharide--protein glycosyltransferase 67 kDasubunit precursor, putative,"
11_20454	Os03g03720	0	"protein glyceraldehyde-3-phosphate dehydrogenase B, chloroplast precursor, putative, expressed"
11_20515	Os03g03770	1.00E-49	"protein NADH-ubiquinone oxidoreductase B18 subunit, putative, expressed"
11_10510	Os03g03660	0	"protein calcium-dependent protein kinase, isoform 1, putative, expressed"
12_31139	Os03g03450	0	"protein anthranilate phosphoribosyltransferase, chloroplast precursor, putative, expressed"
11_10334	Os03g03510	0	"protein CIPK-like protein 1, putative, expressed"
12_11139	Os03g03700	0	"protein MLO protein homolog 1, putative, expressed"
12_30990	Os03g03700	0	"protein MLO protein homolog 1, putative, expressed"
11_21111	Os12g23280	2.00E-77	"protein GMFP5, putative, expressed"
11_20974	Os10g32870	7.00E-77	"protein 50S ribosomal protein L11, putative, expressed"
12_11194	Os03g04770	0	"protein beta-amylase, putative, expressed"
12_30385	Os03g03200	6.00E-38	"protein hydrolase, putative, expressed"
11_10123	Os08g41880	0	"protein nucleotide pyrophosphatase/phosphodiesterase, putative, expressed"
12_31138	Os05g14240	1.00E-115	"protein aquaporin TIP4.1, putative, expressed"
11_10712	Os01g34480	1.00E-151	"protein dihydroflavonol-4-reductase, putative, expressed"
12_11233	Os03g02920	1.00E-141	"protein peroxidase 66 precursor, putative, expressed"
12_20237	Os03g03130	2.00E-87	"protein ubiquitin-conjugating enzyme E2 I, putative, expressed"
11_11299	Os03g02750	1.00E-146	"protein xylem serine proteinase 1 precursor, putative, expressed"
11_20701	Os03g02670	1.00E-171	"protein solute carrier family 35 member B3, putative, expressed"
12_11235	Os10g38030	1.00E-161	"protein per1-like family protein, expressed"
11_11066	Os03g02590	1.00E-116	"protein peroxisomal membrane protein PEX11-1, putative, expressed"
11_21035	Os03g02640	1.00E-176	protein expressed protein
11_20883	Os09g37280	1.00E-153	"protein peroxisomal multifunctional enzyme type 2, putative, expressed"
11_10697	Os02g33110	1.00E-145	"protein beta-fructofuranosidase, insoluble isoenzyme 1 precursor, putative, expressed"
12_30146	Os03g02530	1.00E-154	"protein membrane protein, putative, expressed"
11_10611	Os03g02560	1.00E-126	"protein F-box protein, putative, expressed"
11_21130	Os03g01650	1.00E-106	"protein major pollen allergen Ory s 1 precursor, putative, expressed"
11_21210	Os03g01750	1.00E-108	"protein protein tyrosine phosphatase, putative, expressed"
11_20224	Os05g10330	3.00E-78	protein HAD superfamily phosphatase containing protein
11_10269	Os11g03290	0	"protein nucleoside-triphosphatase, putative, expressed"
12_20760	Os01g01840	4.00E-42	"protein helix-loop-helix DNA-binding domain containing protein, expressed"
12_30873	Os03g01200	2.00E-46	"protein SNF2P, putative, expressed"
12_30476	Os03g01320	3.00E-92	"protein NT16 polypeptide, putative, expressed"
11_20007	Os03g01530	0	"protein tubulin beta-2 chain, putative, expressed"
11_10610	Os04g46830	3.00E-36	"protein cortical cell-delineating protein precursor, putative, expressed"
12_30425	Os05g25640	1.00E-168	"protein trans-cinnamate 4-monooxygenase, putative, expressed"
12_21450	Os08g37444	0	"protein signal recognition particle receptor alpha subunit, putative, expressed"
11_20272	Os10g40730	1.00E-115	"protein beta-expansin 1a precursor, putative, expressed"
11_10387	Os03g01910	7.00E-88	"protein transcription factor BTF3, putative, expressed"
12_30239	Os07g31720	2.00E-70	"protein ZAC, putative, expressed"
12_30006	Os10g39840	1.00E-134	"protein xyloglucan endotransglucosylase/hydrolase protein 32 precursor, putative, expressed"
12_31422	Os03g01990	1.00E-122	"protein lysM domain containing protein, expressed"
11_11186	Os03g01270	1.00E-134	"protein beta-expansin 1a precursor, putative, expressed"
11_20089	Os03g02040	2.00E-70	"protein remorin, putative, expressed"
11_11019	Os07g35940	0	"protein beta-amylase, putative"
12_30824	Os07g35940	0	"protein beta-amylase, putative"
12_30825	Os07g35940	0	"protein beta-amylase, putative"
11_20013	Os10g25060	2.00E-39	protein expressed protein
12_30163	Os12g44380	0	"protein sucrose transport protein SUC4, putative, expressed"
11_20894	Os03g49150	4.00E-39	"protein protein yippee-like, putative, expressed"
12_30976	Os06g31070	1.00E-12	"protein prolamin PPROL 17 precursor, putative, expressed"
12_30543	Os05g11140	1.00E-101	"protein ATP binding protein, putative, expressed"
11_20553	Os12g44310	0	"protein 9,10-9,10 carotenoid cleavage dioxygenase 1, putative, expressed"
12_30984	Os06g31070	0.00000002	"protein prolamin PPROL 17 precursor, putative, expressed"
12_30975	Os06g31070	1.00E-12	"protein prolamin PPROL 17 precursor, putative, expressed"
12_30983	Os06g31070	0.00000002	"protein prolamin PPROL 17 precursor, putative, expressed"
12_31023	Os12g44230	5.00E-62	protein expressed protein
12_30591	Os03g43800	0	"protein always early protein 3, putative, expressed"
12_30001	Os12g44150	0	"protein plasma membrane ATPase 1, putative, expressed"
12_30977	Os06g31070	1.00E-12	"protein prolamin PPROL 17 precursor, putative, expressed"
11_20206	Os12g37260	0	"protein lipoxygenase 2.1, chloroplast precursor, putative, expressed"
12_31022	Os12g44230	5.00E-62	protein expressed protein
11_21202	Os12g43930	1.00E-126	"protein RING finger protein 5, putative, expressed"
11_11381	Os12g43720	1.00E-134	"protein RXW8, putative, expressed"
11_21221	Os12g43950	0	"protein BEL1-related homeotic protein 30, putative, expressed"
11_20533	Os12g43630	0	"protein malate dehydrogenase, glyoxysomal precursor, putative, expressed"
12_31094	Os06g04510	0.0000002	"protein enolase 1, putative, expressed"
11_20010	Os11g26030	1.00E-177	"protein GTPase family protein, putative, expressed"
12_30714	Os02g17380	2.00E-56	protein expressed protein
11_21365	Os02g22140	7.00E-96	"protein ADP-ribosylation factor, putative, expressed"
11_10695	Os12g43363	1.00E-125	"protein inositolphosphorylceramide-B C-26 hydroxylase, putative, expressed"
11_20873	Os03g45410	1.00E-105	"protein TATA-binding protein 2, putative, expressed"
12_30167	Os12g43130	1.00E-170	"protein phytoene synthase, chloroplast precursor, putative, expressed"
11_21065	Os12g43140	6.00E-43	"protein late embryogenesis abundant protein D-34, putative, expressed"
11_21426	Os12g42970	2.00E-96	"protein GATA zinc finger family protein, expressed"
11_10974	Os12g42980	1.00E-166	"protein cysteine synthase, putative, expressed"
11_20761	Os01g27210	1.00E-103	"protein glutathione S-transferase IV, putative, expressed"
12_30531	Os11g09940	2.00E-37	protein expressed protein
11_11048	Os12g42860	2.00E-91	"protein cupin, RmlC-type, putative, expressed"
12_20576	Os12g42300	0	"protein glutathione-regulated potassium-efflux system protein kefB, putative, expressed"
11_21324	Os11g32470	1.00E-156	"protein NEF1, putative, expressed"
12_10530	Os12g42310	0	"protein serine/threonine-protein phosphatase BSL2, putative, expressed"
12_10499	Os02g57150	1.00E-52	"protein tubulin-specific chaperone A, putative, expressed"
11_10688	Os11g43360	3.00E-91	"protein tropinone reductase 2, putative"
11_10580	Os01g33050	4.00E-76	"protein ribosome biogenesis protein RLP24, putative, expressed"
12_30410	Os03g42320	0	"protein SEC1-family transport protein SLY1, putative, expressed"
11_10621	Os11g10480	0	"protein alcohol dehydrogenase 1, putative, expressed"
11_20980	Os01g55290	1.00E-127	"protein EMB1417, putative, expressed"
11_21391	Os08g33076	1.00E-108	"protein myrosinase precursor, putative, expressed"
11_20845	Os12g41920	1.00E-128	"protein single myb histone 6, putative, expressed"
12_11318	Os01g21034	1.00E-151	"protein pectinesterase-2 precursor, putative, expressed"
12_10864	Os07g05050	2.00E-36	"protein nucleolar RNA helicase 2, putative, expressed"
12_20770	Os12g41800	1.00E-147	"protein VTC2, putative, expressed"
12_30707	Os12g41700	4.00E-83	"protein 18S subunit ribosomal protein, putative, expressed"
11_21253	Os12g42140	0	"protein tuftelin-interacting protein 11, putative, expressed"
11_20729	Os08g27090	1.00E-39	"protein 30S ribosomal protein S17, putative, expressed"
12_31312	Os03g39650	9.00E-60	"protein cytochrome P450 71D10, putative, expressed"
11_20903	Os04g51780	1.00E-116	protein expressed protein
11_20766	Os05g15510	0	"protein cellulase containing protein, expressed"
11_10955	Os12g29760	1.00E-170	protein expressed protein
12_30654	Os12g41190	1.00E-160	"protein TPR Domain containing protein, expressed"
11_20571	Os12g41220	9.00E-76	"protein ubiquitin-conjugating enzyme spm2, putative, expressed"
11_10260	Os12g41390	1.00E-168	"protein homocysteine S-methyltransferase 3, putative, expressed"
11_20987	Os12g43970	2.00E-78	"protein epoxide hydrolase 2, putative, expressed"
12_30105	Os12g40560	1.00E-138	"protein KH domain containing protein, expressed"
11_11432	Os12g40880	1.00E-125	"protein ATP binding protein, putative, expressed"
12_31492	Os12g40890	1.00E-101	"protein OsIAA30 - Auxin-responsive Aux/IAA gene family member, expressed"
12_21372	Os03g42480	5.00E-20	protein expressed protein
12_31257	Os12g40180	0.00000006	protein expressed protein
11_21401	Os12g39620	0	"protein disease resistance protein, putative, expressed"
12_10923	Os12g39620	0	"protein disease resistance protein, putative, expressed"
11_11198	Os12g39630	1.00E-135	"protein serine/threonine-protein kinase SAPK9, putative, expressed"
12_31155	Os12g39660	0	"protein calcium-transporting ATPase 2, plasma membrane-type, putative, expressed"
12_30454	Os02g15310	1.00E-124	"protein SR repressor protein, putative, expressed"
12_30354	Os02g21260	4.00E-30	"protein ubiquitin-protein ligase, putative, expressed"
11_21116	Os04g53620	1.00E-168	"protein polyubiquitin OUB2, putative, expressed"
12_30729	Os12g37430	1.00E-148	"protein PAPA-1-like conserved region family protein, expressed"
11_20841	Os12g37939	0	"protein UNC93 homolog A, putative, expressed"
11_10116	Os12g38000	1.00E-150	"protein 60S ribosomal protein L2, putative, expressed"
12_31512	Os12g38400	7.00E-55	"protein protein ASYMMETRIC LEAVES1, putative, expressed"
12_31390	Os12g38490	0	"protein chitin-inducible gibberellin-responsive protein 1, putative, expressed"
11_21447	Os12g38750	0	"protein nucleotide pyrophosphatase/phosphodiesterase, putative, expressed"
11_20101	Os12g39090	2.00E-42	protein expressed protein
11_21308	Os12g39110	2.00E-78	"protein zinc finger, C3HC4 type family protein, expressed"
11_20697	Os12g37060	1.00E-106	protein expressed protein
11_10995	Os06g07200	1.00E-142	"protein syntaxin 132, putative, expressed"
11_21011	Os06g30320	0	"protein nucleolar complex-associated protein, expressed"
11_20958	Os07g26610	0	"protein phosphoglucomutase/phosphomannomutase family protein, putative, expressed"
11_10240	Os12g08730	6.00E-66	"protein thioredoxin M-type, chloroplast precursor, putative, expressed"
11_20708	Os12g09580	0	protein expressed protein
11_21040	Os12g10560	2.00E-76	"protein AP-2 complex subunit sigma-1, putative, expressed"
11_10252	Os12g12850	0	"protein ATP-dependent Clp protease ATP-binding subunit clpA homolog,chloroplast precursor, putative, expressed"
11_10177	Os12g14070	0	"protein stromal 70 kDa heat shock-related protein, chloroplast precursor, putative, expressed"
12_30768	Os12g17900	1.00E-171	"protein ubiquitin-protein ligase, putative, expressed"
12_30792	Os12g21890	1.00E-47	"protein phosphoprotein phosphatase, putative, expressed"
12_11399	Os12g30040	1.00E-137	"protein amino acid transporter-like protein 1, putative, expressed"
11_10318	Os12g30540	0	"protein ubiquitin carboxyl-terminal hydrolase 21, putative, expressed"
12_11462	Os12g31000	1.00E-133	"protein maternal protein pumilio, putative, expressed"
12_31317	Os12g31380	4.00E-85	"protein translation initiation factor eIF-2B alpha subunit, putative, expressed"
11_21350	Os12g32180	6.00E-71	"protein ER-derived vesicles protein ERV14, putative, expressed"
11_10157	Os12g32240	2.00E-83	"protein eukaryotic translation initiation factor 5A-2, putative, expressed"
11_20700	Os12g35040	0	"protein 2,3-bisphosphoglycerate-independent phosphoglycerate mutase, putative, expressed"
12_30337	Os12g36110	1.00E-88	"protein calmodulin binding protein, putative, expressed"
11_20129	Os12g36180	1.00E-137	"protein auxilin-like protein, putative, expressed"
12_30709	Os01g32280	1.00E-137	"protein transmembrane protein 19, putative, expressed"
12_30575	Os08g17784	0	"protein purple acid phosphatase, putative, expressed"
11_10058	Os11g38959	1.00E-102	"protein 40S ribosomal protein S9, putative, expressed"
11_10481	Os12g08260	0	"protein pyruvate dehydrogenase E1 component, alpha subunit, putative, expressed"
12_30728	Os12g36640	1.00E-72	"protein fiber protein Fb19, putative, expressed"
11_21260	Os11g01490	0	"protein outer membrane protein, OMP85 family protein, expressed"
11_20332	Os11g01510	0	"protein ubiquitin-activating enzyme E1 2, putative, expressed"
12_30193	Os11g01790	1.00E-89	"protein catalytic/ protein phosphatase type 2C, putative, expressed"
12_30717	Os11g02389	7.00E-37	"protein nonspecific lipid-transfer protein 1 precursor, putative, expressed"
12_30109	Os11g04740	0	"protein L-Galactono-1,4-lactone dehydrogenase, putative, expressed"
11_20179	Os11g06890	4.00E-86	"protein vacuolar ATP synthase 16 kDa proteolipid subunit, putative, expressed"
11_20396	Os12g01680	4.00E-57	"protein macrophage migration inhibitory factor, putative, expressed"
11_11506	Os12g02094	4.00E-79	"protein surfactant protein B containing protein, expressed"
11_11128	Os12g02200	0	"protein CBL-interacting serine/threonine-protein kinase 15, putative, expressed"
11_20737	Os12g02370	5.00E-82	"protein chalcone--flavonone isomerase, putative, expressed"
11_10661	Os12g05000	1.00E-111	protein expressed protein
12_31259	Os12g06800	9.00E-72	"protein serine esterase family protein, putative, expressed"
11_11469	Os12g07290	0	"protein alpha-(1,4)-fucosyltransferase, putative, expressed"
11_20524	Os12g07670	0	"protein transmembrane 9 superfamily protein member 3 precursor, putative, expressed"
11_20461	Os12g07820	1.00E-162	"protein OsAPx6 - Stromal Ascorbate Peroxidase encoding gene, expressed"
12_30408	Os12g08090	1.00E-120	"protein amino acid transporter, putative, expressed"
11_21215	Os12g08210	3.00E-28	protein expressed protein
11_11260	Os05g41070	2.00E-69	"protein bZIP transcription factor, putative, expressed"
11_21318	Os11g02464	0	"protein vacuolar sorting receptor 1 precursor, putative, expressed"
12_30214	Os04g12970	3.00E-90	"protein indole-3-acetate beta-glucosyltransferase, putative, expressed"
12_20059	Os12g01570	2.00E-73	"protein nodulin-like family protein, expressed"
12_10508	Os11g01380	0	"protein clathrin heavy chain, putative, expressed"
11_21536	Os12g01530	1.00E-116	"protein ferritin-1, chloroplast precursor, putative, expressed"
12_31117	Os12g01530	1.00E-116	"protein ferritin-1, chloroplast precursor, putative, expressed"
11_20239	Os06g15420	0	"protein asparagine synthetase, putative, expressed"
12_10079	Os05g19370	1.00E-115	"protein 60S ribosomal protein L15, putative, expressed"
11_21148	Os09g01960	3.00E-40	"protein sucrose responsive element binding protein, putative, expressed"
12_10264	Os11g01510	0	"protein ubiquitin-activating enzyme E1 2, putative, expressed"
11_20105	Os12g01030	1.00E-86	"protein monoglyceride lipase, putative"
11_20306	Os09g02700	0	"protein polyadenylate-binding protein 2, putative, expressed"
12_30747	Os01g14790	4.00E-44	protein expressed protein
12_10899	Os02g21250	2.00E-91	"protein coatomer subunit zeta-1, putative, expressed"
12_30644	Os07g16040	1.00E-168	"protein glyoxylate reductase, putative, expressed"
12_30538	Os08g21350	0	"protein cig3, putative, expressed"
12_31183	Os09g03620	1.00E-169	"protein nodulation receptor kinase precursor, putative, expressed"
11_11240	Os09g04440	1.00E-133	"protein ATP binding protein, putative, expressed"
12_11151	Os09g07500	1.00E-146	"protein PRP3 pre-mRNA processing factor 3, putative, expressed"
11_20283	Os09g07510	0	"protein serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit Abeta isoform, putative, expressed"
11_20961	Os09g07660	0	"protein ubiquinone biosynthesis protein ubiB, putative, expressed"
12_20981	Os09g08420	0	"protein protein kinase G11A, putative, expressed"
12_10034	Os09g08430	6.00E-83	"protein 60S ribosomal protein L17, putative, expressed"
12_11512	Os09g08660	1.00E-85	"protein 4-nitrophenylphosphatase, putative, expressed"
11_20501	Os09g09480	1.00E-109	"protein charged multivesicular body protein 4b, putative, expressed"
12_31340	Os09g10710	4.00E-59	"protein ENT domain containing protein, expressed"
12_31451	Os09g10770	1.00E-159	"protein type II DNA topoisomerase VI subunit B, putative, expressed"
12_11363	Os09g11450	6.00E-82	"protein sodium/hydrogen exchanger family protein, expressed"
12_30700	Os09g12230	4.00E-80	"protein ubiquitin-conjugating enzyme E2-17 kDa, putative, expressed"
11_10840	Os09g12290	1.00E-108	"protein bifunctional aspartokinase/homoserine dehydrogenase 2, chloroplast precursor, putative, expressed"
12_31503	Os09g12540	1.00E-124	"protein chlorophyll a-b binding protein, chloroplast precursor, putative, expressed"
11_10671	Os09g12560	0	"protein ferrochelatase-2, chloroplast precursor, putative, expressed"
11_20372	Os09g12570	1.00E-77	"protein ubiquitin-conjugating enzyme spm2, putative, expressed"
12_30111	Os09g14520	1.00E-163	protein expressed protein
12_31062	Os09g14670	0	"protein phosphoenolpyruvate carboxylase 2, putative, expressed"
12_31064	Os09g14670	0	"protein phosphoenolpyruvate carboxylase 2, putative, expressed"
12_31280	Os07g44230	3.00E-70	"protein ribonuclease P, putative, expressed"
11_21200	Os08g29669	2.00E-48	"protein cytochrome b5, putative, expressed"
12_10725	Os08g30790	1.00E-139	"protein hypersensitive-induced response protein, putative, expressed"
11_11221	Os09g16920	0	"protein desaturase/cytochrome b5 protein, putative, expressed"
11_21508	Os09g17600	1.00E-168	protein expressed protein
12_11385	Os09g17600	1.00E-168	protein expressed protein
11_11159	Os09g19560	0	"protein protein arginine N-methyltransferase 1, putative, expressed"
12_30515	Os09g19890	0	protein expressed protein
12_30011	Os09g19930	0	"protein protein HOTHEAD precursor, putative, expressed"
12_11089	Os09g20350	1.00E-125	"protein DRE binding factor 1, putative, expressed"
12_31032	Os11g10510	3.00E-43	"protein alcohol dehydrogenase 2, putative, expressed"
12_31033	Os11g10510	3.00E-43	"protein alcohol dehydrogenase 2, putative, expressed"
12_31034	Os11g10510	3.00E-43	"protein alcohol dehydrogenase 2, putative, expressed"
12_31035	Os11g10510	3.00E-43	"protein alcohol dehydrogenase 2, putative, expressed"
11_20265	Os09g20390	1.00E-146	protein expressed protein
11_21344	Os09g20640	1.00E-178	"protein serine/threonine-protein kinase 16, putative, expressed"
11_11281	Os09g23350	1.00E-142	"protein ATTPS6, putative, expressed"
11_20441	Os09g23660	1.00E-142	"protein ZIM motif family protein, expressed"
12_30745	Os09g23690	1.00E-121	"protein UBX domain containing protein, expressed"
12_31477	Os03g38590	1.00E-154	"protein SC3 protein, putative, expressed"
11_20713	Os09g24440	0	protein expressed protein
12_21036	Os09g27210	1.00E-138	"protein lecithine cholesterol acyltransferase-like protein, putative, expressed"
11_21275	Os09g27140	1.00E-110	protein expressed protein
11_21121	Os09g27030	0	"protein thiol protease aleurain precursor, putative, expressed"
11_21239	Os09g39980	2.00E-95	protein expressed protein
11_10641	Os01g33030	1.00E-149	"protein brix domain-containing protein 1, putative, expressed"
12_30080	Os09g26620	2.00E-51	"protein auxin-repressed protein, putative, expressed"
12_10203	Os09g26880	0	"protein aldehyde dehydrogenase family 7 member A1, putative, expressed"
12_20278	Os09g26880	0	"protein aldehyde dehydrogenase family 7 member A1, putative, expressed"
12_11438	Os11g10760	2.00E-30	"protein NBS-LRR disease resistance protein, putative, expressed"
11_20392	Os09g26730	7.00E-96	"protein chaperonin, chloroplast precursor, putative, expressed"
11_11249	Os09g26780	6.00E-60	"protein pnFL-2, putative, expressed"
12_30007	Os09g26810	1.00E-131	"protein chlorophyll a-b binding protein, chloroplast precursor, putative, expressed"
12_30966	Os09g40000	0	protein expressed protein
12_20350	Os07g08160	1.00E-47	"protein early light-induced protein, chloroplast precursor, putative, expressed"
12_10548	Os07g03230	0	"protein eukaryotic translation initiation factor 3 subunit 8, putative, expressed"
12_20297	Os09g25760	1.00E-114	"protein senescence-associated protein DH, putative, expressed"
12_30719	Os09g25770	1.00E-116	"protein nodulin-like protein 5NG4, putative, expressed"
11_20367	Os02g17940	1.00E-128	"protein leucoanthocyanidin dioxygenase, putative, expressed"
11_21001	Os09g24980	1.00E-107	"protein golgi SNARE 12 protein, putative, expressed"
12_10953	Os09g25690	8.00E-54	protein conserved hypothetical protein
11_21309	Os09g25310	3.00E-95	"protein 26S proteasome non-ATPase regulatory subunit 9, putative, expressed"
12_20818	Os09g25580	0	"protein MGDG synthase type A, putative, expressed"
11_10183	Os01g37910	0	"protein vacuolar processing enzyme precursor, putative, expressed"
12_10634	Os05g28090	1.00E-72	protein expressed protein
11_10127	Os08g33820	1.00E-116	"protein chlorophyll a-b binding protein 4, chloroplast precursor, putative, expressed"
11_21133	Os09g24700	1.00E-133	protein expressed protein
12_21128	Os09g24710	1.00E-176	"protein hydrolases or acyltransferases, putative, expressed"
11_20236	Os09g27420	0	"protein formate--tetrahydrofolate ligase, putative, expressed"
12_10633	Os09g24260	0	"protein nucleotide binding protein, putative, expressed"
11_20096	Os09g27610	4.00E-36	protein conserved hypothetical protein
11_10167	Os02g53180	1.00E-151	"protein 1-aminocyclopropane-1-carboxylate oxidase 1, putative, expressed"
11_20246	Os09g27750	1.00E-154	"protein 1-aminocyclopropane-1-carboxylate oxidase 1, putative, expressed"
12_10140	Os09g27830	0	"protein OsPDIL2-3 - Oryza sativa protein disulfide isomerase, expressed"
11_20736	Os09g28050	0	"protein asparate aminotransferase, putative, expressed"
12_11515	Os09g28050	0	"protein asparate aminotransferase, putative, expressed"
11_11355	Os09g29404	1.00E-138	"protein glycogen operon protein glgX, putative, expressed"
12_30314	Os08g36994	1.00E-80	"protein protein transport protein Sec23B, putative, expressed"
11_20645	Os09g28510	6.00E-41	"protein EF hand family protein, expressed"
12_21186	Os09g28570	0	"protein zinc-binding alcohol dehydrogenase domain-containing protein 2, putative, expressed"
11_21445	Os09g28810	1.00E-107	protein expressed protein
11_21480	Os09g29070	0	"protein glucose-6-phosphate isomerase, putative, expressed"
12_31427	Os09g29630	6.00E-37	"protein NOL1/NOP2/sun family protein, expressed"
12_10674	Os09g29810	1.00E-25	"protein retrotransposon protein, putative, unclassified, expressed"
12_31361	Os09g30130	0	"protein CSLE6 - cellulose synthase-like family E, expressed"
11_10524	Os09g30340	2.00E-57	"protein photosystem I reaction center subunit V, chloroplast precursor, putative, expressed"
12_11106	Os07g12110	0	"protein eukaryotic translation initiation factor 3 subunit 6, putative, expressed"
11_21150	Os07g39020	1.00E-100	"protein subtilisin-like protease precursor, putative, expressed"
12_10930	Os09g30439	0	"protein heat shock protein 81-3, putative, expressed"
11_11290	Os09g30474	1.00E-153	"protein lipid binding protein, putative, expressed"
12_21497	Os09g30474	1.00E-153	"protein lipid binding protein, putative, expressed"
11_10578	Os08g01690	6.00E-26	"protein vegetative cell wall protein gp1 precursor, putative, expressed"
11_20497	Os07g02850	6.00E-48	protein expressed protein
12_31271	Os09g32040	1.00E-115	"protein no apical meristem protein, expressed"
11_20526	Os09g32090	1.00E-119	"protein methyl-binding domain protein MBD111, putative, expressed"
12_11134	Os09g31486	0	"protein heat shock 70 kDa protein, mitochondrial precursor, putative, expressed"
12_30533	Os09g31970	0	"protein 3-hydroxy-3-methylglutaryl-coenzyme A reductase 3, putative, expressed"
11_20097	Os09g32030	5.00E-66	protein expressed protein
11_10518	Os09g32220	1.00E-125	"protein protein pob, putative, expressed"
12_30834	Os09g32220	1.00E-125	"protein protein pob, putative, expressed"
11_10771	Os09g32274	3.00E-67	"protein 30S ribosomal protein S16, putative, expressed"
11_20449	Os09g32526	6.00E-71	"protein FK506-binding protein 2-1 precursor, putative, expressed"
11_11473	Os09g32532	2.00E-67	"protein 60S ribosomal protein L32, putative, expressed"
12_30182	Os09g32840	0	"protein nucleotide pyrophosphatase/phosphodiesterase, putative, expressed"
11_20850	Os08g23180	1.00E-173	"protein fasciclin-like arabinogalactan protein 8 precursor, putative, expressed"
12_10408	Os09g32690	5.00E-67	"protein ubiquitin-protein ligase/ zinc ion binding protein, putative, expressed"
11_10622	Os07g04690	0	"protein UDP-arabinose 4-epimerase 1, putative, expressed"
11_21421	Os09g33559	2.00E-51	"protein rhodopsin-like receptor, putative, expressed"
11_10414	Os09g04670	3.00E-71	"protein DAG protein, chloroplast precursor, putative, expressed"
11_20327	Os09g33500	0	"protein pyruvate dehydrogenase E1 component subunit beta, mitochondrial precursor, putative, expressed"
