chromosome	U35 Rice Locus	start	aliases	U35_Rice Description
4	LOC_Os04g42250	16665	null	protein anthranilate N-benzoyltransferase protein 2, putative, expressed
4	LOC_Os04g42010	3378	null	protein RNA binding protein, putative, expressed
4	LOC_Os04g42580	17599	null	protein carboxyvinyl-carboxyphosphonate phosphorylmutase, putative, expressed
4	LOC_Os04g42520	18417	null	protein adenine phosphoribosyltransferase 2, putative, expressed
4	LOC_Os04g42980	19220	null	protein protein binding protein, putative, expressed
4	LOC_Os04g43160	21218	null	protein TPR domain protein, putative, expressed
4	LOC_Os04g43070	5380	null	protein ammonium transporter 1, member 2, putative, expressed
4	LOC_Os04g43390	15072	null	protein beta-mannosidase 4, putative, expressed
4	LOC_Os04g43440	3742	null	protein NB-ARC domain containing protein, expressed
4	LOC_Os04g43680	1852	null	protein myb-related protein Myb4, putative, expressed
4	LOC_Os04g43220	3479	null	protein zinc finger, C3HC4 type family protein, expressed
4	LOC_Os04g43440	3742	null	protein NB-ARC domain containing protein, expressed
4	LOC_Os04g43800	14236	null	protein phenylalanine ammonia-lyase, putative, expressed
4	LOC_Os04g43824	4851	null	protein expressed protein
4	LOC_Os04g44060	13852	null	protein aquaporin PIP2.3, putative, expressed
4	LOC_Os04g44460	17102	null	protein flavonol sulfotransferase-like, putative, expressed
4	LOC_Os04g44130	20358	null	protein low-molecular-weight cysteine-rich protein LCR70 precursor, putative, expressed
4	LOC_Os04g44870	16654	null	protein elicitor-responsive protein 3, putative, expressed
4	LOC_Os04g44530	3346	null	protein expressed protein
4	LOC_Os04g44830	18066	null	protein thioredoxin M-type 2, chloroplast precursor, putative, expressed
4	LOC_Os04g44560	18568	null	protein expressed protein
4	LOC_Os04g45070	1276	null	protein remorin, putative, expressed
4	LOC_Os04g45090	16046	null	protein cytochrome b561, putative, expressed
4	LOC_Os04g45490	1284	null	protein elongation factor G, chloroplast precursor, putative, expressed
4	LOC_Os04g45470	15564	null	protein vacuolar processing enzyme, beta-isozyme precursor, putative, expressed
4	LOC_Os04g45800	17930	null	protein sphingosine kinase, putative, expressed
4	LOC_Os04g45821	13232	null	protein cysteine-type endopeptidase/ ubiquitin thiolesterase, putative, expressed
4	LOC_Os04g45970	1821	null	protein glutamate dehydrogenase 2, putative, expressed
4	LOC_Os04g48820	3709	null	protein deoxyribonuclease ycfH, putative, expressed
4	LOC_Os04g48770	17743	null	protein ubiquitin fusion degradation protein 1, putative, expressed
4	LOC_Os04g49350	4564	null	protein expressed protein
4	LOC_Os04g18090	14875	null	protein histone H1, putative, expressed
4	LOC_Os04g48940	4166	null	protein mechanosensitive ion channel family protein, expressed
4	LOC_Os04g48410	16242	null	protein copper chaperone for superoxide dismutase, putative, expressed
4	LOC_Os04g47690	1061	null	protein HMG1/2-like protein, putative, expressed
4	LOC_Os04g47120	16905	null	protein acyl-CoA thioesterase/ cyclic nucleotide binding protein, putative, expressed
4	LOC_Os04g46820	19697	null	protein cortical cell-delineating protein precursor, putative
4	LOC_Os04g46750	4864	null	protein transferase, transferring glycosyl groups, putative, expressed
4	LOC_Os04g46980	5556	null	protein cis-zeatin O-glucosyltransferase 1, putative, expressed
4	LOC_Os04g46380	21251	null	protein expressed protein
4	LOC_Os04g46310	3148	null	protein HEAT repeat family protein, expressed
4	LOC_Os04g52450	15444	null	protein aminotransferase y4uB, putative, expressed
4	LOC_Os04g46200	14502	null	protein oleosin 16 kDa, putative, expressed
4	LOC_Os04g46220	3452	null	protein ethylene-responsive transcription factor 2, putative, expressed
4	LOC_Os04g52460	4022	null	protein viral A-type inclusion protein repeat containing protein, expressed
4	LOC_Os04g52380	4319	null	protein methyl-CpG binding domain containing protein, expressed
4	LOC_Os04g52300	19034	null	protein expressed protein
4	LOC_Os04g52260	1391	null	protein 36.4 kDa proline-rich protein, putative, expressed
4	LOC_Os04g52100	19256	null	protein methionine aminopeptidase 1B, chloroplast precursor, putative, expressed
4	LOC_Os04g52000	16224	null	protein protein phosphatase 2C homolog 1, putative, expressed
4	LOC_Os04g51610	16820	null	protein calcium-transporting ATPase 9, plasma membrane-type, putative, expressed
4	LOC_Os04g51400	1742	null	protein zinc finger, C3HC4 type family protein, expressed
4	LOC_Os04g51630	14249	null	protein 60S ribosomal protein L7-2, putative, expressed
4	LOC_Os04g52900	2209	null	protein multidrug resistance-associated protein 2, putative, expressed
4	LOC_Os04g52940	13968	null	protein SAPS domain family member 3, putative, expressed
4	LOC_Os04g50990	14962	null	protein 60S ribosomal protein L12, putative, expressed
4	LOC_Os04g50970	15438	null	protein seed specific protein Bn15D1B, putative, expressed
4	LOC_Os04g52710	2021	null	protein imidazoleglycerol-phosphate dehydratase, putative, expressed
4	LOC_Os04g53220	2456	null	protein signal recognition particle 14 kDa protein, putative, expressed
4	LOC_Os04g52750	4375	null	protein expressed protein
4	LOC_Os04g52770	3795	null	protein protein SPATULA, putative, expressed
4	LOC_Os04g49510	1749	null	protein calcium-dependent protein kinase, isoform AK1, putative, expressed
4	LOC_Os04g49540	17712	null	protein expressed protein
4	LOC_Os04g49660	18952	null	protein expressed protein
4	LOC_Os04g49980	12	null	protein seed maturation protein, putative, expressed
4	LOC_Os04g49954	2740	null	protein expressed protein
4	LOC_Os04g49570	8927	null	protein glutamate receptor 3.3 precursor, putative, expressed
4	LOC_Os04g49680	1368	null	protein expressed protein
4	LOC_Os04g50120	1395	null	protein expressed protein
4	LOC_Os04g50204	2785	null	protein expressed protein
4	LOC_Os04g50660	18600	null	protein U3 small nucleolar RNA-associated protein 13, putative, expressed
4	LOC_Os04g53490	3326	null	protein OsCHL - Oryza sativa Chloroplastic lipocalin, expressed
4	LOC_Os04g53310	3838	null	protein soluble starch synthase 3, chloroplast precursor, putative, expressed
4	LOC_Os04g53540	1942	null	protein homeobox protein GLABRA2, putative, expressed
4	LOC_Os04g53700	4729	null	protein MYND finger family protein, expressed
4	LOC_Os04g53850	16948	null	protein leucoanthocyanidin reductase, putative, expressed
4	LOC_Os04g53740	18476	null	protein thioredoxin-like 4, putative, expressed
4	LOC_Os04g53690	2844	null	protein expressed protein
4	LOC_Os04g53760	5197	null	protein kinesin-1, putative, expressed
4	LOC_Os04g56710	18767	null	protein GTP cyclohydrolase I 1, putative, expressed
4	LOC_Os04g56740	1470	null	protein IQ calmodulin-binding motif family protein, expressed
4	LOC_Os04g56740	1470	null	protein IQ calmodulin-binding motif family protein, expressed
4	LOC_Os04g56700	2001	null	protein naringenin,2-oxoglutarate 3-dioxygenase, putative, expressed
4	LOC_Os04g56900	1238	null	protein anthranilate N-benzoyltransferase protein 1, putative, expressed
4	LOC_Os04g56670	1990	null	protein 40S ribosomal protein S4-like, putative, expressed
4	LOC_Os04g56646	15516	null	protein expressed protein
4	LOC_Os04g56620	18000	null	protein molybdopterin biosynthesis CNX1 protein, putative, expressed
4	LOC_Os04g56640	3696	null	protein cofactor required for Sp1 transcriptional activation subunit 9, putative, expressed
4	LOC_Os04g56450	17846	null	protein protein phosphatase 2C isoform epsilon, putative, expressed
4	LOC_Os04g56180	13780	null	protein peroxidase 16 precursor, putative, expressed
4	LOC_Os04g56400	834	null	protein glutamine synthetase, chloroplast precursor, putative, expressed
4	LOC_Os04g56160	14211	null	protein plasma membrane ATPase, putative, expressed
4	LOC_Os04g56230	16283	null	protein farnesyl pyrophosphate synthetase, putative, expressed
4	LOC_Os04g56320	19399	null	protein ribulose bisphosphate carboxylase/oxygenase activase, chloroplast precursor, putative, expressed
4	LOC_Os04g56400	834	null	protein glutamine synthetase, chloroplast precursor, putative, expressed
4	LOC_Os04g55920	14800	null	protein ZIM motif family protein, expressed
4	LOC_Os04g55800	2940	null	protein sulfate transporter 3.3, putative, expressed
4	LOC_Os04g55720	16267	null	protein D-3-phosphoglycerate dehydrogenase, chloroplast precursor, putative, expressed
4	LOC_Os04g55940	4405	null	protein vacuolar cation/proton exchanger 3, putative, expressed
4	LOC_Os04g55410	16384	null	protein glycerol kinase, putative, expressed
4	LOC_Os04g55710	19212	null	protein transposon protein, putative, unclassified, expressed
4	LOC_Os04g55650	15016	null	protein cysteine proteinase RD21a precursor, putative, expressed
4	LOC_Os04g55210	16882	null	protein chloride channel-like protein CLC-g, putative, expressed
4	LOC_Os04g55030	16256	null	protein cullin-4B, putative, expressed
4	LOC_Os04g54440	5674	null	protein RNA-binding protein AKIP1, putative, expressed
4	LOC_Os04g54280	16569	null	protein retrotransposon protein, putative, unclassified
4	LOC_Os04g54330	16826	null	protein N-terminal acetyltransferase complex ARD1 subunit homolog A, putative, expressed
4	LOC_Os04g54390	17949	null	protein nuclease PA3, putative, expressed
4	LOC_Os04g54360	4866	null	protein transferase, transferring glycosyl groups, putative, expressed
4	LOC_Os04g54430	1764	null	protein nucleolin, putative, expressed
4	LOC_Os04g54840	19233	null	protein NRPD2a, putative, expressed
4	LOC_Os04g54810	1801	null	protein beta-D-xylosidase, putative, expressed
4	LOC_Os04g54200	16316	null	protein diacylglycerol kinase, putative, expressed
4	LOC_Os04g57220	14398	null	protein ubiquitin-conjugating enzyme E2-17 kDa, putative, expressed
4	LOC_Os04g57200	1684	null	protein metal ion binding protein, putative, expressed
4	LOC_Os04g57300	17013	null	protein phosphatidylinositol 3- and 4-kinase family protein, expressed
4	LOC_Os04g58390	21359	null	protein allantoinase, putative, expressed
4	LOC_Os04g58200	14488	null	protein protochlorophyllide reductase A, chloroplast precursor, putative, expressed
4	LOC_Os04g58160	17512	null	protein fiber protein Fb34, putative, expressed
4	LOC_Os04g58110	15328	null	protein pyruvate kinase, cytosolic isozyme, putative, expressed
4	LOC_Os04g57790	3963	null	protein ubiquinone biosynthesis protein COQ4, putative, expressed
4	LOC_Os04g58564	2287	null	protein expressed protein
4	LOC_Os04g57590	1738	null	protein YLS5, putative, expressed
4	LOC_Os04g57520	16977	null	protein UBX domain-containing protein 7, putative, expressed
4	LOC_Os04g57680	5434	null	protein expressed protein
4	LOC_Os04g58600	20591	null	protein L-asparaginase 4 precursor, putative, expressed
4	LOC_Os04g58550	6860	null	protein acyl-CoA-binding domain-containing protein 6, putative, expressed
4	LOC_Os04g58850	1302	null	protein harpin inducing protein, putative, expressed
4	LOC_Os04g58880	18223	null	protein protein binding protein, putative, expressed
4	LOC_Os04g58860	1730	null	protein VAMP protein SEC22, putative, expressed
4	LOC_Os04g59040	15056	null	protein soluble inorganic pyrophosphatase, putative, expressed
4	LOC_Os04g59150	13826	null	protein peroxidase 12 precursor, putative, expressed
4	LOC_Os04g58580	1915	null	protein phosphomannomutase, putative, expressed
4	LOC_Os04g59330	15816	null	protein expressed protein
4	LOC_Os04g59010	451	null	protein F-box domain containing protein, expressed
4	LOC_Os04g59394	19216	null	protein TPR Domain containing protein, expressed
4	LOC_Os04g59450	15988	null	protein serine/threonine-protein kinase SAPK5, putative, expressed
4	LOC_Os04g59450	20178	null	protein serine/threonine-protein kinase SAPK5, putative, expressed
4	LOC_Os04g59494	17700	null	protein transportin-2, putative, expressed
4	LOC_Os04g59520	17805	null	protein phosphoribosylanthranilate transferase, putative, expressed
4	LOC_Os04g50960	20989	null	protein expressed protein
4	LOC_Os04g40930	5562	null	protein DNA-binding protein, putative, expressed
4	LOC_Os04g59260	14346	null	protein peroxidase 12 precursor, putative, expressed
4	LOC_Os04g33830	15244	null	protein 16kDa membrane protein, putative, expressed
4	LOC_Os04g33750	14405	null	protein 40S ribosomal protein S14, putative, expressed
4	LOC_Os04g58890	2801	null	protein expressed protein
4	LOC_Os04g52330	20406	null	protein expressed protein
4	LOC_Os04g52250	1389	null	protein 36.4 kDa proline-rich protein, putative, expressed
4	LOC_Os04g33220	16933	null	protein SAM domain family protein, expressed
4	LOC_Os04g55060	18463	null	protein 3-oxoacyl-synthase III, chloroplast precursor, putative, expressed
4	LOC_Os04g50864	3599	null	protein expressed protein
4	LOC_Os04g49690	6364	null	protein protein kinase, putative, expressed
4	LOC_Os04g08310	16023	null	protein expressed protein
4	LOC_Os04g23550	3630	null	protein DNA binding like, putative, expressed
4	LOC_Os04g20280	8430	null	protein PAS2, putative, expressed
4	LOC_Os04g41960	15352	null	protein NADP-dependent oxidoreductase P1, putative, expressed
4	LOC_Os04g29424	2989	null	protein retrotransposon protein, putative, LINE subclass, expressed
4	LOC_Os04g16680	15187	null	protein sedoheptulose-1,7-bisphosphatase, chloroplast precursor, putative, expressed
4	LOC_Os04g44470	1577	null	protein alpha-amylase/subtilisin inhibitor, putative, expressed
4	LOC_Os04g32330	2557	null	protein dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial precur
4	LOC_Os04g55730	18999	null	protein alpha-N-acetylglucosaminidase precursor, putative, expressed
4	LOC_Os04g46830	14974	null	protein cortical cell-delineating protein precursor, putative, expressed
4	LOC_Os04g51780	2563	null	protein expressed protein
4	LOC_Os04g53620	13737	null	protein polyubiquitin OUB2, putative, expressed
4	LOC_Os04g12970	20190	null	protein indole-3-acetate beta-glucosyltransferase, putative, expressed
4	LOC_Os04g28620	19814	null	protein male sterility protein 2, putative, expressed
4	LOC_Os04g10750	420	null	protein inorganic phosphate transporter 1-5, putative, expressed
4	LOC_Os04g10750	420	null	protein inorganic phosphate transporter 1-5, putative, expressed
4	LOC_Os04g02820	370	null	protein elongation factor 2, putative, expressed
4	LOC_Os04g55220	16685	null	protein lipid binding protein, putative, expressed
4	LOC_Os04g32950	14270	null	protein calnexin homolog precursor, putative, expressed
4	LOC_Os04g40410	16399	null	protein component of high affinity nitrate transporter, putative, expressed
4	LOC_Os04g43540	650	null	protein 60 ribosomal protein L14, putative, expressed
4	LOC_Os04g46450	4414	null	protein zinc finger, C3HC4 type family protein, expressed
4	LOC_Os04g06790	17884	null	protein cupin, RmlC-type, putative, expressed
4	LOC_Os04g32550	1998	null	protein defender against cell death 1, putative, expressed
4	LOC_Os04g56540	2580	null	protein expressed protein
4	LOC_Os04g59150	19853	null	protein peroxidase 12 precursor, putative, expressed
4	LOC_Os04g44950	20081	null	protein carbonyl reductase 1, putative, expressed
4	LOC_Os04g46620	15684	null	protein T-complex protein 1 subunit alpha, putative, expressed
4	LOC_Os04g46620	15684	null	protein T-complex protein 1 subunit alpha, putative, expressed
4	LOC_Os04g57060	36610	null	protein retrotransposon protein, putative, unclassified
4	LOC_Os04g31250	21108	null	protein expressed protein
4	LOC_Os04g38410	441	null	protein chlorophyll a-b binding protein CP24, chloroplast precursor, putative, expressed
4	LOC_Os04g33370	18226	null	protein cytochrome P450 77A2, putative, expressed
4	LOC_Os04g24478	14315	null	protein jasmonate-induced protein, putative
4	LOC_Os04g57440	15015	null	protein cysteine protease 1 precursor, putative, expressed
4	LOC_Os04g01710	15079	null	protein cysteine proteinase At4g11310 precursor, putative, expressed
4	LOC_Os04g43200	1233	null	protein caleosin 2, putative, expressed
4	LOC_Os04g56646	15516	null	protein expressed protein
4	LOC_Os04g54870	15871	null	protein RNA recognition motif containing protein, putative, expressed
4	LOC_Os04g01300	15961	null	protein transmembrane protein 115, putative, expressed
4	LOC_Os04g57200	1684	null	protein metal ion binding protein, putative, expressed
4	LOC_Os04g53230	429	null	protein aminomethyltransferase, mitochondrial precursor, putative, expressed
4	LOC_Os04g52130	2123	null	protein coproporphyrinogen III oxidase, chloroplast precursor, putative, expressed
4	LOC_Os04g50216	16462	null	protein gtk16 protein, putative, expressed
4	LOC_Os04g59330	15816	null	protein expressed protein
4	LOC_Os04g57400	16342	null	protein methylthioribose kinase, putative, expressed
4	LOC_Os04g55040	1928	null	protein vacuolar ATP synthase subunit D 1, putative, expressed
4	LOC_Os04g52400	965	null	protein peroxisomal 2,4-dienoyl-CoA reductase, putative, expressed
4	LOC_Os04g38600	427	null	protein glyceraldehyde-3-phosphate dehydrogenase A, chloroplast precursor, putative, expressed
4	LOC_Os04g53620	13834	null	protein polyubiquitin OUB2, putative, expressed
4	LOC_Os04g50710	18998	null	protein pathogenesis-related 10 protein PR10-1, putative
4	LOC_Os04g42910	18440	null	protein expressed protein
4	LOC_Os04g36850	5744	null	protein expressed protein
4	LOC_Os04g38870	14385	null	protein 14-3-3-like protein GF14-6, putative, expressed
4	LOC_Os04g31340	2195	null	protein AKIN gamma, putative, expressed
4	LOC_Os04g51150	6024	null	protein transposon protein, putative, unclassified, expressed
4	LOC_Os04g42470	1989	null	protein regulatory subunit, putative, expressed
4	LOC_Os04g30210	3155	null	protein ubiquitin-protein ligase, putative, expressed
4	LOC_Os04g50110	3631	null	protein plastid-specific 30S ribosomal protein 2, chloroplast precursor, putative, expressed
4	LOC_Os04g44510	19477	null	protein FIP1, putative, expressed
4	LOC_Os04g58180	19202	null	protein signal transducer, putative, expressed
4	LOC_Os04g09530	21107	null	protein pentatricopeptide repeat protein PPR986-12, putative, expressed
4	LOC_Os04g12980	6724	null	protein indole-3-acetate beta-glucosyltransferase, putative, expressed
4	LOC_Os04g58350	20945	null	protein TFIIH basal transcription factor complex p52 subunit, putative, expressed
4	LOC_Os04g49690	6364	null	protein protein kinase, putative, expressed
4	LOC_Os04g49530	22384	null	protein expressed protein
4	LOC_Os04g57950	7974	null	protein dihydroorotate dehydrogenase, mitochondrial precursor, putative, expressed
4	LOC_Os04g24478	14315	null	protein jasmonate-induced protein, putative
4	LOC_Os04g56180	13780	null	protein peroxidase 16 precursor, putative, expressed
4	LOC_Os04g01710	15079	null	protein cysteine proteinase At4g11310 precursor, putative, expressed
4	LOC_Os04g53440	15220	null	protein RNA Binding Protein 45, putative, expressed
4	LOC_Os04g46620	15684	null	protein T-complex protein 1 subunit alpha, putative, expressed
4	LOC_Os04g15840	1072	null	protein alpha-expansin 1 precursor, putative, expressed
4	LOC_Os04g55850	1100	null	protein nuclease PA3, putative, expressed
4	LOC_Os04g51390	1464	null	protein apospory-associated protein C, putative, expressed
4	LOC_Os04g43170	1918	null	protein caleosin 1, putative, expressed
4	LOC_Os04g55960	1750	null	protein NADPH--cytochrome P450 reductase, putative, expressed
4	LOC_Os04g40990	3762	null	protein malate synthase, glyoxysomal, putative, expressed
4	LOC_Os04g34100	1588	null	protein expressed protein
4	LOC_Os04g40660	1883	null	protein topoisomerase-like protein, putative, expressed
4	LOC_Os04g42600	14588	null	protein polyadenylate-binding protein 2, putative, expressed
4	LOC_Os04g45720	15014	null	protein aldehyde dehydrogenase 3B1, putative, expressed
4	LOC_Os04g02670	2206	null	protein expressed protein
4	LOC_Os04g50216	16462	null	protein gtk16 protein, putative, expressed
4	LOC_Os04g38540	1720	null	protein aldose 1-epimerase, putative, expressed
4	LOC_Os04g57320	2436	null	protein immutans protein, putative, expressed
4	LOC_Os04g58250	1860	null	protein ATP binding protein, putative, expressed
4	LOC_Os04g01250	2777	null	protein glutamyl-tRNA, putative, expressed
4	LOC_Os04g40910	17099	null	protein F-box domain containing protein, expressed
4	LOC_Os04g56590	17242	null	protein ATP/GTP binding protein, putative, expressed
4	LOC_Os04g32920	15780	null	protein potassium transporter 1, putative, expressed
4	LOC_Os04g47250	2780	null	protein cytochrome P450 86A2, putative, expressed
4	LOC_Os04g30210	3155	null	protein ubiquitin-protein ligase, putative, expressed
4	LOC_Os04g41040	2451	null	protein DNA-directed RNA polymerases II 24 kDa polypeptide, putative, expressed
4	LOC_Os04g54630	17515	null	protein SEP2, putative, expressed
4	LOC_Os04g46960	18939	null	protein phospholipid hydroperoxide glutathione peroxidase, putative, expressed
4	LOC_Os04g58900	17269	null	protein expressed protein
4	LOC_Os04g35840	3061	null	protein T-complex protein 11 containing protein, expressed
4	LOC_Os04g40950	49	null	protein glyceraldehyde-3-phosphate dehydrogenase, cytosolic 3, putative, expressed
4	LOC_Os04g43040	3407	null	protein expressed protein
4	LOC_Os04g41580	14736	null	protein expressed protein
4	LOC_Os04g55930	3242	null	protein expressed protein
4	LOC_Os04g42140	15746	null	protein eukaryotic initiation factor iso-4F subunit p82-34, putative, expressed
4	LOC_Os04g23550	3630	null	protein DNA binding like, putative, expressed
4	LOC_Os04g34930	17968	null	protein COP9 signalosome complex subunit 8, putative, expressed
4	LOC_Os04g57720	17959	null	protein OsRR6 - Rice type-A response regulator, expressed
4	LOC_Os04g57310	18359	null	protein PBng143, putative, expressed
4	LOC_Os04g28180	14504	null	protein 40S ribosomal protein S8, putative, expressed
4	LOC_Os04g53620	13834	null	protein polyubiquitin OUB2, putative, expressed
4	LOC_Os04g59590	18563	null	protein ankyrin-like protein, putative, expressed
4	LOC_Os04g55510	4379	null	protein zinc finger, C3HC4 type family protein, expressed
4	LOC_Os04g12580	4171	null	protein receptor-like protein kinase, putative
4	LOC_Os04g58910	19020	null	protein receptor protein kinase TMK1 precursor, putative, expressed
4	LOC_Os04g48520	20510	null	protein expressed protein
4	LOC_Os04g58090	6033	null	protein NHL25, putative, expressed
4	LOC_Os04g39150	786	null	protein major latex protein 22, putative, expressed
4	LOC_Os04g02910	1247	null	protein CP5, putative, expressed
4	LOC_Os04g38390	1126	null	protein wound/stress protein, putative, expressed
4	LOC_Os04g32030	1025	null	protein ATFP3, putative, expressed
4	LOC_Os04g38330	16120	null	protein lipoic acid synthetase, mitochondrial precursor, putative, expressed
4	LOC_Os04g56070	17037	null	protein COP9 signalosome complex subunit 5b, putative, expressed
4	LOC_Os04g38026	17252	null	protein sugar transport protein 5, putative, expressed
4	LOC_Os04g19740	19286	null	protein transketolase, chloroplast precursor, putative, expressed
4	LOC_Os04g09390	18981	null	protein lectin precursor, putative, expressed
4	LOC_Os04g43670	4609	null	protein expressed protein
4	LOC_Os04g30490	19928	null	protein transparent testa 12 protein, putative, expressed
4	LOC_Os04g02050	14392	null	protein bifunctional 3-phosphoadenosine 5-phosphosulfate synthetase 2, putative, expressed
4	LOC_Os04g54940	20553	null	protein ATEB1A, putative, expressed
4	LOC_Os04g58710	5423	null	protein peroxisomal-coenzyme A synthetase, putative, expressed
4	LOC_Os04g44340	10493	null	protein expressed protein
4	LOC_Os04g53680	10246	null	protein cyclin-dependent protein kinase, putative, expressed
4	LOC_Os04g42340	21569	null	protein expressed protein
4	LOC_Os04g31070	15523	null	protein acyl-desaturase, chloroplast precursor, putative, expressed
4	LOC_Os04g24180	16022	null	protein heat shock protein binding protein, putative, expressed
4	LOC_Os04g24460	15174	null	protein phytase, putative
4	LOC_Os04g58620	17168	null	protein KEA1, putative, expressed
4	LOC_Os04g33940	18700	null	protein expressed protein
4	LOC_Os04g43360	1456	null	protein beta-glucosidase, chloroplast precursor, putative, expressed
4	LOC_Os04g33310	386	null	protein expressed protein
4	LOC_Os04g58470	4794	null	protein expressed protein
4	LOC_Os04g43650	19909	null	protein L-allo-threonine aldolase, putative, expressed
4	LOC_Os04g59060	19148	null	protein dnaJ domain containing protein, expressed
4	LOC_Os04g57750	20492	null	protein early nodulin-like protein 1 precursor, putative, expressed
4	LOC_Os04g56400	834	null	protein glutamine synthetase, chloroplast precursor, putative, expressed
4	LOC_Os04g51480	16758	null	protein expressed protein
4	LOC_Os04g50960	20989	null	protein expressed protein
4	LOC_Os04g42930	1144	null	protein OsGrx_C2.2 - glutaredoxin subgroup I, expressed
4	LOC_Os04g55159	14764	null	protein expressed protein
4	LOC_Os04g51270	15203	null	protein vacuolar ATP synthase subunit G, putative, expressed
4	LOC_Os04g26910	15540	null	protein auxin-induced protein PCNT115, putative, expressed
4	LOC_Os04g57540	16020	null	protein adenylate kinase, chloroplast precursor, putative, expressed
4	LOC_Os04g36859	1632	null	protein signal peptidase complex subunit 2, putative, expressed
4	LOC_Os04g52960	16922	null	protein nucleolin, putative, expressed
4	LOC_Os04g51520	19553	null	protein xyloglucan endotransglycosylase/hydrolase protein 8 precursor, putative, expressed
4	LOC_Os04g32050	19612	null	protein transposon protein, putative, unclassified, expressed
4	LOC_Os04g37904	2186	null	protein protein phosphatase 2C isoform epsilon, putative, expressed
4	LOC_Os04g44790	2301	null	protein conserved hypothetical protein
4	LOC_Os04g52370	2312	null	protein UDP-N-acetylglucosamine pyrophosphorylase, putative, expressed
4	LOC_Os04g51300	3145	null	protein L-ascorbate peroxidase, chloroplast precursor, putative, expressed
4	LOC_Os04g54500	5437	null	protein 3-5 exonuclease/ DNA binding protein, putative, expressed
4	LOC_Os04g57480	6258	null	protein OTU domain-containing protein 3, putative, expressed
4	LOC_Os04g55640	7692	null	protein plant-specific domain TIGR01627 family protein, expressed
5	LOC_Os05g01020	23204	null	protein paired amphipathic helix repeat family protein, expressed
5	LOC_Os05g01020	4527	null	protein paired amphipathic helix repeat family protein, expressed
5	LOC_Os05g01310	5087	null	protein ankyrin-1, putative, expressed
5	LOC_Os05g01300	16353	null	protein CHCH domain containing protein, expressed
5	LOC_Os05g01270	1696	null	protein peptidyl-prolyl cis-trans isomerase, chloroplast precursor, putative, expressed
5	LOC_Os05g01240	16734	null	protein AML6, putative, expressed
5	LOC_Os05g01470	15664	null	protein methionine S-methyltransferase, putative, expressed
5	LOC_Os05g01530	15699	null	protein expressed protein
5	LOC_Os05g01490	14915	null	protein GTP-binding protein YPTM1, putative, expressed
5	LOC_Os05g01600	14172	null	protein actin-97, putative, expressed
5	LOC_Os05g01600	14172	null	protein actin-97, putative, expressed
5	LOC_Os05g01700	18735	null	protein PXA1, putative, expressed
5	LOC_Os05g51630	7605	null	protein HYP1, putative, expressed
5	LOC_Os05g01970	17234	null	protein NAD-dependent epimerase/dehydratase, putative, expressed
5	LOC_Os05g01810	16668	null	protein xylem cysteine proteinase 2 precursor, putative, expressed
5	LOC_Os05g51630	7605	null	protein HYP1, putative, expressed
5	LOC_Os05g01970	17234	null	protein NAD-dependent epimerase/dehydratase, putative, expressed
5	LOC_Os05g01970	17234	null	protein NAD-dependent epimerase/dehydratase, putative, expressed
5	LOC_Os05g02130	2554	null	protein ankyrin repeat domain-containing protein 28, putative, expressed
5	LOC_Os05g02060	14245	null	protein amino acid selective channel protein, putative, expressed
5	LOC_Os05g02260	17344	null	protein expressed protein
5	LOC_Os05g02250	2010	null	protein expressed protein
5	LOC_Os05g02250	2010	null	protein expressed protein
5	LOC_Os05g02400	20838	null	protein RNA binding protein, putative, expressed
5	LOC_Os05g02390	30825	null	protein ZFP16-1, putative, expressed
5	LOC_Os05g02650	1986	null	protein expressed protein
5	LOC_Os05g02530	860	null	protein chloride intracellular channel 6, putative, expressed
5	LOC_Os05g02420	17397	null	protein expressed protein
5	LOC_Os05g02820	17207	null	protein expressed protein
5	LOC_Os05g02780	455	null	protein glycine-rich protein A3, putative, expressed
5	LOC_Os05g03040	17276	null	protein floral homeotic protein APETALA2, putative, expressed
5	LOC_Os05g03190	2984	null	protein IQD1, putative, expressed
5	LOC_Os05g03610	6967	null	protein phospholipase C, putative, expressed
5	LOC_Os05g03550	17863	null	protein myb-like DNA-binding domain containing protein, expressed
5	LOC_Os05g05700	15353	null	protein cullin-1, putative, expressed
5	LOC_Os05g04700	1119	null	protein hydrophobic protein LTI6B, putative, expressed
5	LOC_Os05g04630	15366	null	protein retrotransposon protein, putative, SINE subclass, expressed
5	LOC_Os05g04850	16244	null	protein RNA-binding protein 8A, putative, expressed
5	LOC_Os05g05160	17174	null	protein extracellular signal-regulated kinase 1, putative, expressed
5	LOC_Os05g04960	5390	null	protein glycerolphosphate mutase, putative, expressed
5	LOC_Os05g05480	19180	null	protein protease Do-like 2, chloroplast precursor, putative, expressed
5	LOC_Os05g05680	574	null	protein 1-aminocyclopropane-1-carboxylate oxidase, putative, expressed
5	LOC_Os05g06430	15052	null	protein OsPDIL2-1 - Oryza sativa protein disulfide isomerase, expressed
5	LOC_Os05g06270	1826	null	protein VIP2 protein, putative, expressed
5	LOC_Os05g07680	3046	null	protein CENP-E like kinetochore protein, putative, expressed
5	LOC_Os05g05590	8281	null	protein sodium/hydrogen exchanger 2, putative, expressed
5	LOC_Os05g07090	1312	null	protein glutaryl-CoA dehydrogenase, mitochondrial precursor, putative, expressed
