Brach chrom	Brach gene	Start	aliases	annotation
2	Bradi2g30470	30131061	none	none
2	Bradi2g30480	30137533	none	none
2	Bradi2g30490	30152224	none	none
2	Bradi2g30500	30163186	none	none
2	Bradi2g30510	30166029	none	none
2	Bradi2g30520	30179195	none	none
2	Bradi2g30530	30210287	none	none
2	Bradi2g30540	30212782	none	none
2	Bradi2g30550	30218009	none	none
2	Bradi2g30560	30223015	none	none
2	Bradi2g30570	30230154	none	none
2	Bradi2g30580	30235286	none	none
2	Bradi2g30590	30241388	none	none
2	Bradi2g30790	30385271	none	none
2	Bradi2g30800	30398035	none	none
2	Bradi2g30810	30431290	none	none
2	Bradi2g30820	30499748	none	none
2	Bradi2g30830	30528684	none	none
2	Bradi2g30840	30537570	none	none
2	Bradi2g30850	30554783	none	none
2	Bradi2g31050	30769329	none	none
2	Bradi2g31060	30772454	none	none
2	Bradi2g31070	30780277	none	none
2	Bradi2g31080	30829078	none	none
2	Bradi2g31090	30840176	none	none
2	Bradi2g31100	30844205	none	none
2	Bradi2g31110	30872779	none	none
2	Bradi2g31120	30934679	none	none
2	Bradi2g31130	30946116	none	none
2	Bradi2g31140	30958841	none	none
2	Bradi2g31150	30968028	none	none
2	Bradi2g31160	30972027	none	none
2	Bradi2g31170	30987360	none	none
2	Bradi2g31180	30994306	none	none
2	Bradi2g31190	30999772	none	none
2	Bradi2g31200	31007397	none	none
2	Bradi2g31210	31023454	none	none
2	Bradi2g31220	31039825	none	none
2	Bradi2g31230	31046594	none	none
2	Bradi2g31240	31051150	none	none
2	Bradi2g31250	31078334	none	none
2	Bradi2g31260	31088817	none	none
2	Bradi2g31270	31094502	none	none
2	Bradi2g31280	31107938	none	none
2	Bradi2g31480	31231591	none	none
2	Bradi2g31490	31238510	none	none
2	Bradi2g31500	31264657	none	none
2	Bradi2g31510	31266407	none	none
2	Bradi2g31520	31278174	none	none
2	Bradi2g31530	31285526	none	none
2	Bradi2g31540	31353205	none	none
2	Bradi2g31550	31357255	none	none
2	Bradi2g31560	31366645	none	none
2	Bradi2g31570	31377190	none	none
2	Bradi2g31580	31389959	none	none
2	Bradi2g31590	31398499	none	none
2	Bradi2g31600	31405321	none	none
2	Bradi2g31610	31479730	none	none
2	Bradi2g31620	31506381	none	none
2	Bradi2g31630	31519257	none	none
2	Bradi2g31640	31551673	none	none
2	Bradi2g31650	31588166	none	none
2	Bradi2g31660	31590389	none	none
2	Bradi2g31670	31597594	none	none
2	Bradi2g31680	31601187	none	none
2	Bradi2g31690	31604263	none	none
2	Bradi2g31700	31621817	none	none
2	Bradi2g31710	31623637	none	none
2	Bradi2g31720	31639027	none	none
2	Bradi2g31730	31661798	none	none
2	Bradi2g31740	31676842	none	none
2	Bradi2g31750	31687388	none	none
2	Bradi2g31760	31689077	none	none
2	Bradi2g31770	31693496	none	none
2	Bradi2g31780	31702407	none	none
2	Bradi2g31790	31706180	none	none
2	Bradi2g31800	31723708	none	none
2	Bradi2g31810	31749059	none	none
2	Bradi2g31820	31758009	none	none
2	Bradi2g31830	31771118	none	none
2	Bradi2g31840	31808792	none	none
2	Bradi2g31850	31814789	none	none
2	Bradi2g31860	31819279	none	none
2	Bradi2g31870	31847634	none	none
2	Bradi2g31880	31858504	none	none
2	Bradi2g31890	31861189	none	none
2	Bradi2g31900	31876724	none	none
2	Bradi2g31910	31948970	none	none
2	Bradi2g31920	31964638	none	none
2	Bradi2g31930	31970788	none	none
2	Bradi2g31940	31975138	none	none
2	Bradi2g31950	31984133	none	none
2	Bradi2g31960	32019437	none	none
2	Bradi2g31970	32036307	none	none
2	Bradi2g31980	32044076	none	none
2	Bradi2g31990	32061410	none	none
2	Bradi2g32190	32176954	none	none
2	Bradi2g32200	32199496	none	none
2	Bradi2g32210	32208409	none	none
2	Bradi2g32220	32217926	none	none
2	Bradi2g32230	32251125	none	none
2	Bradi2g32240	32257719	none	none
2	Bradi2g32250	32264242	none	none
2	Bradi2g32260	32268081	none	none
2	Bradi2g32270	32283853	none	none
2	Bradi2g32280	32290273	none	none
2	Bradi2g32290	32294910	none	none
2	Bradi2g32300	32298815	none	none
2	Bradi2g32310	32306808	none	none
2	Bradi2g32510	32433315	none	none
2	Bradi2g32520	32449479	none	none
2	Bradi2g32530	32460313	none	none
2	Bradi2g32540	32466959	none	none
2	Bradi2g32550	32482811	none	none
2	Bradi2g32560	32488515	none	none
2	Bradi2g32570	32490888	none	none
2	Bradi2g32580	32497996	none	none
2	Bradi2g32590	32509454	none	none
2	Bradi2g32600	32517190	none	none
2	Bradi2g32610	32545714	none	none
2	Bradi2g32620	32568107	none	none
2	Bradi2g32630	32573153	none	none
2	Bradi2g32640	32575188	none	none
2	Bradi2g32650	32578907	none	none
2	Bradi2g32660	32584185	none	none
2	Bradi2g32670	32597923	none	none
2	Bradi2g32870	32789460	none	none
2	Bradi2g32880	32808005	none	none
2	Bradi2g32890	32815347	none	none
2	Bradi2g32900	32830551	none	none
2	Bradi2g32910	32919118	none	none
2	Bradi2g32920	32926896	none	none
2	Bradi2g32930	32929590	none	none
2	Bradi2g32940	32936982	none	none
2	Bradi2g32950	32979742	none	none
2	Bradi2g32960	32996975	none	none
2	Bradi2g32970	33026333	none	none
2	Bradi2g32980	33027627	none	none
2	Bradi2g32990	33029517	none	none
2	Bradi2g33000	33056013	none	none
2	Bradi2g33010	33062980	none	none
2	Bradi2g33020	33066835	none	none
2	Bradi2g33030	33073330	none	none
2	Bradi2g33040	33081049	none	none
2	Bradi2g33050	33088634	none	none
2	Bradi2g33060	33102304	none	none
2	Bradi2g33070	33113486	none	none
2	Bradi2g33080	33120796	none	none
2	Bradi2g33090	33124438	none	none
2	Bradi2g33100	33146639	none	none
2	Bradi2g33110	33155093	none	none
2	Bradi2g33120	33159568	none	none
2	Bradi2g33130	33174124	none	none
2	Bradi2g33140	33176747	none	none
2	Bradi2g33150	33184731	none	none
2	Bradi2g33160	33189713	none	none
2	Bradi2g33170	33202557	none	none
2	Bradi2g33180	33204633	none	none
2	Bradi2g33190	33214129	none	none
2	Bradi2g33200	33234640	none	none
2	Bradi2g33210	33245338	none	none
2	Bradi2g33220	33257698	none	none
2	Bradi2g33230	33262390	none	none
2	Bradi2g33240	33280110	none	none
2	Bradi2g33250	33289208	none	none
2	Bradi2g33260	33298447	none	none
2	Bradi2g33270	33321429	none	none
2	Bradi2g33280	33350098	none	none
2	Bradi2g33290	33354043	none	none
2	Bradi2g33300	33378964	none	none
2	Bradi2g33310	33386469	none	none
2	Bradi2g33320	33395837	none	none
2	Bradi2g33330	33407691	none	none
2	Bradi2g33340	33415938	none	none
2	Bradi2g33350	33435589	none	none
2	Bradi2g33360	33441003	none	none
2	Bradi2g33370	33452121	none	none
2	Bradi2g33380	33496065	none	none
2	Bradi2g33390	33499901	none	none
2	Bradi2g33400	33507025	none	none
2	Bradi2g33410	33508623	none	none
2	Bradi2g33420	33514605	none	none
2	Bradi2g33430	33520193	none	none
2	Bradi2g33440	33551824	none	none
2	Bradi2g33450	33567029	none	none
2	Bradi2g33460	33595525	none	none
2	Bradi2g33470	33598204	none	none
2	Bradi2g33480	33612164	none	none
2	Bradi2g33490	33618080	none	none
2	Bradi2g33500	33639059	none	none
2	Bradi2g33510	33641433	none	none
2	Bradi2g33520	33657523	none	none
2	Bradi2g33530	33664238	none	none
2	Bradi2g33540	33674703	none	none
2	Bradi2g33550	33684719	none	none
2	Bradi2g33560	33691729	none	none
2	Bradi2g33570	33701078	none	none
2	Bradi2g33580	33713029	none	none
2	Bradi2g33590	33721629	none	none
2	Bradi2g33600	33731472	none	none
2	Bradi2g33610	33738937	none	none
2	Bradi2g33620	33741326	none	none
2	Bradi2g33630	33746667	none	none
2	Bradi2g33640	33747983	none	none
2	Bradi2g33650	33783577	none	none
2	Bradi2g33660	33794715	none	none
2	Bradi2g33670	33802831	none	none
2	Bradi2g33680	33806778	none	none
2	Bradi2g33690	33831460	none	none
2	Bradi2g33700	33837890	none	none
2	Bradi2g33900	33959848	none	none
2	Bradi2g33910	33978583	none	none
2	Bradi2g33920	33983165	none	none
2	Bradi2g33930	33996254	none	none
2	Bradi2g33940	34004992	none	none
2	Bradi2g33950	34013586	none	none
2	Bradi2g33960	34015770	none	none
2	Bradi2g33970	34022809	none	none
2	Bradi2g33980	34057152	none	none
2	Bradi2g33990	34081610	none	none
2	Bradi2g34000	34100569	none	none
2	Bradi2g34010	34106100	none	none
2	Bradi2g34020	34111716	none	none
2	Bradi2g34030	34123829	none	none
2	Bradi2g34040	34131471	none	none
2	Bradi2g34050	34137206	none	none
2	Bradi2g34060	34146143	none	none
2	Bradi2g34070	34148131	none	none
2	Bradi2g34080	34150176	none	none
2	Bradi2g34090	34156834	none	none
2	Bradi2g34100	34168447	none	none
2	Bradi2g34110	34177403	none	none
2	Bradi2g34120	34188680	none	none
2	Bradi2g34130	34192402	none	none
2	Bradi2g34140	34196228	none	none
2	Bradi2g34150	34200775	none	none
2	Bradi2g34160	34228161	none	none
2	Bradi2g34170	34240896	none	none
2	Bradi2g34180	34245314	none	none
2	Bradi2g34190	34247873	none	none
2	Bradi2g34200	34252305	none	none
2	Bradi2g34210	34257211	none	none
2	Bradi2g34220	34273936	none	none
2	Bradi2g34230	34283205	none	none
2	Bradi2g34240	34291546	none	none
2	Bradi2g34250	34300973	none	none
2	Bradi2g34260	34320393	none	none
2	Bradi2g34270	34321649	none	none
2	Bradi2g34280	34327810	none	none
2	Bradi2g34290	34333862	none	none
2	Bradi2g34300	34338960	none	none
2	Bradi2g34310	34344772	none	none
2	Bradi2g34320	34348494	none	none
2	Bradi2g34330	34383843	none	none
2	Bradi2g34340	34408972	none	none
2	Bradi2g34350	34423940	none	none
2	Bradi2g34360	34432880	none	none
2	Bradi2g34370	34438875	none	none
2	Bradi2g34380	34460179	none	none
2	Bradi2g34390	34465221	none	none
2	Bradi2g34400	34480480	none	none
2	Bradi2g34410	34508255	none	none
2	Bradi2g34420	34511216	none	none
2	Bradi2g34430	34513457	none	none
2	Bradi2g34440	34517662	none	none
2	Bradi2g34450	34534332	none	none
2	Bradi2g34460	34540148	none	none
2	Bradi2g34470	34548901	none	none
2	Bradi2g34480	34552551	none	none
2	Bradi2g34490	34557045	none	none
2	Bradi2g34500	34561306	none	none
2	Bradi2g34510	34576514	none	none
2	Bradi2g34520	34586832	none	none
2	Bradi2g34530	34590347	none	none
2	Bradi2g34540	34614051	none	none
2	Bradi2g34550	34624035	none	none
2	Bradi2g34560	34639591	none	none
2	Bradi2g34570	34654190	none	none
2	Bradi2g34580	34655787	none	none
2	Bradi2g34590	34670905	none	none
2	Bradi2g34600	34676616	none	none
2	Bradi2g34610	34680904	none	none
2	Bradi2g34620	34686334	none	none
2	Bradi2g34630	34692565	none	none
2	Bradi2g34640	34702641	none	none
2	Bradi2g34650	34711461	none	none
2	Bradi2g34660	34715013	none	none
2	Bradi2g34670	34765664	none	none
2	Bradi2g34680	34766958	none	none
2	Bradi2g34690	34779023	none	none
2	Bradi2g34700	34781952	none	none
2	Bradi2g34710	34788114	none	none
2	Bradi2g34720	34800023	none	none
2	Bradi2g34730	34813721	none	none
2	Bradi2g34740	34816486	none	none
2	Bradi2g34750	34822791	none	none
2	Bradi2g34760	34824127	none	none
2	Bradi2g34770	34832317	none	none
2	Bradi2g34780	34839717	none	none
2	Bradi2g34790	34860972	none	none
2	Bradi2g34800	34866562	none	none
2	Bradi2g34810	34871211	none	none
2	Bradi2g34820	34877935	none	none
2	Bradi2g34830	34898794	none	none
2	Bradi2g34840	34913024	none	none
2	Bradi2g34850	34930397	none	none
2	Bradi2g34860	34934325	none	none
2	Bradi2g34870	34944805	none	none
2	Bradi2g34880	34949447	none	none
2	Bradi2g34890	34958500	none	none
2	Bradi2g34900	34961008	none	none
2	Bradi2g34910	34971915	none	none
2	Bradi2g34920	34976668	none	none
2	Bradi2g34930	34982656	none	none
2	Bradi2g34940	35002521	none	none
2	Bradi2g34950	35010361	none	none
2	Bradi2g34960	35015637	none	none
2	Bradi2g34970	35023313	none	none
2	Bradi2g34980	35031978	none	none
2	Bradi2g34990	35062561	none	none
2	Bradi2g35000	35076621	none	none
2	Bradi2g35010	35108834	none	none
2	Bradi2g35020	35172148	none	none
2	Bradi2g35030	35175962	none	none
2	Bradi2g35040	35179069	none	none
2	Bradi2g35050	35185369	none	none
2	Bradi2g35060	35197187	none	none
2	Bradi2g35070	35198153	none	none
2	Bradi2g35080	35204202	none	none
2	Bradi2g35090	35209187	none	none
2	Bradi2g35100	35213116	none	none
2	Bradi2g35110	35215666	none	none
2	Bradi2g35120	35218364	none	none
2	Bradi2g35130	35224998	none	none
2	Bradi2g35140	35255658	none	none
2	Bradi2g35150	35260167	none	none
2	Bradi2g35160	35269214	none	none
2	Bradi2g35170	35271183	none	none
2	Bradi2g35180	35291194	none	none
2	Bradi2g35190	35305811	none	none
2	Bradi2g35200	35320284	none	none
2	Bradi2g35210	35370488	none	none
2	Bradi2g35220	35372528	none	none
2	Bradi2g35420	35654301	none	none
2	Bradi2g35430	35692588	none	none
2	Bradi2g35440	35715847	none	none
2	Bradi2g35450	35726491	none	none
2	Bradi2g35460	35765503	none	none
2	Bradi2g35470	35795374	none	none
2	Bradi2g35480	35803574	none	none
2	Bradi2g35490	35817908	none	none
2	Bradi2g35500	35850461	none	none
2	Bradi2g35510	35851633	none	none
2	Bradi2g35520	35859243	none	none
2	Bradi2g35530	35870601	none	none
2	Bradi2g35540	35887578	none	none
2	Bradi2g35550	35893670	none	none
2	Bradi2g35560	35897142	none	none
2	Bradi2g35570	35908528	none	none
2	Bradi2g35580	35924103	none	none
2	Bradi2g35590	35928990	none	none
2	Bradi2g35600	35936723	none	none
2	Bradi2g35610	35939532	none	none
2	Bradi2g35620	35943442	none	none
2	Bradi2g35630	35956960	none	none
2	Bradi2g35640	35964670	none	none
2	Bradi2g35650	36007775	none	none
2	Bradi2g35660	36063078	none	none
2	Bradi2g35670	36071891	none	none
2	Bradi2g35680	36075146	none	none
2	Bradi2g35690	36079171	none	none
2	Bradi2g35700	36086433	none	none
2	Bradi2g35710	36104672	none	none
2	Bradi2g35720	36119831	none	none
2	Bradi2g35730	36160254	none	none
2	Bradi2g35740	36164784	none	none
2	Bradi2g35750	36184898	none	none
2	Bradi2g35760	36190916	none	none
2	Bradi2g35770	36197802	none	none
2	Bradi2g35780	36210965	none	none
2	Bradi2g35790	36216967	none	none
2	Bradi2g35800	36219280	none	none
2	Bradi2g35810	36242217	none	none
2	Bradi2g35820	36251543	none	none
2	Bradi2g35830	36260263	none	none
2	Bradi2g35840	36267204	none	none
2	Bradi2g35850	36272208	none	none
2	Bradi2g35860	36278818	none	none
2	Bradi2g35870	36282374	none	none
2	Bradi2g35880	36290140	none	none
2	Bradi2g35890	36295967	none	none
2	Bradi2g35900	36297281	none	none
2	Bradi2g35910	36300667	none	none
2	Bradi2g35920	36308119	none	none
2	Bradi2g35930	36311286	none	none
2	Bradi2g35940	36314507	none	none
2	Bradi2g35950	36328797	none	none
2	Bradi2g35960	36331755	none	none
2	Bradi2g35970	36334420	none	none
2	Bradi2g35980	36344316	none	none
2	Bradi2g35990	36346267	none	none
2	Bradi2g36000	36353130	none	none
2	Bradi2g36010	36362057	none	none
2	Bradi2g36020	36375741	none	none
2	Bradi2g36030	36379631	none	none
2	Bradi2g36040	36408444	none	none
2	Bradi2g36050	36421174	none	none
2	Bradi2g36060	36441519	none	none
2	Bradi2g36070	36451830	none	none
2	Bradi2g36080	36460663	none	none
2	Bradi2g36090	36466037	none	none
2	Bradi2g36100	36487775	none	none
2	Bradi2g36110	36490780	none	none
2	Bradi2g36120	36493228	none	none
2	Bradi2g36130	36495621	none	none
2	Bradi2g36140	36567391	none	none
2	Bradi2g36150	36573551	none	none
2	Bradi2g36160	36579058	none	none
2	Bradi2g36170	36609649	none	none
2	Bradi2g36180	36611574	none	none
2	Bradi2g36190	36621585	none	none
2	Bradi2g36200	36630913	none	none
2	Bradi2g36210	36633740	none	none
2	Bradi2g36220	36641135	none	none
2	Bradi2g36230	36645895	none	none
2	Bradi2g36240	36655593	none	none
2	Bradi2g36250	36666216	none	none
2	Bradi2g36260	36669010	none	none
2	Bradi2g36270	36671832	none	none
2	Bradi2g36280	36673984	none	none
2	Bradi2g36290	36676804	none	none
2	Bradi2g36300	36678939	none	none
2	Bradi2g36310	36681070	none	none
2	Bradi2g36320	36683253	none	none
2	Bradi2g36330	36689278	none	none
2	Bradi2g36340	36696633	none	none
2	Bradi2g36350	36700743	none	none
2	Bradi2g36360	36706129	none	none
2	Bradi2g36370	36714044	none	none
2	Bradi2g36380	36726740	none	none
2	Bradi2g36390	36738388	none	none
2	Bradi2g36400	36739916	none	none
2	Bradi2g36410	36740801	none	none
2	Bradi2g36420	36748937	none	none
2	Bradi2g36430	36754958	none	none
2	Bradi2g36440	36768914	none	none
2	Bradi2g36450	36770447	none	none
2	Bradi2g36460	36779953	none	none
2	Bradi2g36470	36786589	none	none
2	Bradi2g36480	36801817	none	none
2	Bradi2g36490	36805681	none	none
2	Bradi2g36500	36819437	none	none
2	Bradi2g36510	36824940	none	none
2	Bradi2g36520	36842791	none	none
2	Bradi2g36530	36858203	none	none
2	Bradi2g36540	36865807	none	none
2	Bradi2g36550	36867150	none	none
2	Bradi2g36560	36876986	none	none
2	Bradi2g36570	36893241	none	none
2	Bradi2g36580	36899530	none	none
2	Bradi2g36590	36910024	none	none
2	Bradi2g36600	36928521	none	none
2	Bradi2g36610	36937123	none	none
2	Bradi2g36620	36946548	none	none
2	Bradi2g36630	36953467	none	none
2	Bradi2g36640	36960295	none	none
2	Bradi2g36650	36970047	none	none
2	Bradi2g36660	36978274	none	none
2	Bradi2g36670	36983887	none	none
2	Bradi2g36680	37019706	none	none
2	Bradi2g36690	37022137	none	none
2	Bradi2g36700	37024077	none	none
2	Bradi2g36710	37030404	none	none
2	Bradi2g36720	37037064	none	none
2	Bradi2g36730	37046325	none	none
2	Bradi2g36740	37081412	none	none
2	Bradi2g36750	37086298	none	none
2	Bradi2g36760	37098137	none	none
2	Bradi2g36770	37103656	none	none
2	Bradi2g36780	37147141	none	none
2	Bradi2g36790	37205156	none	none
2	Bradi2g36800	37208675	none	none
2	Bradi2g36810	37216307	none	none
2	Bradi2g36820	37221181	none	none
2	Bradi2g36830	37229347	none	none
2	Bradi2g36840	37238382	none	none
2	Bradi2g36850	37239927	none	none
2	Bradi2g36860	37263883	none	none
2	Bradi2g36870	37272364	none	none
2	Bradi2g36880	37288051	none	none
2	Bradi2g36890	37294592	none	none
2	Bradi2g36900	37300748	none	none
2	Bradi2g36910	37311071	none	none
2	Bradi2g36920	37338471	none	none
2	Bradi2g36930	37344230	none	none
2	Bradi2g36940	37349469	none	none
2	Bradi2g36950	37351620	none	none
2	Bradi2g36960	37361456	none	none
2	Bradi2g36970	37365137	none	none
2	Bradi2g36980	37368951	none	none
2	Bradi2g36990	37374853	none	none
2	Bradi2g37000	37383134	none	none
2	Bradi2g37010	37392624	none	none
2	Bradi2g37020	37430083	none	none
2	Bradi2g37030	37432113	none	none
2	Bradi2g37040	37438705	none	none
2	Bradi2g37050	37452681	none	none
2	Bradi2g37060	37457439	none	none
2	Bradi2g37070	37460849	none	none
2	Bradi2g37080	37463627	none	none
2	Bradi2g37090	37466264	none	none
2	Bradi2g37100	37475805	none	none
2	Bradi2g37110	37511340	none	none
2	Bradi2g37120	37519767	none	none
2	Bradi2g37130	37526458	none	none
2	Bradi2g37140	37534414	none	none
2	Bradi2g37150	37536364	none	none
2	Bradi2g37160	37539072	none	none
2	Bradi2g37170	37544484	none	none
2	Bradi2g37180	37556049	none	none
2	Bradi2g37190	37564811	none	none
2	Bradi2g37200	37572888	none	none
2	Bradi2g37210	37573887	none	none
2	Bradi2g37220	37577696	none	none
2	Bradi2g37230	37595721	none	none
2	Bradi2g37240	37597218	none	none
2	Bradi2g37250	37605669	none	none
2	Bradi2g37260	37608852	none	none
2	Bradi2g37270	37614451	none	none
2	Bradi2g37280	37618947	none	none
2	Bradi2g37290	37621353	none	none
2	Bradi2g37300	37622418	none	none
2	Bradi2g37310	37631572	none	none
2	Bradi2g37320	37634115	none	none
2	Bradi2g37330	37638718	none	none
2	Bradi2g37340	37639929	none	none
2	Bradi2g37350	37648108	none	none
2	Bradi2g37360	37661113	none	none
2	Bradi2g37370	37681261	none	none
2	Bradi2g37380	37695597	none	none
2	Bradi2g37390	37717364	none	none
2	Bradi2g37400	37722634	none	none
2	Bradi2g37410	37730629	none	none
2	Bradi2g37420	37733000	none	none
2	Bradi2g37430	37741327	none	none
2	Bradi2g37440	37760576	none	none
2	Bradi2g37450	37767253	none	none
2	Bradi2g37460	37774436	none	none
2	Bradi2g37470	37781633	none	none
2	Bradi2g37480	37785136	none	none
2	Bradi2g37490	37795733	none	none
2	Bradi2g37500	37801636	none	none
2	Bradi2g37510	37814398	none	none
2	Bradi2g37520	37820469	none	none
2	Bradi2g37530	37840623	none	none
2	Bradi2g37540	37848594	none	none
2	Bradi2g37550	37854204	none	none
2	Bradi2g37560	37875877	none	none
2	Bradi2g37570	37908251	none	none
2	Bradi2g37580	37932295	none	none
2	Bradi2g37590	37948138	none	none
2	Bradi2g37600	37972843	none	none
2	Bradi2g37610	37975661	none	none
2	Bradi2g37620	37980978	none	none
2	Bradi2g37630	37988268	none	none
2	Bradi2g37640	37992236	none	none
2	Bradi2g37650	38029482	none	none
2	Bradi2g37660	38061498	none	none
2	Bradi2g37670	38066508	none	none
2	Bradi2g37680	38078702	none	none
2	Bradi2g37690	38080253	none	none
2	Bradi2g37700	38083326	none	none
2	Bradi2g37710	38086254	none	none
2	Bradi2g37720	38091636	none	none
2	Bradi2g37730	38101312	none	none
2	Bradi2g37740	38104406	none	none
2	Bradi2g37750	38109083	none	none
2	Bradi2g37760	38119803	none	none
2	Bradi2g37770	38127219	none	none
2	Bradi2g37780	38129029	none	none
2	Bradi2g37790	38135314	none	none
2	Bradi2g37800	38179562	none	none
2	Bradi2g37810	38187282	none	none
2	Bradi2g37820	38190258	none	none
2	Bradi2g37830	38195224	none	none
2	Bradi2g37840	38200908	none	none
2	Bradi2g37850	38205897	none	none
2	Bradi2g37860	38213302	none	none
2	Bradi2g37870	38236488	none	none
2	Bradi2g37880	38243945	none	none
2	Bradi2g37890	38247450	none	none
2	Bradi2g37900	38256452	none	none
2	Bradi2g37910	38259995	none	none
2	Bradi2g37920	38267977	none	none
2	Bradi2g37930	38273686	none	none
2	Bradi2g37940	38291063	none	none
2	Bradi2g37950	38297242	none	none
2	Bradi2g37960	38303512	none	none
2	Bradi2g37970	38315421	none	none
2	Bradi2g37980	38326302	none	none
2	Bradi2g37990	38331421	none	none
2	Bradi2g38000	38342885	none	none
2	Bradi2g38010	38346581	none	none
2	Bradi2g38020	38354646	none	none
2	Bradi2g38030	38357892	none	none
2	Bradi2g38040	38372771	none	none
2	Bradi2g38050	38432669	none	none
2	Bradi2g38060	38440320	none	none
2	Bradi2g38070	38450177	none	none
2	Bradi2g38080	38456155	none	none
2	Bradi2g38090	38461562	none	none
2	Bradi2g38100	38460785	none	none
2	Bradi2g38110	38479656	none	none
2	Bradi2g38120	38486984	none	none
2	Bradi2g38130	38494856	none	none
2	Bradi2g38140	38498210	none	none
2	Bradi2g38150	38501341	none	none
2	Bradi2g38160	38505503	none	none
2	Bradi2g38170	38527408	none	none
2	Bradi2g38180	38532803	none	none
2	Bradi2g38190	38547320	none	none
2	Bradi2g38200	38556042	none	none
2	Bradi2g38210	38564578	none	none
2	Bradi2g38220	38569979	none	none
2	Bradi2g38230	38577813	none	none
2	Bradi2g38240	38583080	none	none
2	Bradi2g38250	38594814	none	none
2	Bradi2g38260	38609333	none	none
2	Bradi2g38270	38617175	none	none
2	Bradi2g38280	38623956	none	none
2	Bradi2g38290	38630400	none	none
2	Bradi2g38300	38642432	none	none
2	Bradi2g38310	38645632	none	none
2	Bradi2g38320	38654123	none	none
2	Bradi2g38330	38657133	none	none
2	Bradi2g38340	38665337	none	none
2	Bradi2g38350	38671929	none	none
2	Bradi2g38360	38674139	none	none
2	Bradi2g38370	38680126	none	none
2	Bradi2g38380	38691853	none	none
2	Bradi2g38390	38694479	none	none
2	Bradi2g38400	38710578	none	none
2	Bradi2g38410	38719093	none	none
2	Bradi2g38420	38736037	none	none
2	Bradi2g38430	38740155	none	none
2	Bradi2g38440	38743590	none	none
2	Bradi2g38450	38751354	none	none
2	Bradi2g38460	38759779	none	none
2	Bradi2g38470	38769059	none	none
2	Bradi2g38480	38773300	none	none
2	Bradi2g38490	38776210	none	none
2	Bradi2g38500	38788146	none	none
2	Bradi2g38510	38794009	none	none
2	Bradi2g38520	38803070	none	none
2	Bradi2g38530	38815463	none	none
2	Bradi2g38540	38818203	none	none
2	Bradi2g38550	38827622	none	none
2	Bradi2g38560	38836963	none	none
2	Bradi2g38570	38844044	none	none
2	Bradi2g38580	38853014	none	none
2	Bradi2g38590	38866764	none	none
2	Bradi2g38600	38876970	none	none
2	Bradi2g38610	38881325	none	none
2	Bradi2g38620	38888110	none	none
2	Bradi2g38630	38918201	none	none
2	Bradi2g38640	38928211	none	none
2	Bradi2g38650	38931182	none	none
2	Bradi2g38660	38941683	none	none
2	Bradi2g38670	38946522	none	none
2	Bradi2g38680	38949876	none	none
2	Bradi2g38690	38959154	none	none
2	Bradi2g38700	38979788	none	none
2	Bradi2g38710	38985709	none	none
2	Bradi2g38720	38989442	none	none
2	Bradi2g38730	38994782	none	none
2	Bradi2g38740	39003745	none	none
2	Bradi2g38750	39006899	none	none
2	Bradi2g38760	39009868	none	none
2	Bradi2g38770	39021775	none	none
2	Bradi2g38780	39024749	none	none
2	Bradi2g38790	39030333	none	none
2	Bradi2g38800	39038158	none	none
2	Bradi2g38810	39048169	none	none
2	Bradi2g38820	39060588	none	none
2	Bradi2g38830	39062550	none	none
2	Bradi2g38840	39072217	none	none
2	Bradi2g38850	39090559	none	none
2	Bradi2g38860	39095184	none	none
2	Bradi2g38870	39102738	none	none
2	Bradi2g38880	39104882	none	none
2	Bradi2g38890	39110469	none	none
2	Bradi2g38900	39112006	none	none
2	Bradi2g38910	39123681	none	none
2	Bradi2g38920	39131373	none	none
2	Bradi2g38930	39143934	none	none
2	Bradi2g38940	39150483	none	none
2	Bradi2g38950	39152656	none	none
2	Bradi2g38960	39162723	none	none
2	Bradi2g38970	39172333	none	none
2	Bradi2g38980	39187883	none	none
2	Bradi2g38990	39193933	none	none
2	Bradi2g39000	39202563	none	none
2	Bradi2g39010	39223562	none	none
2	Bradi2g39020	39227337	none	none
2	Bradi2g39030	39232913	none	none
2	Bradi2g39040	39238538	none	none
2	Bradi2g39050	39238538	none	none
2	Bradi2g39060	39245962	none	none
2	Bradi2g39070	39247635	none	none
2	Bradi2g39080	39252863	none	none
2	Bradi2g39090	39263447	none	none
2	Bradi2g39100	39268556	none	none
2	Bradi2g39110	39283648	none	none
2	Bradi2g39120	39285913	none	none
2	Bradi2g39130	39290870	none	none
2	Bradi2g39140	39297119	none	none
2	Bradi2g39150	39313026	none	none
2	Bradi2g39160	39316553	none	none
2	Bradi2g39170	39319814	none	none
2	Bradi2g39180	39321132	none	none
2	Bradi2g39190	39326156	none	none
2	Bradi2g39200	39331244	none	none
2	Bradi2g39210	39332321	none	none
2	Bradi2g39220	39338953	none	none
2	Bradi2g39230	39350812	none	none
2	Bradi2g39240	39359150	none	none
2	Bradi2g39250	39366464	none	none
2	Bradi2g39260	39375888	none	none
2	Bradi2g39270	39377612	none	none
2	Bradi2g39280	39383379	none	none
2	Bradi2g39290	39387723	none	none
2	Bradi2g39300	39396337	none	none
2	Bradi2g39310	39398650	none	none
2	Bradi2g39320	39402762	none	none
2	Bradi2g39330	39405482	none	none
