BOPA_C	U35 Rice Locus	U35 Rice E-Score	U35_Rice Description
12_11190	LOC_Os03g21790	1.00E-110	"protein cupin family protein, expressed"
12_31156	LOC_Os03g22140	0	"protein TPR Domain containing protein, expressed"
12_20831	LOC_Os03g23950	0	"protein AP-1 complex subunit beta-1, expressed"
12_11063	LOC_Os03g18454	1.00E-72	"protein gamma-interferon-inducible lysosomal thiol reductase precursor, putative, expressed"
11_10480	LOC_Os03g20010	3.00E-92	"protein NFU3, putative, expressed"
11_10411	LOC_Os03g20790	0	"protein ETHYLENE-INSENSITIVE3-like 1 protein, putative, expressed"
11_11042	LOC_Os03g21040	0	protein expressed protein
11_11332	LOC_Os03g21060	1.00E-130	"protein NAC domain transcription factor, putative, expressed"
11_20496	LOC_Os03g21950	0	"protein fumarate hydratase 1, mitochondrial precursor, putative, expressed"
11_21303	LOC_Os04g55730	1.00E-99	"protein alpha-N-acetylglucosaminidase precursor, putative, expressed"
11_10946	LOC_Os03g18380	0	"protein ubiquitin-activating enzyme E1 3, putative, expressed"
12_30427	LOC_Os05g07130	0	"protein fructose-6-phosphate-2-kinase/fructose-2, 6-bisphosphatase, putative, expressed"
11_20610	LOC_Os03g18130	0	"protein asparagine synthetase, putative, expressed"
11_10881	LOC_Os03g18150	1.00E-125	"protein protein phosphatase 2C isoform epsilon, putative, expressed"
11_11114	LOC_Os03g18850	2.00E-79	"protein pathogenesis-related protein 1, putative, expressed"
11_11244	LOC_Os03g17900	0	"protein catalytic/ hydrolase, putative, expressed"
12_20898	LOC_Os03g16130	1.00E-135	"protein ATP binding protein, putative, expressed"
11_10527	LOC_Os03g16220	1.00E-132	"protein tropinone reductase, putative, expressed"
12_11108	LOC_Os03g16230	1.00E-123	"protein tropinone reductase, putative, expressed"
12_31462	LOC_Os03g16480	1.00E-157	"protein protein binding protein, putative, expressed"
11_20412	LOC_Os03g16670	1.00E-141	"protein catalytic/ hydrolase, putative, expressed"
12_10426	LOC_Os03g16690	0	"protein oxysterol-binding protein homolog C2F12.05c, putative, expressed"
11_21481	LOC_Os03g16740	0	"protein protein kinase APK1A, chloroplast precursor, putative, expressed"
11_10807	LOC_Os03g16860	0	"protein heat shock cognate 70 kDa protein 2, putative, expressed"
12_30060	LOC_Os03g16910	0	"protein SLT1 protein, putative, expressed"
11_20363	LOC_Os03g16920	1.00E-113	"protein heat shock cognate 70 kDa protein, putative, expressed"
12_10088	LOC_Os03g16980	0	"protein UDP-glucuronic acid decarboxylase 1, putative, expressed"
12_30839	LOC_Os03g16980	9.00E-91	"protein UDP-glucuronic acid decarboxylase 1, putative, expressed"
12_31297	LOC_Os03g17050	2.00E-44	protein expressed protein
12_10637	LOC_Os03g17174	1.00E-112	"protein calcium ion binding protein, putative, expressed"
11_20020	LOC_Os03g17200	7.00E-33	protein plant-specific domain TIGR01589 family protein
11_10262	LOC_Os03g17470	1.00E-132	"protein IN2-1 protein, putative, expressed"
11_10046	LOC_Os03g17690	1.00E-134	"protein OsAPx1 - Cytosolic Ascorbate Peroxidase encoding gene, expressed"
11_10568	LOC_Os03g17700	0	"protein OsMPK3 - putative MAPK based on amino acid sequence homology, expressed"
12_11232	LOC_Os03g17790	7.00E-21	protein expressed protein
11_21010	LOC_Os03g15840	0	"protein glycosyl transferase, group 1 family protein, putative, expressed"
11_20361	LOC_Os03g15890	1.00E-90	"protein arginine/serine-rich splicing factor RSP41, putative, expressed"
11_20151	LOC_Os03g15960	2.00E-75	"protein 17.4 kDa class I heat shock protein 3, putative, expressed"
11_20482	LOC_Os03g16050	0	"protein fructose-1,6-bisphosphatase, chloroplast precursor, putative, expressed"
11_21191	LOC_Os03g15033	1.00E-132	protein expressed protein
12_30054	LOC_Os03g15050	0	"protein phosphoenolpyruvate carboxykinase, putative, expressed"
11_21400	LOC_Os03g15560	2.00E-89	"protein PYM protein, putative, expressed"
12_30237	LOC_Os03g15570	0	"protein mitogen-activated protein kinase 1, putative, expressed"
11_21087	LOC_Os03g14540	0	protein expressed protein
11_21296	LOC_Os03g14040	5.00E-69	protein expressed protein
12_31186	LOC_Os03g14250	1.00E-128	protein expressed protein
11_11207	LOC_Os03g14280	1.00E-101	"protein ATP-dependent Clp protease ATP-binding subunit clpA, putative, expressed"
11_21273	LOC_Os03g14580	2.00E-81	protein expressed protein
11_20453	LOC_Os03g14690	0	"protein vacuolar ATP synthase 91 kDa subunit, putative, expressed"
12_11427	LOC_Os03g14910	4.00E-95	"protein amino acid-polyamine transporter, putative, expressed"
11_20820	LOC_Os03g13970	0	"protein 26S proteasome non-ATPase regulatory subunit 4, putative, expressed"
11_20723	LOC_Os03g13730	1.00E-168	"protein translocase of chloroplast 34, putative, expressed"
11_11224	LOC_Os03g11720	0	"protein neutral alpha-glucosidase AB precursor, putative, expressed"
11_11229	LOC_Os03g11900	0	"protein sugar transport protein 8, putative, expressed"
12_31515	LOC_Os03g12160	1.00E-106	"protein protein binding protein, putative, expressed"
11_20906	LOC_Os03g12230	1.00E-105	"protein caleosin, putative, expressed"
11_20924	LOC_Os03g12550	0	protein expressed protein
11_10639	LOC_Os03g12590	0	"protein coatomer subunit gamma-2, putative, expressed"
11_11431	LOC_Os03g12730	1.00E-144	"protein receptor protein kinase CLAVATA1 precursor, putative, expressed"
12_30620	LOC_Os03g13040	0	"protein haemolysin-III related family protein, expressed"
11_20062	LOC_Os09g08430	6.00E-83	"protein 60S ribosomal protein L17, putative, expressed"
11_11070	LOC_Os03g12500	0	"protein cytochrome P450 74A2, putative, expressed"
12_30455	LOC_Os03g12510	3.00E-73	"protein non-symbiotic hemoglobin 2, putative, expressed"
12_31385	LOC_Os03g12110	3.00E-36	"protein homocysteine S-methyltransferase 1, putative, expressed"
11_10010	LOC_Os03g12260	1.00E-102	"protein cytochrome P450 86A2, putative, expressed"
12_30904	LOC_Os03g12290	0	"protein glutamine synthetase root isozyme 5, putative, expressed"
12_30905	LOC_Os03g12290	0	"protein glutamine synthetase root isozyme 5, putative, expressed"
12_30906	LOC_Os03g12290	0	"protein glutamine synthetase root isozyme 5, putative, expressed"
12_30755	LOC_Os03g12300	0	"protein HEAT repeat family protein, expressed"
12_31493	LOC_Os12g07210	0.00001	protein expressed protein
11_20072	LOC_Os03g11310	1.00E-92	protein expressed protein
11_10606	LOC_Os03g12020	1.00E-125	"protein 50S ribosomal protein L15, chloroplast precursor, putative, expressed"
12_30693	LOC_Os03g11100	1.00E-76	"protein golgi transport 1 protein B, putative, expressed"
11_20451	LOC_Os03g11170	7.00E-17	"protein cystatin, putative"
11_10627	LOC_Os03g21080	8.00E-83	"protein guanine nucleotide exchange factor, putative, expressed"
12_31536	LOC_Os03g21080	8.00E-83	"protein guanine nucleotide exchange factor, putative, expressed"
11_20580	LOC_Os10g19880	0	"protein large secreted protein, putative, expressed"
11_11513	LOC_Os03g10510	1.00E-132	"protein outer mitochondrial membrane protein porin, putative, expressed"
11_21504	LOC_Os03g10640	0	"protein calcium-transporting ATPase 2, plasma membrane-type, putative, expressed"
11_10467	LOC_Os03g10110	2.00E-37	"protein preproMP73, putative, expressed"
12_30994	LOC_Os03g10060	2.00E-83	"protein chloroplast 30S ribosomal protein S10, putative, expressed"
12_31258	LOC_Os03g09920	1.00E-129	protein expressed protein
12_31362	LOC_Os07g01214	0.00000004	"protein potassium transporter 16, putative, expressed"
11_10829	LOC_Os03g10030	1.00E-71	"protein plant integral membrane protein TIGR01569 containing protein, expressed"
11_10090	LOC_Os03g05730	0	"protein cell division control protein 48 homolog E, putative, expressed"
11_11319	LOC_Os03g09220	1.00E-152	protein expressed protein
11_10309	LOC_Os03g09250	0	"protein inositol-3-phosphate synthase, putative, expressed"
12_20143	LOC_Os03g09280	7.00E-57	"protein chitin-inducible gibberellin-responsive protein 2, putative, expressed"
11_20815	LOC_Os08g43640	0	"protein 26S proteasome non-ATPase regulatory subunit 3, putative, expressed"
12_30136	LOC_Os03g05780	0	"protein 4-coumarate--CoA ligase 2, putative, expressed"
12_31231	LOC_Os03g05800	1.00E-109	protein expressed protein
11_11004	LOC_Os03g05900	1.00E-160	"protein monooxygenase, putative, expressed"
11_21353	LOC_Os03g05920	4.00E-67	"protein monooxygenase, putative, expressed"
11_21332	LOC_Os03g06090	1.00E-111	"protein nickel ion transporter, putative, expressed"
12_31148	LOC_Os03g06200	0	"protein phosphoserine aminotransferase, chloroplast precursor, putative, expressed"
11_10523	LOC_Os03g06230	7.00E-54	protein expressed protein
12_30787	LOC_Os01g13460	1.00E-117	"protein helix-loop-helix DNA-binding domain containing protein, expressed"
12_10170	LOC_Os03g06240	0	"protein YT521-B-like family protein, expressed"
12_30226	LOC_Os03g06580	6.00E-83	"protein neurogenic locus notch protein homolog precursor, putative, expressed"
11_11500	LOC_Os03g06620	1.00E-112	"protein 1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase 2, putative, expressed"
11_20670	LOC_Os03g07150	0	"protein OsPP2Ac-5 - Phosphatase 2A isoform 5 belonging to family 2, expressed"
12_11526	LOC_Os03g06700	9.00E-61	"protein fatty acid elongase, putative, expressed"
11_20197	LOC_Os03g07300	1.00E-131	"protein ribulose-phosphate 3-epimerase, chloroplast precursor, putative, expressed"
11_20718	LOC_Os03g07180	1.00E-54	"protein embryonic protein DC-8, putative, expressed"
11_10724	LOC_Os08g37180	0	"protein patatin T5 precursor, putative, expressed"
12_31246	LOC_Os03g07800	1.00E-129	"protein RNA-binding post-transcriptional regulator csx1, putative, expressed"
11_10723	LOC_Os03g07840	0	"protein adenylosuccinate synthetase, chloroplast precursor, putative, expressed"
11_20689	LOC_Os03g07870	1.00E-24	protein expressed protein
12_30390	LOC_Os03g58204	0	"protein 60S ribosomal protein L4, putative, expressed"
12_10670	LOC_Os02g03740	5.00E-67	"protein glutamine amidotransferase subunit pdxT, putative, expressed"
11_21151	LOC_Os10g13800	1.00E-106	"protein ufm1-conjugating enzyme 1, putative, expressed"
11_11213	LOC_Os03g07990	1.00E-133	"protein N-acetyltransferase, putative, expressed"
11_20178	LOC_Os03g08140	9.00E-76	"protein tubulin--tyrosine ligase-like protein 12, putative, expressed"
11_20765	LOC_Os03g08270	0	"protein ataxin-2 C-terminal region family protein, expressed"
11_11398	LOC_Os03g37260	3.00E-71	"protein ATP binding protein, putative, expressed"
11_20358	LOC_Os03g08280	1.00E-131	"protein proteasome subunit alpha type 6, putative, expressed"
11_10588	LOC_Os03g08570	0	"protein phytoene dehydrogenase, chloroplast precursor, putative, expressed"
12_30138	LOC_Os03g08960	1.00E-100	"protein homeodomain-leucine zipper transcription factor TaHDZipI-1, putative, expressed"
11_20384	LOC_Os10g31660	3.00E-10	"protein glycine-rich cell wall structural protein 2 precursor, putative, expressed"
11_20732	LOC_Os03g04960	0	"protein cysteinyl-tRNA synthetase, putative, expressed"
12_30232	LOC_Os03g05110	0	"protein xyloglucan galactosyltransferase KATAMARI 1, putative, expressed"
12_30142	LOC_Os03g05260	3.00E-85	"protein tankyrase 1, putative, expressed"
11_10785	LOC_Os03g05320	1.00E-110	protein expressed protein
12_30718	LOC_Os03g04440	1.00E-120	protein expressed protein
12_30584	LOC_Os01g16180	0	"protein MT-A70 family protein, expressed"
12_30046	LOC_Os01g32660	0	"protein OsMKK6 - putative MAPKK based on amino acid sequence homology, expressed"
11_11292	LOC_Os03g04020	4.00E-90	"protein expansin-like 3 precursor, putative, expressed"
12_30117	LOC_Os03g04169	0	"protein ATP phosphoribosyltransferase, putative, expressed"
12_30114	LOC_Os03g04250	1.00E-109	"protein glutathione S-transferase 6, putative, expressed"
12_30554	LOC_Os03g04260	1.00E-110	"protein glutathione S-transferase, putative, expressed"
11_20838	LOC_Os03g04340	0	"protein 24-methylenesterol C-methyltransferase 2, putative, expressed"
12_10271	LOC_Os03g04410	0	"protein aconitate hydratase, cytoplasmic, putative, expressed"
12_10824	LOC_Os11g30360	6.00E-29	protein expressed protein
11_21243	LOC_Os03g04240	1.00E-113	"protein glutathione S-transferase, putative, expressed"
11_20762	LOC_Os11g33120	0	"protein respiratory burst oxidase protein D, putative, expressed"
12_10666	LOC_Os11g33120	0	"protein respiratory burst oxidase protein D, putative, expressed"
11_20119	LOC_Os03g03910	0	"protein catalase-1, putative, expressed"
12_30987	LOC_Os03g03700	0	"protein MLO protein homolog 1, putative, expressed"
12_30988	LOC_Os03g03700	0	"protein MLO protein homolog 1, putative, expressed"
12_30539	LOC_Os03g03810	2.00E-32	"protein flower-specific gamma-thionin precursor, putative, expressed"
12_11183	LOC_Os03g03820	1.00E-138	"protein adenylate kinase, chloroplast precursor, putative, expressed"
11_11470	LOC_Os03g03830	2.00E-97	"protein calcium ion binding protein, putative, expressed"
12_30158	LOC_Os03g04000	0	"protein 4-coumarate--CoA ligase 1, putative, expressed"
11_10614	LOC_Os05g23600	0	"protein dolichyl-diphosphooligosaccharide--protein glycosyltransferase 67 kDasubunit precursor, putative,"
11_20454	LOC_Os03g03720	0	"protein glyceraldehyde-3-phosphate dehydrogenase B, chloroplast precursor, putative, expressed"
11_20515	LOC_Os03g03770	1.00E-49	"protein NADH-ubiquinone oxidoreductase B18 subunit, putative, expressed"
11_10510	LOC_Os03g03660	0	"protein calcium-dependent protein kinase, isoform 1, putative, expressed"
12_31139	LOC_Os03g03450	0	"protein anthranilate phosphoribosyltransferase, chloroplast precursor, putative, expressed"
11_10334	LOC_Os03g03510	0	"protein CIPK-like protein 1, putative, expressed"
12_11139	LOC_Os03g03700	0	"protein MLO protein homolog 1, putative, expressed"
12_30990	LOC_Os03g03700	0	"protein MLO protein homolog 1, putative, expressed"
11_21111	LOC_Os12g23280	2.00E-77	"protein GMFP5, putative, expressed"
11_20974	LOC_Os10g32870	7.00E-77	"protein 50S ribosomal protein L11, putative, expressed"
12_11194	LOC_Os03g04770	0	"protein beta-amylase, putative, expressed"
12_30385	LOC_Os03g03200	6.00E-38	"protein hydrolase, putative, expressed"
11_10123	LOC_Os08g41880	0	"protein nucleotide pyrophosphatase/phosphodiesterase, putative, expressed"
12_31138	LOC_Os05g14240	1.00E-115	"protein aquaporin TIP4.1, putative, expressed"
11_10712	LOC_Os01g34480	1.00E-151	"protein dihydroflavonol-4-reductase, putative, expressed"
12_11233	LOC_Os03g02920	1.00E-141	"protein peroxidase 66 precursor, putative, expressed"
12_20237	LOC_Os03g03130	2.00E-87	"protein ubiquitin-conjugating enzyme E2 I, putative, expressed"
11_11299	LOC_Os03g02750	1.00E-146	"protein xylem serine proteinase 1 precursor, putative, expressed"
11_20701	LOC_Os03g02670	1.00E-171	"protein solute carrier family 35 member B3, putative, expressed"
12_11235	LOC_Os10g38030	1.00E-161	"protein per1-like family protein, expressed"
11_11066	LOC_Os03g02590	1.00E-116	"protein peroxisomal membrane protein PEX11-1, putative, expressed"
11_21035	LOC_Os03g02640	1.00E-176	protein expressed protein
11_20883	LOC_Os09g37280	1.00E-153	"protein peroxisomal multifunctional enzyme type 2, putative, expressed"
11_10697	LOC_Os02g33110	1.00E-145	"protein beta-fructofuranosidase, insoluble isoenzyme 1 precursor, putative, expressed"
12_30146	LOC_Os03g02530	1.00E-154	"protein membrane protein, putative, expressed"
11_10611	LOC_Os03g02560	1.00E-126	"protein F-box protein, putative, expressed"
11_21130	LOC_Os03g01650	1.00E-106	"protein major pollen allergen Ory s 1 precursor, putative, expressed"
11_21210	LOC_Os03g01750	1.00E-108	"protein protein tyrosine phosphatase, putative, expressed"
11_20224	LOC_Os05g10330	3.00E-78	protein HAD superfamily phosphatase containing protein
11_10269	LOC_Os11g03290	0	"protein nucleoside-triphosphatase, putative, expressed"
12_20760	LOC_Os01g01840	4.00E-42	"protein helix-loop-helix DNA-binding domain containing protein, expressed"
12_30873	LOC_Os03g01200	2.00E-46	"protein SNF2P, putative, expressed"
12_30476	LOC_Os03g01320	3.00E-92	"protein NT16 polypeptide, putative, expressed"
11_20007	LOC_Os03g01530	0	"protein tubulin beta-2 chain, putative, expressed"
11_10610	LOC_Os04g46830	3.00E-36	"protein cortical cell-delineating protein precursor, putative, expressed"
12_30425	LOC_Os05g25640	1.00E-168	"protein trans-cinnamate 4-monooxygenase, putative, expressed"
12_21450	LOC_Os08g37444	0	"protein signal recognition particle receptor alpha subunit, putative, expressed"
11_20272	LOC_Os10g40730	1.00E-115	"protein beta-expansin 1a precursor, putative, expressed"
11_10387	LOC_Os03g01910	7.00E-88	"protein transcription factor BTF3, putative, expressed"
12_30239	LOC_Os07g31720	2.00E-70	"protein ZAC, putative, expressed"
12_30006	LOC_Os10g39840	1.00E-134	"protein xyloglucan endotransglucosylase/hydrolase protein 32 precursor, putative, expressed"
12_31422	LOC_Os03g01990	1.00E-122	"protein lysM domain containing protein, expressed"
11_11186	LOC_Os03g01270	1.00E-134	"protein beta-expansin 1a precursor, putative, expressed"
11_20089	LOC_Os03g02040	2.00E-70	"protein remorin, putative, expressed"
11_11019	LOC_Os07g35940	0	"protein beta-amylase, putative"
12_30824	LOC_Os07g35940	0	"protein beta-amylase, putative"
12_30825	LOC_Os07g35940	0	"protein beta-amylase, putative"
11_20013	LOC_Os10g25060	2.00E-39	protein expressed protein
12_30163	LOC_Os12g44380	0	"protein sucrose transport protein SUC4, putative, expressed"
11_20894	LOC_Os03g49150	4.00E-39	"protein protein yippee-like, putative, expressed"
12_30976	LOC_Os06g31070	1.00E-12	"protein prolamin PPROL 17 precursor, putative, expressed"
12_30543	LOC_Os05g11140	1.00E-101	"protein ATP binding protein, putative, expressed"
11_20553	LOC_Os12g44310	0	"protein 9,10-9,10 carotenoid cleavage dioxygenase 1, putative, expressed"
12_30984	LOC_Os06g31070	0.00000002	"protein prolamin PPROL 17 precursor, putative, expressed"
12_30975	LOC_Os06g31070	1.00E-12	"protein prolamin PPROL 17 precursor, putative, expressed"
12_30983	LOC_Os06g31070	0.00000002	"protein prolamin PPROL 17 precursor, putative, expressed"
12_31023	LOC_Os12g44230	5.00E-62	protein expressed protein
12_30591	LOC_Os03g43800	0	"protein always early protein 3, putative, expressed"
12_30001	LOC_Os12g44150	0	"protein plasma membrane ATPase 1, putative, expressed"
12_30977	LOC_Os06g31070	1.00E-12	"protein prolamin PPROL 17 precursor, putative, expressed"
11_20206	LOC_Os12g37260	0	"protein lipoxygenase 2.1, chloroplast precursor, putative, expressed"
12_31022	LOC_Os12g44230	5.00E-62	protein expressed protein
11_21202	LOC_Os12g43930	1.00E-126	"protein RING finger protein 5, putative, expressed"
11_11381	LOC_Os12g43720	1.00E-134	"protein RXW8, putative, expressed"
11_21221	LOC_Os12g43950	0	"protein BEL1-related homeotic protein 30, putative, expressed"
11_20533	LOC_Os12g43630	0	"protein malate dehydrogenase, glyoxysomal precursor, putative, expressed"
12_31094	LOC_Os06g04510	0.0000002	"protein enolase 1, putative, expressed"
11_20010	LOC_Os11g26030	1.00E-177	"protein GTPase family protein, putative, expressed"
12_30714	LOC_Os02g17380	2.00E-56	protein expressed protein
11_21365	LOC_Os02g22140	7.00E-96	"protein ADP-ribosylation factor, putative, expressed"
11_10695	LOC_Os12g43363	1.00E-125	"protein inositolphosphorylceramide-B C-26 hydroxylase, putative, expressed"
11_20873	LOC_Os03g45410	1.00E-105	"protein TATA-binding protein 2, putative, expressed"
12_30167	LOC_Os12g43130	1.00E-170	"protein phytoene synthase, chloroplast precursor, putative, expressed"
11_21065	LOC_Os12g43140	6.00E-43	"protein late embryogenesis abundant protein D-34, putative, expressed"
11_21426	LOC_Os12g42970	2.00E-96	"protein GATA zinc finger family protein, expressed"
11_10974	LOC_Os12g42980	1.00E-166	"protein cysteine synthase, putative, expressed"
11_20761	LOC_Os01g27210	1.00E-103	"protein glutathione S-transferase IV, putative, expressed"
12_30531	LOC_Os11g09940	2.00E-37	protein expressed protein
11_11048	LOC_Os12g42860	2.00E-91	"protein cupin, RmlC-type, putative, expressed"
12_20576	LOC_Os12g42300	0	"protein glutathione-regulated potassium-efflux system protein kefB, putative, expressed"
11_21324	LOC_Os11g32470	1.00E-156	"protein NEF1, putative, expressed"
12_10530	LOC_Os12g42310	0	"protein serine/threonine-protein phosphatase BSL2, putative, expressed"
12_10499	LOC_Os02g57150	1.00E-52	"protein tubulin-specific chaperone A, putative, expressed"
11_10688	LOC_Os11g43360	3.00E-91	"protein tropinone reductase 2, putative"
11_10580	LOC_Os01g33050	4.00E-76	"protein ribosome biogenesis protein RLP24, putative, expressed"
12_30410	LOC_Os03g42320	0	"protein SEC1-family transport protein SLY1, putative, expressed"
11_10621	LOC_Os11g10480	0	"protein alcohol dehydrogenase 1, putative, expressed"
11_20980	LOC_Os01g55290	1.00E-127	"protein EMB1417, putative, expressed"
11_21391	LOC_Os08g33076	1.00E-108	"protein myrosinase precursor, putative, expressed"
11_20845	LOC_Os12g41920	1.00E-128	"protein single myb histone 6, putative, expressed"
12_11318	LOC_Os01g21034	1.00E-151	"protein pectinesterase-2 precursor, putative, expressed"
12_10864	LOC_Os07g05050	2.00E-36	"protein nucleolar RNA helicase 2, putative, expressed"
12_20770	LOC_Os12g41800	1.00E-147	"protein VTC2, putative, expressed"
12_30707	LOC_Os12g41700	4.00E-83	"protein 18S subunit ribosomal protein, putative, expressed"
11_21253	LOC_Os12g42140	0	"protein tuftelin-interacting protein 11, putative, expressed"
11_20729	LOC_Os08g27090	1.00E-39	"protein 30S ribosomal protein S17, putative, expressed"
12_31312	LOC_Os03g39650	9.00E-60	"protein cytochrome P450 71D10, putative, expressed"
11_20903	LOC_Os04g51780	1.00E-116	protein expressed protein
11_20766	LOC_Os05g15510	0	"protein cellulase containing protein, expressed"
11_10955	LOC_Os12g29760	1.00E-170	protein expressed protein
12_30654	LOC_Os12g41190	1.00E-160	"protein TPR Domain containing protein, expressed"
11_20571	LOC_Os12g41220	9.00E-76	"protein ubiquitin-conjugating enzyme spm2, putative, expressed"
11_10260	LOC_Os12g41390	1.00E-168	"protein homocysteine S-methyltransferase 3, putative, expressed"
11_20987	LOC_Os12g43970	2.00E-78	"protein epoxide hydrolase 2, putative, expressed"
12_30105	LOC_Os12g40560	1.00E-138	"protein KH domain containing protein, expressed"
11_11432	LOC_Os12g40880	1.00E-125	"protein ATP binding protein, putative, expressed"
12_31492	LOC_Os12g40890	1.00E-101	"protein OsIAA30 - Auxin-responsive Aux/IAA gene family member, expressed"
12_21372	LOC_Os03g42480	5.00E-20	protein expressed protein
12_31257	LOC_Os12g40180	0.00000006	protein expressed protein
11_21401	LOC_Os12g39620	0	"protein disease resistance protein, putative, expressed"
12_10923	LOC_Os12g39620	0	"protein disease resistance protein, putative, expressed"
11_11198	LOC_Os12g39630	1.00E-135	"protein serine/threonine-protein kinase SAPK9, putative, expressed"
12_31155	LOC_Os12g39660	0	"protein calcium-transporting ATPase 2, plasma membrane-type, putative, expressed"
12_30454	LOC_Os02g15310	1.00E-124	"protein SR repressor protein, putative, expressed"
12_30354	LOC_Os02g21260	4.00E-30	"protein ubiquitin-protein ligase, putative, expressed"
11_21116	LOC_Os04g53620	1.00E-168	"protein polyubiquitin OUB2, putative, expressed"
12_30729	LOC_Os12g37430	1.00E-148	"protein PAPA-1-like conserved region family protein, expressed"
11_20841	LOC_Os12g37939	0	"protein UNC93 homolog A, putative, expressed"
11_10116	LOC_Os12g38000	1.00E-150	"protein 60S ribosomal protein L2, putative, expressed"
12_31512	LOC_Os12g38400	7.00E-55	"protein protein ASYMMETRIC LEAVES1, putative, expressed"
12_31390	LOC_Os12g38490	0	"protein chitin-inducible gibberellin-responsive protein 1, putative, expressed"
11_21447	LOC_Os12g38750	0	"protein nucleotide pyrophosphatase/phosphodiesterase, putative, expressed"
11_20101	LOC_Os12g39090	2.00E-42	protein expressed protein
11_21308	LOC_Os12g39110	2.00E-78	"protein zinc finger, C3HC4 type family protein, expressed"
11_20697	LOC_Os12g37060	1.00E-106	protein expressed protein
11_10995	LOC_Os06g07200	1.00E-142	"protein syntaxin 132, putative, expressed"
11_21011	LOC_Os06g30320	0	"protein nucleolar complex-associated protein, expressed"
11_20958	LOC_Os07g26610	0	"protein phosphoglucomutase/phosphomannomutase family protein, putative, expressed"
11_10240	LOC_Os12g08730	6.00E-66	"protein thioredoxin M-type, chloroplast precursor, putative, expressed"
11_20708	LOC_Os12g09580	0	protein expressed protein
11_21040	LOC_Os12g10560	2.00E-76	"protein AP-2 complex subunit sigma-1, putative, expressed"
11_10252	LOC_Os12g12850	0	"protein ATP-dependent Clp protease ATP-binding subunit clpA homolog,chloroplast precursor, putative, expressed"
11_10177	LOC_Os12g14070	0	"protein stromal 70 kDa heat shock-related protein, chloroplast precursor, putative, expressed"
12_30768	LOC_Os12g17900	1.00E-171	"protein ubiquitin-protein ligase, putative, expressed"
12_30792	LOC_Os12g21890	1.00E-47	"protein phosphoprotein phosphatase, putative, expressed"
12_11399	LOC_Os12g30040	1.00E-137	"protein amino acid transporter-like protein 1, putative, expressed"
11_10318	LOC_Os12g30540	0	"protein ubiquitin carboxyl-terminal hydrolase 21, putative, expressed"
12_11462	LOC_Os12g31000	1.00E-133	"protein maternal protein pumilio, putative, expressed"
12_31317	LOC_Os12g31380	4.00E-85	"protein translation initiation factor eIF-2B alpha subunit, putative, expressed"
11_21350	LOC_Os12g32180	6.00E-71	"protein ER-derived vesicles protein ERV14, putative, expressed"
11_10157	LOC_Os12g32240	2.00E-83	"protein eukaryotic translation initiation factor 5A-2, putative, expressed"
11_20700	LOC_Os12g35040	0	"protein 2,3-bisphosphoglycerate-independent phosphoglycerate mutase, putative, expressed"
12_30337	LOC_Os12g36110	1.00E-88	"protein calmodulin binding protein, putative, expressed"
11_20129	LOC_Os12g36180	1.00E-137	"protein auxilin-like protein, putative, expressed"
12_30709	LOC_Os01g32280	1.00E-137	"protein transmembrane protein 19, putative, expressed"
12_30575	LOC_Os08g17784	0	"protein purple acid phosphatase, putative, expressed"
11_10058	LOC_Os11g38959	1.00E-102	"protein 40S ribosomal protein S9, putative, expressed"
11_10481	LOC_Os12g08260	0	"protein pyruvate dehydrogenase E1 component, alpha subunit, putative, expressed"
12_30728	LOC_Os12g36640	1.00E-72	"protein fiber protein Fb19, putative, expressed"
11_21260	LOC_Os11g01490	0	"protein outer membrane protein, OMP85 family protein, expressed"
11_20332	LOC_Os11g01510	0	"protein ubiquitin-activating enzyme E1 2, putative, expressed"
12_30193	LOC_Os11g01790	1.00E-89	"protein catalytic/ protein phosphatase type 2C, putative, expressed"
12_30717	LOC_Os11g02389	7.00E-37	"protein nonspecific lipid-transfer protein 1 precursor, putative, expressed"
12_30109	LOC_Os11g04740	0	"protein L-Galactono-1,4-lactone dehydrogenase, putative, expressed"
11_20179	LOC_Os11g06890	4.00E-86	"protein vacuolar ATP synthase 16 kDa proteolipid subunit, putative, expressed"
11_20396	LOC_Os12g01680	4.00E-57	"protein macrophage migration inhibitory factor, putative, expressed"
11_11506	LOC_Os12g02094	4.00E-79	"protein surfactant protein B containing protein, expressed"
11_11128	LOC_Os12g02200	0	"protein CBL-interacting serine/threonine-protein kinase 15, putative, expressed"
11_20737	LOC_Os12g02370	5.00E-82	"protein chalcone--flavonone isomerase, putative, expressed"
11_10661	LOC_Os12g05000	1.00E-111	protein expressed protein
12_31259	LOC_Os12g06800	9.00E-72	"protein serine esterase family protein, putative, expressed"
11_11469	LOC_Os12g07290	0	"protein alpha-(1,4)-fucosyltransferase, putative, expressed"
11_20524	LOC_Os12g07670	0	"protein transmembrane 9 superfamily protein member 3 precursor, putative, expressed"
11_20461	LOC_Os12g07820	1.00E-162	"protein OsAPx6 - Stromal Ascorbate Peroxidase encoding gene, expressed"
12_30408	LOC_Os12g08090	1.00E-120	"protein amino acid transporter, putative, expressed"
11_21215	LOC_Os12g08210	3.00E-28	protein expressed protein
11_11260	LOC_Os05g41070	2.00E-69	"protein bZIP transcription factor, putative, expressed"
