barley opa_index	Brach gene	evalue	description
	Bradi3g19070	1.00E-102	none
	Bradi3g19080	6.00E-88	none
	Bradi3g19090	4.00E-69	none
	Bradi3g19100	5.00E-140	none
	Bradi3g19110	6.00E-15	none
	Bradi3g19120	2.00E-119	none
	Bradi3g19130		none
	Bradi3g19140		none
	Bradi3g19150	3.00E-11	none
	Bradi3g19160	2.00E-18	none
	Bradi3g19170	7.00E-116	none
	Bradi3g19180	8.00E-124	none
	Bradi3g19190	3.00E-19	none
11_10797	Bradi3g19200	1.00E-18	none
	Bradi3g19210	9.00E-80	none
	Bradi3g19220	0	none
	Bradi3g19230	3.00E-14	none
	Bradi3g19240	8.00E-174	none
	Bradi3g19250	1.00E-14	none
	Bradi3g19260	1.00E-169	none
	Bradi3g19270	1.00E-58	none
11_10729	Bradi3g19280	0	none
	Bradi3g19290	3.00E-40	none
	Bradi3g19300	2.00E-152	none
	Bradi3g19310	8.00E-69	none
	Bradi3g19320	9.00E-130	none
	Bradi3g19330	2.00E-100	none
	Bradi3g19340	1.00E-57	none
	Bradi3g19350	2.00E-61	none
	Bradi3g19360	1.00E-50	none
	Bradi3g19370		none
	Bradi3g19380	3.00E-155	none
	Bradi3g19390	5.00E-126	none
	Bradi3g19400	0	none
	Bradi3g19410		none
	Bradi3g19420	8.00E-23	none
	Bradi3g19430	3.00E-18	none
	Bradi3g19440	5.00E-93	none
	Bradi3g19450	4.00E-23	none
	Bradi3g19460	3.00E-11	none
	Bradi3g19470	2.00E-35	none
	Bradi3g19480		none
	Bradi3g19490	5.00E-41	none
	Bradi3g19500	9.00E-97	none
	Bradi3g19510	4.00E-20	none
11_10818	Bradi3g19520	2.00E-21	none
	Bradi3g19530	7.00E-135	none
	Bradi3g19540	2.00E-35	none
	Bradi3g19550	2.00E-100	none
	Bradi3g19560	6.00E-49	none
	Bradi3g19570		none
	Bradi3g19580		none
	Bradi3g19590		none
	Bradi3g19600	1.00E-21	none
	Bradi3g19610		none
	Bradi3g19620	0	none
11_20939	Bradi3g19630	0	none
	Bradi3g19640	3.00E-96	none
	Bradi3g19650	0	none
	Bradi3g19660		none
	Bradi3g19670	6.00E-119	none
11_20249	Bradi3g19680	4.00E-25	none
	Bradi3g19690	4.00E-109	none
	Bradi3g19700	5.00E-48	none
	Bradi3g19710	1.00E-11	none
	Bradi3g19720	6.00E-43	none
	Bradi3g19730	7.00E-14	none
	Bradi3g19740	2.00E-127	none
	Bradi3g19750	1.00E-52	none
12_30575	Bradi3g19760	0	none
	Bradi3g19770	2.00E-109	none
	Bradi3g19780	3.00E-126	none
	Bradi3g19790	6.00E-15	none
	Bradi3g19800	6.00E-46	none
12_31215	Bradi3g19810	2.00E-152	none
	Bradi3g19820	4.00E-73	none
	Bradi3g19830	3.00E-113	none
12_31224	Bradi3g19840	2.00E-28	none
	Bradi3g19850	1.00E-79	none
11_20468	Bradi3g19860	9.00E-172	none
	Bradi3g19870	0	none
	Bradi3g19880		none
	Bradi3g19890	9.00E-132	none
11_11359	Bradi3g19900	3.00E-168	none
11_21326	Bradi3g19910	1.00E-117	none
12_30335	Bradi3g19920	5.00E-90	none
	Bradi3g19930	1.00E-111	none
	Bradi3g19940		none
11_10672	Bradi3g19950	3.00E-105	none
	Bradi3g19960	0	none
	Bradi3g19970	2.00E-76	none
	Bradi3g19980	2.00E-62	none
11_20962	Bradi3g19990	6.00E-162	none
	Bradi3g20000	8.00E-109	none
	Bradi3g20010	2.00E-43	none
	Bradi3g20020	5.00E-160	none
12_21449	Bradi3g20030	6.00E-99	none
	Bradi3g20040		none
11_11394	Bradi3g20050	0	none
11_20743	Bradi3g20060	0	none
12_30248	Bradi3g20070	2.00E-133	none
	Bradi3g20080	1.00E-17	none
	Bradi3g20090	2.00E-53	none
	Bradi3g20100		none
	Bradi3g20110	9.00E-55	none
	Bradi3g20120	0	none
	Bradi3g20130	3.00E-69	none
	Bradi3g20140	4.00E-29	none
	Bradi3g20150	4.00E-109	none
	Bradi3g20160	7.00E-20	none
	Bradi3g20170	8.00E-13	none
	Bradi3g20180		none
	Bradi3g20190	1.00E-12	none
12_30538	Bradi3g20200	0	none
	Bradi3g20210	2.00E-61	none
	Bradi3g20220	0	none
	Bradi3g20420	4.00E-43	none
	Bradi3g20430	2.00E-88	none
	Bradi3g20440	1.00E-98	none
	Bradi3g20450	0	none
12_30445	Bradi3g20460	0	none
	Bradi3g20470	1.00E-87	none
11_11405	Bradi3g20480	1.00E-59	none
	Bradi3g20490	2.00E-62	none
	Bradi3g20500	9.00E-65	none
	Bradi3g20510	2.00E-105	none
	Bradi3g20520	0	none
	Bradi3g20530	2.00E-143	none
	Bradi3g20540	2.00E-47	none
	Bradi3g20550	3.00E-167	none
	Bradi3g20560	1.00E-102	none
	Bradi3g20570		none
	Bradi3g20580	1.00E-151	none
11_10868	Bradi3g20590	0	none
	Bradi3g20600	2.00E-64	none
11_21129	Bradi3g20610	2.00E-78	none
	Bradi3g20620	7.00E-97	none
	Bradi3g20630		none
	Bradi3g20640	4.00E-22	none
	Bradi3g20650	0	none
	Bradi3g20660	1.00E-76	none
11_10688	Bradi3g20670	2.00E-87	none
	Bradi3g20680	8.00E-160	none
	Bradi3g20690		none
	Bradi3g20700	4.00E-104	none
	Bradi3g20710	1.00E-126	none
	Bradi3g20720	8.00E-23	none
	Bradi3g20730	2.00E-97	none
	Bradi3g20740	5.00E-15	none
	Bradi3g20750	4.00E-19	none
	Bradi3g20760		none
11_10515	Bradi3g20770	2.00E-90	none
	Bradi3g20780	3.00E-61	none
	Bradi3g20790	0	none
	Bradi3g20800	4.00E-11	none
	Bradi3g20810	0	none
	Bradi3g20820	2.00E-43	none
	Bradi3g20830	2.00E-17	none
	Bradi3g20840	4.00E-52	none
	Bradi3g20850	2.00E-158	none
	Bradi3g20860	3.00E-87	none
	Bradi3g20870	1.00E-110	none
11_20476	Bradi3g20880	2.00E-167	none
	Bradi3g20890	6.00E-164	none
	Bradi3g20900		none
	Bradi3g20910		none
	Bradi3g20920		none
	Bradi3g20930	2.00E-58	none
	Bradi3g20940	5.00E-49	none
	Bradi3g20950	0	none
	Bradi3g20960	0	none
	Bradi3g20970	4.00E-53	none
	Bradi3g20980	3.00E-53	none
	Bradi3g20990	8.00E-16	none
	Bradi3g21000	8.00E-49	none
	Bradi3g21010	8.00E-39	none
	Bradi3g21020	3.00E-86	none
11_11097	Bradi3g21030	1.00E-70	none
	Bradi3g21040	6.00E-39	none
	Bradi3g21050	7.00E-12	none
	Bradi3g21060	5.00E-58	none
	Bradi3g21070	8.00E-32	none
	Bradi3g21080	1.00E-40	none
	Bradi3g21090	0	none
	Bradi3g21100	6.00E-62	none
	Bradi3g21110	2.00E-70	none
12_30666	Bradi3g21120	2.00E-154	none
	Bradi3g21130	2.00E-52	none
	Bradi3g21140		none
	Bradi3g21150	7.00E-46	none
	Bradi3g21160	0	none
	Bradi3g21170	5.00E-23	none
	Bradi3g21180	4.00E-70	none
	Bradi3g21190	2.00E-38	none
	Bradi3g21200	0	none
	Bradi3g21210	2.00E-62	none
	Bradi3g21220	2.00E-41	none
	Bradi3g21230	5.00E-48	none
	Bradi3g21240	6.00E-13	none
	Bradi3g21250	4.00E-17	none
	Bradi3g21260		none
	Bradi3g21270	5.00E-29	none
	Bradi3g21280	2.00E-52	none
	Bradi3g21290	0	none
11_20781	Bradi3g21300	2.00E-30	none
11_20876	Bradi3g21310	0	none
	Bradi3g21320	6.00E-151	none
	Bradi3g21330		none
	Bradi3g21340	4.00E-35	none
	Bradi3g21350	2.00E-130	none
	Bradi3g21360	1.00E-115	none
	Bradi3g21370	8.00E-80	none
	Bradi3g21380	3.00E-23	none
	Bradi3g21390	9.00E-24	none
	Bradi3g21400	3.00E-118	none
	Bradi3g21410	1.00E-26	none
	Bradi3g21420	2.00E-16	none
	Bradi3g21430		none
	Bradi3g21440	7.00E-121	none
	Bradi3g21450	1.00E-124	none
	Bradi3g21460	5.00E-19	none
	Bradi3g21470	3.00E-68	none
	Bradi3g21480	1.00E-40	none
	Bradi3g21490	5.00E-33	none
	Bradi3g21500	1.00E-122	none
	Bradi3g21510		none
	Bradi3g21520	2.00E-106	none
	Bradi3g21530	1.00E-41	none
	Bradi3g21540		none
11_21168	Bradi3g21550	0	none
11_21168	Bradi3g21560	1.00E-134	none
11_21168	Bradi3g21570	3.00E-115	none
	Bradi3g21580	5.00E-93	none
	Bradi3g21590		none
11_10933	Bradi3g21600	1.00E-110	none
12_30478	Bradi3g21610	1.00E-147	none
12_30499	Bradi3g21620	3.00E-132	none
	Bradi3g21630	5.00E-90	none
	Bradi3g21640	1.00E-73	none
	Bradi3g21650	1.00E-124	none
	Bradi3g21660	5.00E-88	none
	Bradi3g21670	8.00E-59	none
12_30750	Bradi3g21680	2.00E-107	none
11_10213	Bradi3g21690	5.00E-71	none
	Bradi3g21700	0	none
12_30111	Bradi3g21710	3.00E-156	none
	Bradi3g21720	5.00E-72	none
	Bradi3g21730	7.00E-112	none
	Bradi3g21740	6.00E-48	none
12_30168	Bradi3g21750	5.00E-18	none
	Bradi3g21760		none
	Bradi3g21960	2.00E-41	none
	Bradi3g21970	4.00E-124	none
	Bradi3g21980	4.00E-63	none
	Bradi3g21990	8.00E-55	none
	Bradi3g22000		none
	Bradi3g22010	4.00E-106	none
	Bradi3g22020	4.00E-143	none
	Bradi3g22030	4.00E-88	none
	Bradi3g22040	1.00E-13	none
	Bradi3g22050	5.00E-160	none
	Bradi3g22060	0	none
11_10935	Bradi3g22070	1.00E-60	none
11_10935	Bradi3g22080	3.00E-60	none
	Bradi3g22090	2.00E-55	none
	Bradi3g22290	2.00E-80	none
	Bradi3g22300	4.00E-52	none
11_20636	Bradi3g22310	3.00E-63	none
	Bradi3g22320	3.00E-176	none
11_20200	Bradi3g22330	0	none
	Bradi3g22340	0	none
	Bradi3g22350	1.00E-100	none
	Bradi3g22360		none
	Bradi3g22370	9.00E-169	none
	Bradi3g22380	0	none
11_10840	Bradi3g22390	1.00E-102	none
	Bradi3g22400	3.00E-159	none
	Bradi3g22410		none
	Bradi3g22420	1.00E-127	none
	Bradi3g22430	4.00E-76	none
	Bradi3g22440	2.00E-34	none
	Bradi3g22450	0	none
	Bradi3g22460	1.00E-18	none
	Bradi3g22470		none
	Bradi3g22480	2.00E-122	none
	Bradi3g22490	1.00E-63	none
	Bradi3g22500		none
	Bradi3g22510	6.00E-42	none
	Bradi3g22520	0	none
	Bradi3g22530	1.00E-45	none
	Bradi3g22540	7.00E-36	none
	Bradi3g22550	0	none
12_30310	Bradi3g22560	2.00E-78	none
	Bradi3g22570	4.00E-179	none
	Bradi3g22580	8.00E-96	none
	Bradi3g22590	1.00E-27	none
	Bradi3g22600	4.00E-164	none
	Bradi3g22610	2.00E-52	none
	Bradi3g22620	1.00E-85	none
11_20923	Bradi3g22630	2.00E-32	none
11_20923	Bradi3g22640	3.00E-128	none
	Bradi3g22650	1.00E-58	none
	Bradi3g22660	0	none
	Bradi3g22670		none
	Bradi3g22680	0	none
	Bradi3g22690		none
	Bradi3g22700	4.00E-72	none
	Bradi3g22710	1.00E-30	none
	Bradi3g22720	0	none
	Bradi3g22730	7.00E-16	none
11_20784	Bradi3g22740	3.00E-163	none
	Bradi3g22750	8.00E-171	none
	Bradi3g22760	0	none
	Bradi3g22770		none
	Bradi3g22780	7.00E-130	none
	Bradi3g22790		none
	Bradi3g22800	3.00E-66	none
	Bradi3g22810	0	none
	Bradi3g22820	2.00E-142	none
	Bradi3g22830	1.00E-41	none
	Bradi3g22840	7.00E-133	none
	Bradi3g22850	8.00E-141	none
	Bradi3g22860		none
11_20453	Bradi3g22870	0	none
	Bradi3g22880	3.00E-131	none
	Bradi3g22890	2.00E-21	none
	Bradi3g22900	0	none
	Bradi3g22910	1.00E-91	none
	Bradi3g22920	3.00E-80	none
11_10031	Bradi3g22930	0	none
11_20294	Bradi3g22940	1.00E-82	none
	Bradi3g22950	1.00E-55	none
11_10939	Bradi3g22960	4.00E-56	none
	Bradi3g22970		none
	Bradi3g22980	0	none
	Bradi3g22990	3.00E-72	none
	Bradi3g23000	2.00E-80	none
	Bradi3g23010	2.00E-104	none
	Bradi3g23020	2.00E-143	none
	Bradi3g23030	3.00E-66	none
	Bradi3g23040	0	none
	Bradi3g23050	2.00E-42	none
	Bradi3g23060		none
	Bradi3g23070	8.00E-114	none
	Bradi3g23080		none
	Bradi3g23090		none
	Bradi3g23100		none
	Bradi3g23110		none
	Bradi3g23120	2.00E-76	none
	Bradi3g23130	2.00E-48	none
	Bradi3g23140	5.00E-131	none
	Bradi3g23150	7.00E-60	none
	Bradi3g23160	0	none
	Bradi3g23170	0	none
	Bradi3g23180	6.00E-13	none
	Bradi3g23190	2.00E-29	none
	Bradi3g23200	2.00E-104	none
11_10935	Bradi3g23210	2.00E-57	none
	Bradi3g23220	8.00E-14	none
	Bradi3g23230	0	none
	Bradi3g23240	6.00E-71	none
	Bradi3g23250		none
	Bradi3g23260		none
	Bradi3g23270	7.00E-76	none
12_30041	Bradi3g23280	6.00E-63	none
	Bradi3g23290	8.00E-121	none
	Bradi3g23300	2.00E-54	none
	Bradi3g23310	3.00E-101	none
	Bradi3g23320	4.00E-12	none
	Bradi3g23330	9.00E-113	none
	Bradi3g23340	1.00E-51	none
12_31250	Bradi3g23350	3.00E-80	none
	Bradi3g23360	2.00E-94	none
	Bradi3g23370		none
	Bradi3g23380	4.00E-97	none
	Bradi3g23580		none
	Bradi3g23590	0	none
	Bradi3g23790		none
	Bradi3g23800	3.00E-157	none
12_11089	Bradi3g24000	6.00E-25	none
11_10469	Bradi3g24010	3.00E-69	none
	Bradi3g24210	0	none
	Bradi3g24410	7.00E-135	none
11_20724	Bradi3g24420	0	none
	Bradi3g24430	7.00E-117	none
	Bradi3g24440	3.00E-96	none
	Bradi3g24450	8.00E-64	none
	Bradi3g24650	3.00E-32	none
	Bradi3g24660	7.00E-33	none
	Bradi3g24670	2.00E-47	none
	Bradi3g24680	0	none
11_11405	Bradi3g24690	2.00E-67	none
	Bradi3g24700		none
	Bradi3g24710	8.00E-52	none
11_10582	Bradi3g24720	5.00E-49	none
	Bradi3g24730	5.00E-171	none
	Bradi3g24740	5.00E-112	none
	Bradi3g24750	7.00E-180	none
	Bradi3g24760	1.00E-50	none
	Bradi3g24960	3.00E-98	none
11_20580	Bradi3g25160	0	none
	Bradi3g25360		none
11_20720	Bradi3g25370	0	none
	Bradi3g25380	0	none
	Bradi3g25580	0	none
12_10905	Bradi3g25590	1.00E-113	none
11_10309	Bradi3g25600	0	none
	Bradi3g25610	9.00E-33	none
	Bradi3g25620	3.00E-130	none
	Bradi3g25630	1.00E-11	none
	Bradi3g25640	6.00E-19	none
	Bradi3g25650	1.00E-11	none
	Bradi3g25660	4.00E-167	none
	Bradi3g25670	1.00E-90	none
12_30573	Bradi3g25680	7.00E-43	none
11_10085	Bradi3g25880	2.00E-98	none
	Bradi3g25890		none
	Bradi3g25900	1.00E-40	none
	Bradi3g25910	0	none
	Bradi3g25920	6.00E-22	none
	Bradi3g25930	9.00E-176	none
	Bradi3g26130		none
	Bradi3g26140		none
	Bradi3g26150	5.00E-94	none
12_10506	Bradi3g26160	0	none
	Bradi3g26170		none
	Bradi3g26370	3.00E-113	none
	Bradi3g26380	2.00E-12	none
	Bradi3g26390	1.00E-86	none
	Bradi3g26400	0	none
	Bradi3g26410	2.00E-167	none
	Bradi3g26420	2.00E-34	none
	Bradi3g26430	8.00E-65	none
11_21161	Bradi3g26630	5.00E-24	none
	Bradi3g26640		none
	Bradi3g26650		none
	Bradi3g26660	8.00E-156	none
	Bradi3g26670	9.00E-61	none
	Bradi3g26680	8.00E-145	none
12_11300	Bradi3g26690	4.00E-69	none
	Bradi3g26700	2.00E-50	none
	Bradi3g26710	5.00E-46	none
	Bradi3g26720	2.00E-39	none
	Bradi3g26730	1.00E-122	none
	Bradi3g26740	2.00E-161	none
11_11405	Bradi3g26750	7.00E-62	none
	Bradi3g26760	4.00E-50	none
	Bradi3g26770	2.00E-93	none
12_20696	Bradi3g26780	0	none
12_20696	Bradi3g26790	0	none
	Bradi3g26800	2.00E-123	none
	Bradi3g26810	3.00E-91	none
	Bradi3g26820	1.00E-32	none
	Bradi3g26830	1.00E-167	none
	Bradi3g26840	4.00E-126	none
	Bradi3g26850	8.00E-127	none
11_20133	Bradi3g26860	0	none
	Bradi3g26870	3.00E-79	none
	Bradi3g26880	1.00E-55	none
12_30049	Bradi3g26890	0	none
	Bradi3g26900	6.00E-170	none
	Bradi3g26910	2.00E-18	none
	Bradi3g26920	1.00E-108	none
	Bradi3g26930	5.00E-93	none
	Bradi3g26940		none
	Bradi3g26950	3.00E-15	none
	Bradi3g26960		none
	Bradi3g26970	5.00E-57	none
	Bradi3g26980	1.00E-29	none
	Bradi3g26990	1.00E-21	none
11_20895	Bradi3g27000	0	none
	Bradi3g27010	3.00E-171	none
	Bradi3g27020	2.00E-89	none
	Bradi3g27030	3.00E-70	none
	Bradi3g27040	1.00E-19	none
	Bradi3g27050	4.00E-25	none
	Bradi3g27060	5.00E-44	none
	Bradi3g27070	2.00E-34	none
	Bradi3g27080	3.00E-22	none
	Bradi3g27090	2.00E-148	none
	Bradi3g27100	1.00E-12	none
	Bradi3g27110	5.00E-71	none
	Bradi3g27120	0	none
	Bradi3g27130	9.00E-17	none
	Bradi3g27140	1.00E-80	none
	Bradi3g27150	5.00E-29	none
	Bradi3g27160	2.00E-19	none
	Bradi3g27170	1.00E-15	none
	Bradi3g27180	5.00E-111	none
	Bradi3g27190	2.00E-105	none
	Bradi3g27200	5.00E-60	none
	Bradi3g27210	2.00E-85	none
	Bradi3g27220	1.00E-41	none
	Bradi3g27230		none
	Bradi3g27240	6.00E-165	none
	Bradi3g27250	1.00E-176	none
11_10056	Bradi3g27260	7.00E-127	none
	Bradi3g27270	9.00E-172	none
12_30009	Bradi3g27280	2.00E-127	none
	Bradi3g27290	6.00E-83	none
	Bradi3g27300	2.00E-63	none
	Bradi3g27310	8.00E-75	none
12_30009	Bradi3g27320	7.00E-57	none
	Bradi3g27330	0	none
	Bradi3g27340		none
	Bradi3g27350	8.00E-37	none
	Bradi3g27360	8.00E-11	none
	Bradi3g27370	3.00E-48	none
	Bradi3g27380	3.00E-57	none
	Bradi3g27390	3.00E-18	none
	Bradi3g27400	7.00E-122	none
	Bradi3g27410	5.00E-89	none
	Bradi3g27420	2.00E-28	none
	Bradi3g27430	6.00E-21	none
	Bradi3g27440	2.00E-103	none
	Bradi3g27450	2.00E-100	none
	Bradi3g27460	4.00E-92	none
	Bradi3g27470	5.00E-81	none
	Bradi3g27480	2.00E-166	none
	Bradi3g27490		none
12_21449	Bradi3g27500	3.00E-73	none
	Bradi3g27510		none
	Bradi3g27520	2.00E-50	none
	Bradi3g27530		none
	Bradi3g27540		none
	Bradi3g27550	3.00E-32	none
	Bradi3g27560	9.00E-14	none
	Bradi3g27570	3.00E-92	none
	Bradi3g27580	3.00E-178	none
	Bradi3g27590	2.00E-176	none
	Bradi3g27600	6.00E-37	none
	Bradi3g27610	0	none
	Bradi3g27620	5.00E-84	none
	Bradi3g27630	3.00E-55	none
	Bradi3g27640	2.00E-92	none
12_30155	Bradi3g27650	0	none
	Bradi3g27660	3.00E-106	none
	Bradi3g27670	0	none
11_21024	Bradi3g27680	0	none
	Bradi3g27690	2.00E-16	none
	Bradi3g27700	1.00E-82	none
	Bradi3g27710	1.00E-16	none
	Bradi3g27720	3.00E-55	none
	Bradi3g27730	4.00E-81	none
	Bradi3g27740	1.00E-107	none
	Bradi3g27750	1.00E-66	none
	Bradi3g27760	6.00E-69	none
	Bradi3g27770	4.00E-90	none
	Bradi3g27780	2.00E-90	none
12_30584	Bradi3g27790	0	none
	Bradi3g27800	1.00E-108	none
	Bradi3g27810		none
	Bradi3g27820		none
	Bradi3g27830		none
	Bradi3g27840		none
	Bradi3g27850	9.00E-157	none
	Bradi3g27860	1.00E-100	none
	Bradi3g27870	0	none
	Bradi3g27880	5.00E-153	none
11_11336	Bradi3g27890	7.00E-113	none
	Bradi3g27900	5.00E-154	none
	Bradi3g27910	2.00E-121	none
	Bradi3g27920	3.00E-75	none
12_31224	Bradi3g27930	5.00E-152	none
	Bradi3g27940	8.00E-66	none
	Bradi3g27950	1.00E-107	none
	Bradi3g27960	0	none
	Bradi3g27970	9.00E-86	none
	Bradi3g27980	2.00E-130	none
	Bradi3g27990	2.00E-131	none
	Bradi3g28000	1.00E-13	none
12_30232	Bradi3g28010	3.00E-91	none
12_30232	Bradi3g28020	3.00E-95	none
12_30232	Bradi3g28030	2.00E-86	none
12_30232	Bradi3g28040	1.00E-92	none
	Bradi3g28050		none
	Bradi3g28060	8.00E-145	none
	Bradi3g28070	0	none
	Bradi3g28080		none
11_20732	Bradi3g28090	2.00E-110	none
	Bradi3g28100	0	none
	Bradi3g28110	5.00E-19	none
	Bradi3g28120	8.00E-178	none
	Bradi3g28130	8.00E-11	none
	Bradi3g28140	6.00E-42	none
	Bradi3g28150	2.00E-127	none
	Bradi3g28160	1.00E-136	none
	Bradi3g28170		none
	Bradi3g28180	2.00E-104	none
	Bradi3g28190	2.00E-83	none
	Bradi3g28200	9.00E-117	none
	Bradi3g28210	0	none
	Bradi3g28220	3.00E-92	none
	Bradi3g28230	5.00E-63	none
	Bradi3g28240	1.00E-91	none
	Bradi3g28250	3.00E-86	none
	Bradi3g28260		none
11_20974	Bradi3g28270	2.00E-65	none
11_20757	Bradi3g28280	0	none
	Bradi3g28290	2.00E-14	none
12_10071	Bradi3g28300	1.00E-77	none
	Bradi3g28310	8.00E-21	none
	Bradi3g28320	7.00E-61	none
	Bradi3g28330		none
	Bradi3g28340	1.00E-105	none
11_10254	Bradi3g28350	0	none
	Bradi3g28360		none
	Bradi3g28370	2.00E-87	none
	Bradi3g28380	2.00E-111	none
	Bradi3g28390	7.00E-129	none
12_10810	Bradi3g28400	4.00E-131	none
12_10810	Bradi3g28410	1.00E-130	none
12_10810	Bradi3g28420	6.00E-132	none
	Bradi3g28430	1.00E-103	none
	Bradi3g28440	8.00E-78	none
12_31178	Bradi3g28450	0	none
12_31178	Bradi3g28460	0	none
	Bradi3g28470	2.00E-75	none
	Bradi3g28480	4.00E-156	none
	Bradi3g28490	0	none
	Bradi3g28500	2.00E-26	none
	Bradi3g28510	3.00E-22	none
	Bradi3g28520	0	none
	Bradi3g28530	1.00E-39	none
	Bradi3g28540	6.00E-38	none
	Bradi3g28550	5.00E-90	none
	Bradi3g28560	1.00E-82	none
	Bradi3g28570	7.00E-84	none
	Bradi3g28580	0	none
	Bradi3g28590	1.00E-44	none
	Bradi3g28600	0	none
	Bradi3g28610		none
	Bradi3g28620		none
	Bradi3g28630		none
	Bradi3g28640	3.00E-79	none
	Bradi3g28650	1.00E-164	none
	Bradi3g28660	1.00E-94	none
	Bradi3g28670	3.00E-15	none
	Bradi3g28680	5.00E-105	none
	Bradi3g28690	2.00E-70	none
	Bradi3g28700	1.00E-131	none
12_11173	Bradi3g28710	0	none
	Bradi3g28720	0	none
	Bradi3g28730	2.00E-77	none
	Bradi3g28740	0	none
	Bradi3g28750	2.00E-52	none
	Bradi3g28760	5.00E-84	none
	Bradi3g28770	0	none
	Bradi3g28780	1.00E-55	none
	Bradi3g28790	1.00E-117	none
	Bradi3g28800	3.00E-55	none
	Bradi3g28810		none
12_21408	Bradi3g28820	7.00E-172	none
	Bradi3g28830	1.00E-57	none
	Bradi3g28840		none
	Bradi3g28850		none
	Bradi3g28860	7.00E-42	none
	Bradi3g28870		none
	Bradi3g28880	2.00E-47	none
	Bradi3g28890	3.00E-50	none
	Bradi3g28900	3.00E-111	none
	Bradi3g28910	6.00E-57	none
	Bradi3g28920	3.00E-170	none
11_10223	Bradi3g28930	0	none
	Bradi3g28940	2.00E-119	none
11_20623	Bradi3g28950	3.00E-105	none
	Bradi3g28960		none
	Bradi3g28970	0	none
	Bradi3g28980	2.00E-37	none
	Bradi3g28990	2.00E-60	none
	Bradi3g29000		none
	Bradi3g29010	2.00E-38	none
	Bradi3g29020	3.00E-82	none
	Bradi3g29030	2.00E-89	none
	Bradi3g29040	6.00E-98	none
	Bradi3g29050	8.00E-107	none
	Bradi3g29060	6.00E-70	none
	Bradi3g29070		none
	Bradi3g29080	2.00E-153	none
	Bradi3g29090	5.00E-69	none
	Bradi3g29100	5.00E-74	none
	Bradi3g29110	5.00E-92	none
	Bradi3g29120	4.00E-87	none
	Bradi3g29130	2.00E-65	none
	Bradi3g29140	1.00E-16	none
	Bradi3g29150		none
	Bradi3g29160	2.00E-49	none
	Bradi3g29170	3.00E-11	none
	Bradi3g29180	2.00E-49	none
	Bradi3g29190	2.00E-76	none
	Bradi3g29200		none
	Bradi3g29210	7.00E-180	none
	Bradi3g29220	2.00E-29	none
	Bradi3g29230	1.00E-70	none
	Bradi3g29240	4.00E-114	none
	Bradi3g29250	5.00E-149	none
	Bradi3g29260	2.00E-52	none
	Bradi3g29270	4.00E-128	none
	Bradi3g29280	7.00E-78	none
	Bradi3g29290	2.00E-83	none
	Bradi3g29300	4.00E-103	none
	Bradi3g29310	1.00E-107	none
	Bradi3g29320	4.00E-35	none
	Bradi3g29330	3.00E-34	none
	Bradi3g29340		none
	Bradi3g29350	4.00E-57	none
	Bradi3g29360	5.00E-26	none
	Bradi3g29370		none
	Bradi3g29380		none
	Bradi3g29390	2.00E-70	none
	Bradi3g29400	1.00E-63	none
11_20427	Bradi3g29410	2.00E-73	none
	Bradi3g29420	0	none
	Bradi3g29430	7.00E-24	none
	Bradi3g29440	0	none
	Bradi3g29450	2.00E-78	none
	Bradi3g29460	3.00E-57	none
	Bradi3g29470	5.00E-87	none
	Bradi3g29480	8.00E-13	none
	Bradi3g29490		none
11_10065	Bradi3g29500	3.00E-60	none
	Bradi3g29510		none
	Bradi3g29520		none
	Bradi3g29530	2.00E-111	none
	Bradi3g29540	8.00E-39	none
	Bradi3g29550	4.00E-44	none
	Bradi3g29560	1.00E-30	none
	Bradi3g29570	3.00E-32	none
	Bradi3g29580	2.00E-57	none
	Bradi3g29590	9.00E-86	none
	Bradi3g29600	5.00E-91	none
	Bradi3g29610	4.00E-22	none
	Bradi3g29620	2.00E-50	none
	Bradi3g29630		none
	Bradi3g29640	8.00E-94	none
	Bradi3g29650	1.00E-101	none
	Bradi3g29660	1.00E-74	none
	Bradi3g29670	7.00E-99	none
	Bradi3g29680	7.00E-100	none
	Bradi3g29690	6.00E-56	none
	Bradi3g29700	2.00E-166	none
	Bradi3g29710	4.00E-101	none
	Bradi3g29720	2.00E-83	none
	Bradi3g29730	1.00E-64	none
	Bradi3g29740	3.00E-37	none
	Bradi3g29750	0	none
	Bradi3g29760	1.00E-149	none
	Bradi3g29770	2.00E-66	none
	Bradi3g29780	4.00E-128	none
	Bradi3g29790	2.00E-173	none
	Bradi3g29800	2.00E-170	none
	Bradi3g29810	0	none
	Bradi3g29820	3.00E-59	none
	Bradi3g29830	2.00E-111	none
	Bradi3g29840	2.00E-164	none
	Bradi3g29850	0	none
	Bradi3g29860	2.00E-134	none
	Bradi3g29870	0	none
	Bradi3g29880	0	none
	Bradi3g29890	2.00E-15	none
	Bradi3g29900	7.00E-56	none
11_21193	Bradi3g29910	2.00E-153	none
	Bradi3g29920	1.00E-154	none
	Bradi3g29930	1.00E-60	none
	Bradi3g29940	4.00E-18	none
	Bradi3g29950	1.00E-134	none
	Bradi3g29960	0	none
	Bradi3g29970	1.00E-145	none
	Bradi3g29980	0	none
12_31381	Bradi3g29990	0	none
	Bradi3g30000	4.00E-87	none
	Bradi3g30010	2.00E-155	none
	Bradi3g30020	1.00E-113	none
	Bradi3g30030	3.00E-103	none
	Bradi3g30040	2.00E-115	none
	Bradi3g30050		none
