locus barley	locus artificial data	e-value	description
12_30390	locus 0078	0	none
12_10670	locus 0079	5.00E-67	none
11_21151	locus 0080	1.00E-106	none
11_11213	locus 0081	1.00E-133	none
11_20178	locus 0082	9.00E-76	none
11_20765	locus 0083	0	none
11_11398	locus 0084	3.00E-71	none
11_20358	locus 0085	1.00E-131	none
11_10588	locus 0086	0	none
12_30138	locus 0087	1.00E-100	none
11_20384	locus 0088	3.00E-10	none
11_20732	locus 0089	0	none
12_30232	locus 0090	0	none
12_30142	locus 0091	3.00E-85	none
11_10785	locus 0092	1.00E-110	none
12_30718	locus 0093	1.00E-120	none
12_30584	locus 0094	0	none
12_30046	locus 0095	0	none
11_11292	locus 0096	4.00E-90	none
12_30117	locus 0097	0	none
12_30114	locus 0098	1.00E-109	none
12_30554	locus 0099	1.00E-110	none
11_20838	locus 0100	0	none
12_10271	locus 0101	0	none
12_10824	locus 0102	6.00E-29	none
11_21243	locus 0103	1.00E-113	none
11_20762	locus 0104	0	none
12_10666	locus 0105	0	none
11_20119	locus 0106	0	none
12_30987	locus 0107	0	none
12_30988	locus 0108	0	none
12_30539	locus 0109	2.00E-32	none
12_11183	locus 0110	1.00E-138	none
11_11470	locus 0111	2.00E-97	none
12_30158	locus 0112	0	none
11_10614	locus 0113	0	none
11_20454	locus 0114	0	none
11_20515	locus 0115	1.00E-49	none
11_10510	locus 0116	0	none
12_31139	locus 0117	0	none
11_10334	locus 0118	0	none
12_11139	locus 0119	0	none
12_30990	locus 0120	0	none
11_21111	locus 0121	2.00E-77	none
11_20974	locus 0122	7.00E-77	none
12_11194	locus 0123	0	none
12_30385	locus 0124	6.00E-38	none
11_10123	locus 0125	0	none
12_31138	locus 0126	1.00E-115	none
11_10712	locus 0127	1.00E-151	none
12_11233	locus 0128	1.00E-141	none
12_20237	locus 0129	2.00E-87	none
11_11299	locus 0130	1.00E-146	none
11_20701	locus 0131	1.00E-171	none
12_11235	locus 0132	1.00E-161	none
11_11066	locus 0133	1.00E-116	none
11_21035	locus 0134	1.00E-176	none
11_20883	locus 0135	1.00E-153	none
11_10697	locus 0136	1.00E-145	none
12_30146	locus 0137	1.00E-154	none
11_10611	locus 0138	1.00E-126	none
11_21130	locus 0139	1.00E-106	none
11_21210	locus 0140	1.00E-108	none
11_20224	locus 0141	3.00E-78	none
11_10269	locus 0142	0	none
12_20760	locus 0143	4.00E-42	none
12_30873	locus 0144	2.00E-46	none
12_30476	locus 0145	3.00E-92	none
11_20007	locus 0146	0	none
11_10610	locus 0147	3.00E-36	none
12_30425	locus 0148	1.00E-168	none
12_21450	locus 0149	0	none
11_20272	locus 0150	1.00E-115	none
11_10387	locus 0151	7.00E-88	none
12_30239	locus 0152	2.00E-70	none
12_30006	locus 0153	1.00E-134	none
12_31422	locus 0154	1.00E-122	none
11_11186	locus 0155	1.00E-134	none
11_20089	locus 0156	2.00E-70	none
11_11019	locus 0157	0	none
12_30824	locus 0158	0	none
12_30825	locus 0159	0	none
11_20013	locus 0160	2.00E-39	none
12_30163	locus 0161	0	none
11_20894	locus 0162	4.00E-39	none
12_30976	locus 0163	1.00E-12	none
12_30543	locus 0164	1.00E-101	none
11_20553	locus 0165	0	none
12_30984	locus 0166	0.00000002	none
12_30975	locus 0167	1.00E-12	none
12_30983	locus 0168	0.00000002	none
12_31023	locus 0169	5.00E-62	none
12_30591	locus 0170	0	none
12_30001	locus 0171	0	none
12_30977	locus 0172	1.00E-12	none
11_20206	locus 0173	0	none
12_31022	locus 0174	5.00E-62	none
11_21202	locus 0175	1.00E-126	none
11_11381	locus 0176	1.00E-134	none
11_21221	locus 0177	0	none
11_20533	locus 0178	0	none
12_31094	locus 0179	0.0000002	none
11_20010	locus 0180	1.00E-177	none
12_30714	locus 0181	2.00E-56	none
11_21365	locus 0182	7.00E-96	none
11_10695	locus 0183	1.00E-125	none
11_20873	locus 0184	1.00E-105	none
12_30167	locus 0185	1.00E-170	none
11_21065	locus 0186	6.00E-43	none
11_21426	locus 0187	2.00E-96	none
11_10974	locus 0188	1.00E-166	none
11_20761	locus 0189	1.00E-103	none
12_30531	locus 0190	2.00E-37	none
11_11048	locus 0191	2.00E-91	none
12_20576	locus 0192	0	none
11_21324	locus 0193	1.00E-156	none
12_10530	locus 0194	0	none
12_10499	locus 0195	1.00E-52	none
11_10688	locus 0196	3.00E-91	none
11_10580	locus 0197	4.00E-76	none
12_30410	locus 0198	0	none
11_10621	locus 0199	0	none
11_20980	locus 0200	1.00E-127	none
11_21391	locus 0201	1.00E-108	none
11_20845	locus 0202	1.00E-128	none
12_11318	locus 0203	1.00E-151	none
12_10864	locus 0204	2.00E-36	none
12_20770	locus 0205	1.00E-147	none
12_30707	locus 0206	4.00E-83	none
11_21253	locus 0207	0	none
11_20729	locus 0208	1.00E-39	none
12_31312	locus 0209	9.00E-60	none
11_20903	locus 0210	1.00E-116	none
11_20766	locus 0211	0	none
11_10955	locus 0212	1.00E-170	none
12_30654	locus 0213	1.00E-160	none
11_20571	locus 0214	9.00E-76	none
11_10260	locus 0215	1.00E-168	none
11_20987	locus 0216	2.00E-78	none
12_30105	locus 0217	1.00E-138	none
11_11432	locus 0218	1.00E-125	none
12_31492	locus 0219	1.00E-101	none
12_21372	locus 0220	5.00E-20	none
12_31257	locus 0221	0.00000006	none
11_21401	locus 0222	0	none
12_10923	locus 0223	0	none
11_11198	locus 0224	1.00E-135	none
12_31155	locus 0225	0	none
12_30454	locus 0226	1.00E-124	none
12_30354	locus 0227	4.00E-30	none
11_21116	locus 0228	1.00E-168	none
12_30729	locus 0229	1.00E-148	none
11_20841	locus 0230	0	none
11_10116	locus 0231	1.00E-150	none
12_31512	locus 0232	7.00E-55	none
12_31390	locus 0233	0	none
11_21447	locus 0234	0	none
11_20101	locus 0235	2.00E-42	none
11_21308	locus 0236	2.00E-78	none
11_20697	locus 0237	1.00E-106	none
11_10995	locus 0238	1.00E-142	none
11_21011	locus 0239	0	none
11_20958	locus 0240	0	none
11_10240	locus 0241	6.00E-66	none
11_20708	locus 0242	0	none
11_21040	locus 0243	2.00E-76	none
11_10252	locus 0244	0	none
11_10177	locus 0245	0	none
12_30768	locus 0246	1.00E-171	none
12_30792	locus 0247	1.00E-47	none
12_11399	locus 0248	1.00E-137	none
11_10318	locus 0249	0	none
12_11462	locus 0250	1.00E-133	none
12_31317	locus 0251	4.00E-85	none
11_21350	locus 0252	6.00E-71	none
11_10157	locus 0253	2.00E-83	none
11_20700	locus 0254	0	none
12_30337	locus 0255	1.00E-88	none
11_20129	locus 0256	1.00E-137	none
12_30709	locus 0257	1.00E-137	none
12_30575	locus 0258	0	none
11_10058	locus 0259	1.00E-102	none
11_10481	locus 0260	0	none
12_30728	locus 0261	1.00E-72	none
11_21260	locus 0262	0	none
11_20332	locus 0263	0	none
12_30193	locus 0264	1.00E-89	none
12_30717	locus 0265	7.00E-37	none
12_30109	locus 0266	0	none
11_20179	locus 0267	4.00E-86	none
11_20396	locus 0268	4.00E-57	none
11_11506	locus 0269	4.00E-79	none
11_11128	locus 0270	0	none
11_20737	locus 0271	5.00E-82	none
11_10661	locus 0272	1.00E-111	none
12_31259	locus 0273	9.00E-72	none
11_11469	locus 0274	0	none
11_20524	locus 0275	0	none
11_20461	locus 0276	1.00E-162	none
12_30408	locus 0277	1.00E-120	none
11_21215	locus 0278	3.00E-28	none
11_11260	locus 0279	2.00E-69	none
11_21318	locus 0280	0	none
12_30214	locus 0281	3.00E-90	none
12_20059	locus 0282	2.00E-73	none
12_10508	locus 0283	0	none
11_21536	locus 0284	1.00E-116	none
12_31117	locus 0285	1.00E-116	none
11_20239	locus 0286	0	none
12_10079	locus 0287	1.00E-115	none
11_21148	locus 0288	3.00E-40	none
12_10264	locus 0289	0	none
11_20105	locus 0290	1.00E-86	none
11_20306	locus 0291	0	none
12_30747	locus 0292	4.00E-44	none
12_10899	locus 0293	2.00E-91	none
12_30644	locus 0294	1.00E-168	none
12_30538	locus 0295	0	none
12_31183	locus 0296	1.00E-169	none
11_11240	locus 0297	1.00E-133	none
12_11151	locus 0298	1.00E-146	none
11_20283	locus 0299	0	none
11_20961	locus 0300	0	none
12_20981	locus 0301	0	none
12_10034	locus 0302	6.00E-83	none
12_11512	locus 0303	1.00E-85	none
11_20501	locus 0304	1.00E-109	none
12_31340	locus 0305	4.00E-59	none
12_31451	locus 0306	1.00E-159	none
12_11363	locus 0307	6.00E-82	none
12_30700	locus 1_0001	4.00E-80	none
11_10840	locus 1_0002	1.00E-108	none
12_31503	locus 1_0003	1.00E-124	none
11_10671	locus 1_0004	0	none
11_20372	locus 1_0005	1.00E-77	none
12_30111	locus 1_0006	1.00E-163	none
12_31062	locus 1_0007	0	none
12_31064	locus 1_0008	0	none
12_31280	locus 1_0009	3.00E-70	none
11_21200	locus 1_0010	2.00E-48	none
12_10725	locus 1_0011	1.00E-139	none
11_11221	locus 1_0012	0	none
11_21508	locus 1_0013	1.00E-168	none
12_11385	locus 1_0014	1.00E-168	none
11_11159	locus 1_0015	0	none
12_30515	locus 1_0016	0	none
12_30011	locus 1_0017	0	none
12_11089	locus 1_0018	1.00E-125	none
12_31032	locus 1_0019	3.00E-43	none
12_31033	locus 1_0020	3.00E-43	none
12_31034	locus 1_0021	3.00E-43	none
12_31035	locus 1_0022	3.00E-43	none
11_20265	locus 1_0023	1.00E-146	none
11_21344	locus 1_0024	1.00E-178	none
11_11281	locus 1_0025	1.00E-142	none
11_20441	locus 1_0026	1.00E-142	none
12_30745	locus 1_0027	1.00E-121	none
12_31477	locus 1_0028	1.00E-154	none
11_20713	locus 1_0029	0	none
12_21036	locus 1_0030	1.00E-138	none
11_21275	locus 1_0031	1.00E-110	none
11_21121	locus 1_0032	0	none
11_21239	locus 1_0033	2.00E-95	none
11_10641	locus 1_0034	1.00E-149	none
12_30080	locus 1_0035	2.00E-51	none
12_10203	locus 1_0036	0	none
12_20278	locus 1_0037	0	none
12_11438	locus 1_0038	2.00E-30	none
11_20392	locus 1_0039	7.00E-96	none
11_11249	locus 1_0040	6.00E-60	none
12_30007	locus 1_0041	1.00E-131	none
12_30966	locus 1_0042	0	none
12_20350	locus 1_0043	1.00E-47	none
12_10548	locus 1_0044	0	none
12_20297	locus 1_0045	1.00E-114	none
12_30719	locus 1_0046	1.00E-116	none
11_20367	locus 1_0047	1.00E-128	none
11_21001	locus 1_0048	1.00E-107	none
12_10953	locus 1_0049	8.00E-54	none
11_21309	locus 1_0050	3.00E-95	none
12_20818	locus 1_0051	0	none
11_10183	locus 1_0052	0	none
12_10634	locus 1_0053	1.00E-72	none
11_10127	locus 1_0054	1.00E-116	none
11_21133	locus 1_0055	1.00E-133	none
12_21128	locus 1_0056	1.00E-176	none
11_20236	locus 1_0057	0	none
12_10633	locus 1_0058	0	none
11_20096	locus 1_0059	4.00E-36	none
11_10167	locus 1_0060	1.00E-151	none
11_20246	locus 1_0061	1.00E-154	none
12_10140	locus 1_0062	0	none
11_20736	locus 1_0063	0	none
12_11515	locus 1_0064	0	none
11_11355	locus 1_0065	1.00E-138	none
12_30314	locus 1_0066	1.00E-80	none
11_20645	locus 1_0067	6.00E-41	none
12_21186	locus 1_0068	0	none
11_21445	locus 1_0069	1.00E-107	none
11_21480	locus 1_0070	0	none
12_31427	locus 1_0071	6.00E-37	none
12_10674	locus 1_0072	1.00E-25	none
12_31361	locus 1_0073	0	none
11_10524	locus 1_0074	2.00E-57	none
12_11106	locus 1_0075	0	none
11_21150	locus 1_0076	1.00E-100	none
12_10930	locus 1_0077	0	none
11_11290	locus 1_0078	1.00E-153	none
12_21497	locus 1_0079	1.00E-153	none
11_10578	locus 1_0080	6.00E-26	none
11_20497	locus 1_0081	6.00E-48	none
12_31271	locus 1_0082	1.00E-115	none
11_20526	locus 1_0083	1.00E-119	none
12_11134	locus 1_0084	0	none
12_30533	locus 1_0085	0	none
11_20097	locus 1_0086	5.00E-66	none
11_10518	locus 1_0087	1.00E-125	none
12_30834	locus 1_0088	1.00E-125	none
11_10771	locus 1_0089	3.00E-67	none
11_20449	locus 1_0090	6.00E-71	none
11_11473	locus 1_0091	2.00E-67	none
12_30182	locus 1_0092	0	none
11_20850	locus 1_0093	1.00E-173	none
12_10408	locus 1_0094	5.00E-67	none
11_10622	locus 1_0095	0	none
11_21421	locus 1_0096	2.00E-51	none
11_10414	locus 1_0097	3.00E-71	none
11_20327	locus 1_0098	0	none
11_11350	locus 1_0099	2.00E-41	none
12_20403	locus 1_0100	1.00E-149	none
12_30098	locus 1_0101	1.00E-154	none
11_20018	locus 1_0102	5.00E-29	none
11_20134	locus 1_0103	0	none
11_10024	locus 1_0104	1.00E-48	none
11_20549	locus 1_0105	1.00E-101	none
12_10844	locus 1_0106	0.000000002	none
12_31417	locus 1_0107	0	none
11_21314	locus 1_0108	4.00E-36	none
11_21321	locus 1_0109	3.00E-56	none
11_10834	locus 1_0110	1.00E-113	none
12_30850	locus 1_0111	4.00E-57	none
12_30854	locus 1_0112	5.00E-11	none
12_30855	locus 1_0113	5.00E-11	none
12_30847	locus 1_0114	1.00E-68	none
11_20320	locus 1_0115	2.00E-81	none
12_30852	locus 1_0116	2.00E-81	none
12_10077	locus 1_0117	0	none
11_20795	locus 1_0118	1.00E-180	none
11_21168	locus 1_0119	0	none
11_21061	locus 1_0120	4.00E-99	none
12_30705	locus 1_0121	0	none
12_31236	locus 1_0122	1.00E-145	none
11_20805	locus 1_0123	1.00E-133	none
12_10507	locus 1_0124	1.00E-137	none
11_11273	locus 1_0125	9.00E-98	none
11_10477	locus 1_0126	0	none
12_30056	locus 1_0127	0	none
12_30456	locus 1_0128	0	none
11_11341	locus 1_0129	1.00E-127	none
12_30619	locus 1_0130	0	none
11_11200	locus 1_0131	0	none
12_11245	locus 1_0132	2.00E-49	none
11_10094	locus 1_0133	0	none
11_20629	locus 1_0134	5.00E-91	none
11_20637	locus 1_0135	0	none
12_11298	locus 1_0136	1.00E-159	none
11_20127	locus 1_0137	1.00E-10	none
12_30524	locus 1_0138	0	none
12_31278	locus 1_0139	1.00E-62	none
11_11507	locus 1_0140	9.00E-88	none
11_21422	locus 1_0141	1.00E-64	none
12_20045	locus 1_0142	5.00E-31	none
11_11456	locus 1_0143	6.00E-58	none
12_30377	locus 1_0144	2.00E-43	none
11_11024	locus 1_0145	9.00E-61	none
11_21325	locus 1_0146	0	none
12_11535	locus 1_0147	1.00E-115	none
12_10228	locus 1_0148	0	none
11_20653	locus 1_0149	0	none
11_21203	locus 1_0150	0	none
12_30611	locus 1_0151	1.00E-43	none
11_20003	locus 1_0152	1.00E-47	none
12_30169	locus 1_0153	2.00E-86	none
12_30590	locus 1_0154	1.00E-101	none
11_10360	locus 1_0155	0	none
11_20347	locus 1_0156	4.00E-16	none
11_10805	locus 1_0157	4.00E-98	none
11_20300	locus 1_0158	0	none
11_11375	locus 1_0159	3.00E-93	none
12_30067	locus 1_0160	7.00E-61	none
11_10045	locus 1_0161	0	none
11_10146	locus 1_0162	1.00E-102	none
12_11472	locus 1_0163	5.00E-85	none
11_20298	locus 1_0164	3.00E-70	none
11_20259	locus 1_0165	0	none
11_21247	locus 1_0166	1.00E-18	none
11_11090	locus 1_0167	1.00E-127	none
12_21471	locus 1_0168	1.00E-127	none
11_21177	locus 1_0169	1.00E-111	none
11_10705	locus 1_0170	1.00E-150	none
11_20487	locus 1_0171	2.00E-54	none
12_30883	locus 1_0172	1.00E-111	none
11_10783	locus 1_0173	2.00E-62	none
12_30869	locus 1_0174	0	none
12_30668	locus 1_0175	1.00E-153	none
11_11080	locus 1_0176	1.00E-88	none
11_20188	locus 1_0177	1.00E-111	none
12_30929	locus 1_0178	1.00E-111	none
12_30930	locus 1_0179	1.00E-111	none
11_21241	locus 1_0180	0	none
12_31237	locus 1_0181	1.00E-156	none
11_20884	locus 1_0182	1.00E-144	none
11_10855	locus 1_0183	2.00E-93	none
11_10095	locus 1_0184	0	none
12_30635	locus 1_0185	0	none
11_21289	locus 1_0186	7.00E-59	none
11_10845	locus 1_0187	6.00E-97	none
11_11532	locus 1_0188	9.00E-56	none
11_10755	locus 1_0189	1.00E-11	none
12_31366	locus 1_0190	5.00E-12	none
11_11071	locus 1_0191	1.00E-91	none
11_20551	locus 1_0192	9.00E-37	none
12_30556	locus 1_0193	0	none
11_20375	locus 1_0194	1.00E-119	none
11_10819	locus 1_0195	0	none
11_10658	locus 1_0196	0	none
11_10292	locus 1_0197	0	none
12_31217	locus 1_0198	1.00E-135	none
11_11092	locus 1_0199	0	none
12_30833	locus 1_0200	1.00E-74	none
11_20731	locus 1_0201	1.00E-107	none
12_31182	locus 1_0202	5.00E-55	none
12_31234	locus 1_0203	7.00E-52	none
12_20830	locus 1_0204	1.00E-135	none
11_20568	locus 1_0205	0	none
11_21077	locus 1_0206	5.00E-96	none
11_10104	locus 1_0207	4.00E-57	none
11_10557	locus 1_0208	1.00E-161	none
12_30580	locus 1_0209	1.00E-117	none
12_30400	locus 1_0210	3.00E-86	none
11_21297	locus 1_0211	2.00E-45	none
11_20791	locus 1_0212	0	none
11_20388	locus 1_0213	1.00E-179	none
12_31165	locus 1_0214	0	none
12_21462	locus 1_0215	1.00E-87	none
11_20100	locus 1_0216	0	none
11_11441	locus 1_0217	7.00E-55	none
12_31206	locus 1_0218	5.00E-71	none
12_30062	locus 1_0219	0	none
11_10363	locus 1_0220	0	none
12_10904	locus 1_0221	1.00E-113	none
12_30183	locus 1_0222	8.00E-93	none
12_10333	locus 1_0223	1.00E-179	none
11_21360	locus 1_0224	4.00E-80	none
11_10080	locus 1_0225	4.00E-68	none
12_31050	locus 1_0226	2.00E-45	none
12_31221	locus 2_0001	2.00E-95	none
12_30795	locus 2_0002	2.00E-67	none
11_10589	locus 2_0003	0	none
11_21355	locus 2_0004	1.00E-136	none
12_10016	locus 2_0005	1.00E-75	none
11_20104	locus 2_0006	2.00E-73	none
11_20573	locus 2_0007	0	none
11_10217	locus 2_0008	0	none
12_30830	locus 2_0009	0	none
11_11490	locus 2_0010	1.00E-100	none
12_20186	locus 2_0011	8.00E-62	none
11_11497	locus 2_0012	1.00E-149	none
11_10901	locus 2_0013	1.00E-52	none
11_21041	locus 2_0014	1.00E-139	none
11_11185	locus 2_0015	1.00E-168	none
11_10820	locus 2_0016	1.00E-178	none
12_30759	locus 2_0017	6.00E-91	none
12_30238	locus 2_0018	1.00E-156	none
11_20545	locus 2_0019	4.00E-88	none
12_20317	locus 2_0020	8.00E-53	none
11_10536	locus 2_0021	0	none
11_10902	locus 2_0022	4.00E-90	none
11_10161	locus 2_0023	1.00E-149	none
11_10528	locus 2_0024	5.00E-78	none
11_10741	locus 2_0025	0	none
12_30165	locus 2_0026	0	none
11_20078	locus 2_0027	6.00E-66	none
11_21024	locus 2_0028	0	none
11_20324	locus 2_0029	1.00E-131	none
11_21452	locus 2_0030	8.00E-31	none
11_10385	locus 2_0031	1.00E-94	none
11_10582	locus 2_0032	5.00E-95	none
11_20560	locus 2_0033	1.00E-100	none
11_20876	locus 2_0034	0	none
12_30642	locus 2_0035	0	none
11_10336	locus 2_0036	1.00E-134	none
12_11325	locus 2_0037	1.00E-155	none
11_20646	locus 2_0038	1.00E-150	none
12_10273	locus 2_0039	1.00E-130	none
11_21018	locus 2_0040	1.00E-146	none
12_31375	locus 2_0041	1.00E-154	none
11_11464	locus 2_0042	1.00E-109	none
12_30162	locus 2_0043	0	none
11_20988	locus 2_0044	0	none
11_20934	locus 2_0045	1.00E-159	none
11_20334	locus 2_0046	1.00E-112	none
11_20829	locus 2_0047	0	none
11_20826	locus 2_0048	5.00E-97	none
12_30666	locus 2_0049	0	none
11_11216	locus 2_0050	1.00E-148	none
12_30566	locus 2_0051	1.00E-130	none
11_20686	locus 2_0052	8.00E-32	none
11_20546	locus 2_0053	0	none
12_10769	locus 2_0054	0	none
12_30087	locus 2_0055	1.00E-117	none
11_10869	locus 2_0056	3.00E-98	none
11_10778	locus 2_0057	1.00E-124	none
12_20867	locus 2_0058	4.00E-52	none
12_21290	locus 2_0059	1.00E-163	none
11_10600	locus 2_0060	0	none
11_21012	locus 2_0061	1.00E-125	none
11_21141	locus 2_0062	1.00E-168	none
12_21009	locus 2_0063	0	none
11_20536	locus 2_0064	2.00E-98	none
12_31404	locus 2_0065	2.00E-20	none
12_20816	locus 2_0066	1.00E-168	none
12_11450	locus 2_0067	9.00E-62	none
12_11010	locus 2_0068	0	none
11_10254	locus 2_0069	0	none
11_21138	locus 2_0070	1.00E-103	none
12_30656	locus 2_0071	2.00E-93	none
12_30494	locus 2_0072	1.00E-157	none
11_10736	locus 2_0073	1.00E-60	none
11_10236	locus 2_0074	1.00E-138	none
11_20022	locus 2_0075	5.00E-57	none
12_30504	locus 2_0076	1.00E-40	none
12_30769	locus 2_0077	2.00E-60	none
12_31352	locus 2_0078	1.00E-154	none
12_30577	locus 2_0079	1.00E-142	none
11_20897	locus 2_0080	1.00E-119	none
12_21393	locus 2_0081	6.00E-82	none
11_21155	locus 2_0082	1.00E-100	none
11_10310	locus 2_0083	1.00E-78	none
11_21052	locus 2_0084	7.00E-61	none
11_20786	locus 2_0085	0	none
11_21162	locus 2_0086	3.00E-72	none
12_31292	locus 2_0087	2.00E-91	none
11_11364	locus 2_0088	1.00E-136	none
11_21108	locus 2_0089	1.00E-136	none
12_11192	locus 2_0090	0	none
11_10401	locus 2_0091	0	none
12_31210	locus 2_0092	4.00E-92	none
12_11413	locus 2_0093	6.00E-39	none
12_10732	locus 2_0094	0	none
12_31481	locus 2_0095	3.00E-49	none
12_30360	locus 2_0096	7.00E-65	none
12_30382	locus 2_0097	7.00E-40	none
12_10857	locus 2_0098	3.00E-82	none
11_20402	locus 2_0099	7.00E-87	none
12_21356	locus 2_0100	1.00E-106	none
12_30958	locus 2_0101	1.00E-157	none
12_10322	locus 2_0102	8.00E-74	none
12_31123	locus 2_0103	0.00005	none
11_20232	locus 2_0104	0	none
12_30319	locus 2_0105	8.00E-82	none
11_20493	locus 2_0106	1.00E-180	none
11_20886	locus 2_0107	0	none
11_20881	locus 2_0108	0	none
11_10120	locus 2_0109	1.00E-169	none
12_31233	locus 2_0110	0.00007	none
11_21521	locus 2_0111	1.00E-43	none
11_20882	locus 2_0112	2.00E-89	none
12_30651	locus 2_0113	0	none
11_20294	locus 2_0114	5.00E-95	none
11_21204	locus 2_0115	7.00E-18	none
11_20262	locus 2_0116	0	none
11_21032	locus 2_0117	0	none
11_11479	locus 2_0118	5.00E-48	none
11_20415	locus 2_0119	0	none
12_30010	locus 2_0120	9.00E-59	none
12_10554	locus 2_0121	0	none
12_30842	locus 2_0122	0	none
11_10165	locus 2_0123	1.00E-19	none
11_10064	locus 2_0124	0	none
11_10023	locus 2_0125	0	none
12_30843	locus 2_0126	0	none
11_21246	locus 2_0127	5.00E-95	none
11_20315	locus 2_0128	1.00E-138	none
11_10136	locus 2_0129	1.00E-102	none
11_10868	locus 2_0130	0	none
11_10676	locus 2_0131	1.00E-122	none
11_20745	locus 2_0132	2.00E-53	none
12_30697	locus 2_0133	1.00E-136	none
12_30673	locus 2_0134	0	none
12_31485	locus 2_0135	1.00E-130	none
12_31308	locus 2_0136	1.00E-104	none
11_10799	locus 2_0137	1.00E-81	none
11_10994	locus 2_0138	5.00E-85	none
11_10939	locus 2_0139	4.00E-55	none
11_10427	locus 2_0140	0	none
12_30358	locus 2_0141	1.00E-144	none
12_30521	locus 2_0142	0	none
12_30361	locus 2_0143	2.00E-43	none
11_10129	locus 2_0144	2.00E-99	none
12_30783	locus 2_0145	3.00E-59	none
11_20052	locus 2_0146	1.00E-104	none
12_11455	locus 2_0147	1.00E-157	none
11_21030	locus 2_0148	0	none
11_10494	locus 2_0149	7.00E-23	none
12_30665	locus 2_0150	1.00E-165	none
11_10061	locus 2_0151	5.00E-46	none
11_20936	locus 2_0152	1.00E-114	none
11_10244	locus 2_0153	1.00E-111	none
12_30516	locus 2_0154	0	none
11_21281	locus 2_0155	0	none
11_10462	locus 2_0156	1.00E-135	none
11_10355	locus 2_0157	1.00E-124	none
11_20743	locus 2_0158	0	none
11_10817	locus 2_0159	1.00E-104	none
12_30317	locus 2_0160	1.00E-119	none
12_10910	locus 2_0161	4.00E-46	none
12_10575	locus 2_0162	1.00E-172	none
12_10811	locus 2_0163	1.00E-114	none
11_10013	locus 2_0164	0	none
12_10199	locus 2_0165	0	none
11_20707	locus 2_0166	3.00E-45	none
11_11097	locus 2_0167	9.00E-74	none
11_10539	locus 2_0168	1.00E-127	none
12_30658	locus 2_0169	0	none
12_30316	locus 2_0170	0	none
12_30133	locus 2_0171	0	none
11_10461	locus 2_0172	7.00E-77	none
12_31092	locus 2_0173	1.00E-179	none
12_31274	locus 2_0174	2.00E-65	none
12_30751	locus 2_0175	7.00E-74	none
11_20291	locus 2_0176	1.00E-142	none
12_30510	locus 2_0177	0	none
11_11205	locus 2_0178	1.00E-105	none
12_30782	locus 2_0179	5.00E-21	none
11_20675	locus 2_0180	1.00E-164	none
12_11171	locus 2_0181	4.00E-88	none
12_21449	locus 2_0182	1.00E-146	none
12_30569	locus 2_0183	1.00E-162	none
12_11104	locus 2_0184	1.00E-74	none
12_20381	locus 2_0185	0	none
12_10497	locus 2_0186	0	none
12_30430	locus 2_0187	5.00E-33	none
12_30473	locus 2_0188	1.00E-128	none
12_30032	locus 2_0189	9.00E-53	none
12_30120	locus 2_0190	3.00E-34	none
12_11353	locus 2_0191	1.00E-28	none
11_10003	locus 2_0192	0	none
11_20720	locus 2_0193	1.00E-154	none
11_21473	locus 2_0194	0	none
11_21158	locus 2_0195	3.00E-18	none
11_10962	locus 2_0196	0	none
12_30441	locus 2_0197	1.00E-32	none
12_31004	locus 2_0198	1.00E-117	none
11_20651	locus 2_0199	2.00E-54	none
12_30021	locus 2_0200	0	none
12_30802	locus 2_0201	7.00E-84	none
11_20656	locus 2_0202	0	none
11_21014	locus 2_0203	1.00E-141	none
11_20600	locus 2_0204	1.00E-137	none
12_30567	locus 2_0205	0	none
11_10659	locus 2_0206	2.00E-47	none
12_31509	locus 2_0207	2.00E-39	none
12_10591	locus 2_0208	0	none
11_11312	locus 2_0209	0	none
12_30230	locus 2_0210	1.00E-110	none
11_10954	locus 2_0211	1.00E-106	none
12_30508	locus 2_0212	1.00E-100	none
12_11487	locus 2_0213	1.00E-131	none
11_21124	locus 2_0214	1.00E-34	none
11_10749	locus 2_0215	0	none
11_20854	locus 2_0216	1.00E-111	none
11_20785	locus 2_0217	1.00E-168	none
12_30765	locus 2_0218	1.00E-100	none
12_31443	locus 2_0219	1.00E-24	none
11_20572	locus 2_0220	9.00E-90	none
11_20799	locus 2_0221	0	none
11_20329	locus 2_0222	0	none
12_11442	locus 2_0223	1.00E-135	none
12_31249	locus 2_0224	0	none
11_20946	locus 2_0225	1.00E-167	none
11_10323	locus 2_0226	0	none
12_31187	locus 2_0227	1.00E-100	none
12_30305	locus 2_0228	0	none
12_11140	locus 2_0229	1.00E-102	none
11_11153	locus 2_0230	1.00E-118	none
12_21482	locus 2_0231	1.00E-118	none
11_20567	locus 2_0232	6.00E-64	none
11_10848	locus 2_0233	4.00E-46	none
12_30837	locus 2_0234	4.00E-46	none
11_21216	locus 2_0235	0	none
12_30465	locus 2_0236	0	none
12_30596	locus 2_0237	1.00E-46	none
12_30311	locus 2_0238	1.00E-127	none
12_10278	locus 2_0239	1.00E-118	none
12_30511	locus 2_0240	0	none
12_30856	locus 2_0241	1.00E-17	none
11_10227	locus 2_0242	0	none
12_30681	locus 2_0243	6.00E-54	none
11_20835	locus 2_0244	1.00E-135	none
12_21114	locus 2_0245	1.00E-117	none
12_10345	locus 2_0246	1.00E-93	none
12_31174	locus 2_0247	1.00E-109	none
11_10513	locus 2_0248	7.00E-30	none
